DATE,std_SRAD,std_Tmax,std_Tmin,std_RAIN,std_VAPO,std_WIND,std_q,std_Tavg,std_qsat,std_RH2,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,Tmax,Tmin,RAIN,VAPO,WIND,q,Tavg,qsat,RH2,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_Tmax,rolling_std_Tmax,rolling_mean_Tmin,rolling_std_Tmin,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_Tavg,rolling_std_Tavg,rolling_mean_qsat,rolling_std_qsat,rolling_mean_RH2,rolling_std_RH2,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.2391320655451012,5.562725909141118,5.9522815098425745,5.530011120106879,24.03427270311745,3.8176977475900347,0.014753829382027189,5.173368197388151,0.0017710607519382747,3.7627392239048905,3.5441659487204134,13.02014517642946,1765.1702008156522,0.044807573598729965,0.39831426398730635,1.7401704893796723,0.19074993341450633,3.001577273547614,3.6800000000000006,5.056666666666666,-2.0,2.5033333333333334,11.683333333333332,4.403333333333334,0.0071720042766674885,1.528333333333333,0.004462069659969116,1.7374147711553172,1.6845139086471266,0.8221887736765487,54.11365216918886,0.012349357439335885,-0.001942823908641534,0.9201415497159918,0.6369379881838555,1.3493709410314512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.6198091273960034,5.215079814467308,4.627306507812227,5.5772124623842965,23.96131556651598,3.5820818450766287,0.014709043456573345,4.455172958702504,0.001421930343588576,6.288467791211661,5.914646844757294,12.574470926467193,1963.0862683937721,0.04603677543442997,0.01737968963643356,2.147259787988615,0.17400657172760003,4.363445288345652,3.863333333333332,4.486666666666666,-1.81,2.5233333333333334,11.913333333333334,3.5800000000000014,0.007313193519203883,1.3383333333333334,0.004330456831733776,2.444793754364282,2.349829621934856,1.5720449506641714,-69.67666348342985,-0.002205671296296294,0.003702467277325435,0.887824401700294,0.6627088533218883,1.8026816234601915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.555564723563569,5.673601908901404,4.529743338495424,3.7290240934667036,24.01592479331498,4.06372938957851,0.014742566219039641,4.77237892195419,0.0014747674297260456,7.034917157767318,6.615523249361067,12.595722731670582,1987.4324843932636,0.03638364566015546,0.015777731365311607,1.5648980400233732,0.14766899411064727,5.92626614525231,3.776666666666665,4.53,-2.1933333333333334,1.3299999999999998,11.686666666666667,4.130000000000001,0.007174050497573812,1.1683333333333332,0.004302490127358428,2.5820537459091693,2.476913900821212,1.0777522753024829,-26.07215389536422,-0.0019734953703703724,-0.0036488083312772443,1.2430353726507104,0.637853388176632,2.132626804858928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.6117956004007656,5.475710209539086,5.989942720352462,2.6488427314757574,24.02321769675634,4.444328686231968,0.014747043086486502,5.491493160010015,0.0016095558096055876,6.52216459148479,6.134256143914016,12.934613338351868,1966.365273390197,0.03260433808295254,0.017133468915726653,1.7260079910383457,0.14804267268140384,4.800644522047008,4.026666666666666,4.426666666666667,-2.6700000000000004,1.1866666666666665,11.746666666666664,4.336666666666669,0.007210882473887655,0.8783333333333335,0.004277453941625608,2.494853056610386,2.3958323411177878,0.9883284309617214,-42.181891306141566,-0.0033665509259259265,0.0009658610288675096,1.7670677582961412,0.6158152768916753,1.8764819849017333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.7937599372947532,4.871139497078687,5.9525479910880925,5.279608353639131,24.028642869727776,3.0807447972441873,0.014750373417192873,5.0257269160274465,0.0013974731481807383,8.858585659933295,8.327005381376862,13.076226987480354,2076.74506612494,0.03518405248458358,0.0229311232027494,1.5097277957729514,0.17197735562267685,4.768649899536362,4.163333333333332,3.9399999999999995,-3.4400000000000004,2.4766666666666666,11.713333333333336,3.7733333333333334,0.007190420264824409,0.24999999999999992,0.004044683784262388,3.114572388747201,2.978470646137076,0.8547218731571196,-108.3397217793754,-0.0072941936728395055,-0.0005365894604819467,0.8656577708688175,0.6098591837412647,1.8895825314889385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.851746612590767,5.389576999160978,5.657386586446584,1.220401290701066,24.002695250957647,2.5653325387720707,0.01473444504919384,5.208620176009289,0.0013991218143173322,7.5890475327484825,7.134398674465574,13.172063874412755,1954.79982718197,0.04025257001571646,0.014861988278461543,2.1744111071488925,0.15647481088674398,5.149451455313229,4.3,3.6933333333333334,-3.213333333333333,0.5399999999999999,11.840000000000002,2.99,0.007268176659264744,0.2399999999999999,0.00405290254650699,2.697173801820435,2.5878426125542284,1.0700157614839747,-134.9179512893983,-0.00011608796296296249,0.0020390399498314026,1.1722423436697516,0.6260463926796032,1.974764473915813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.9058168671292852,6.56523410478063,6.641026267457273,3.3457624597065476,24.031726156665602,3.1640146184471285,0.014752266143050584,6.39599394197236,0.0019529485701072938,7.6845653056831384,7.224559321147073,12.85247874939082,1995.3952572861617,0.03347395172440808,0.017563043922659123,1.4170113214569966,0.14774859223283637,5.292385755303654,4.16,3.8333333333333335,-2.656666666666667,1.3033333333333335,11.639999999999997,2.7933333333333343,0.00714540340488527,0.5883333333333333,0.004285969825035415,2.711092972755212,2.5994892157252156,0.8449034472735348,-59.3817112274987,0.004043730709876542,-0.0032195367628916893,0.3720587063158258,0.6420765729127103,1.9950934035654806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.2583514119124553,6.391693603923516,7.0486943439209355,1.3079069881513639,24.10386624208017,3.4190742848784725,0.014796550508338386,6.443633586192145,0.001867401105630804,6.892024060863509,6.480660653004287,13.475462246011126,1951.8981709756915,0.03374846424234874,0.013897563437397445,1.8747855956971249,0.16734309959109145,4.353018772537788,3.6000000000000014,2.4933333333333327,-3.8733333333333335,0.52,11.48666666666667,2.64,0.007051277243194342,-0.6900000000000006,0.003925426170810434,2.5978392964579218,2.4944838520944304,0.0923912043564731,-112.51517377877727,-0.014839911265432097,-0.0024683115182169593,0.981075877517673,0.6501400291179961,1.8008880308941555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.670501335720411,6.370044840059434,6.719507542163742,0.9334708437289052,24.101614626124263,3.9551930071916748,0.014795168317245788,6.263675842304682,0.0017814435827565069,6.139403349508272,5.7743399451052015,13.55037244379517,1918.5192992687425,0.028276450392736404,0.011005069617038862,2.073713986811669,0.1603836617822148,3.4781794474584493,4.2666666666666675,2.7666666666666666,-4.183333333333334,0.43666666666666665,11.509999999999996,3.2700000000000005,0.007065600789538615,-0.7083333333333334,0.003899208891897045,2.4339555949380465,2.340970354343763,0.09699436132595016,-117.07268185563348,-0.00021282793209876643,0.0003756126223373654,0.732765811826592,0.6231081357631176,1.5498182732350616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.944151264158999,6.076380690744332,5.735139718106864,2.681687579838873,24.08670664041909,4.230487322815866,0.014786016807639454,5.698220129450788,0.0016337147357445986,6.853038452591872,6.443331098911319,13.37142431175938,1867.0420366638698,0.036001496919234176,0.012041457337996482,1.7036820487058482,0.14301454335798494,4.5540131942417466,4.340000000000002,3.3966666666666665,-3.229999999999999,1.1400000000000001,11.576666666666664,3.676666666666667,0.007106525207665107,0.08333333333333351,0.004062982040500694,2.400479208086744,2.3078162676254235,0.33407559470608855,-54.34484627768085,0.009190297067901233,0.0010731789209638956,1.283168602907231,0.6341112994950898,1.7161919583648881,4.017666666666667,0.2702949920291707,3.8623333333333334,0.8101715258107804,-2.9270000000000005,0.7954941782655112,1.396,0.8305045320633583,11.679666666666666,0.13507611023254898,3.559333333333334,0.6273416380762543,0.007169753433670533,8.291866821085084e-05,0.4676666666666667,0.7836741575330817,0.004164364381969989,0.0001906991395146357,2.5214228590844714,0.3450812515940667,2.421616272100112,0.32426267124922753,0.7753416672908064,0.47058017851539957,-67.03891427241108,55.862539314415464,-0.0004425353208812264,0.007781330271447642,-0.00036599101821837654,0.002417216326321469,1.022503819546903,0.3734728720444244,0.6338657120283833,0.015876600528662976,1.8087500025716643,0.22731347909900845
