DATE   RAD  TMAX  TMIN  RAIN  VAPO  WIND
77232  21.6  26.4  15.6   0.5    17   1.9
77233   9.3  25.4  15.8     0  17.6   4.4
77234  16.9  27.5    15   3.7  18.4   2.4
77235  23.5  25.2    13  12.5    15   2.4
77236   9.4  18.4  11.4   1.8  12.8   1.2
77237  16.0  20.5  12.3     0  12.1   2.9
77238  22.5  23.3   8.2     0  12.3   0.8
77239  23.2  26.8  10.9     0  15.1   2.9
77240  16.9  28.8  13.8     0  17.9   1.2
77241  19.6  27.8  16.6     0  19.2   2.4
77242  21.5  28.7    13     0  17.6   2.4
77243  21.7  26.6  15.4     0  13.9   3.7
77244  20.4  26.4  13.6     0  13.8   2.9
77245  20.6  27.9  14.7     0  13.8   2.9
77246  19.9    28  14.2     0  12.7   0.5
77247  19.8  28.5  13.4     0  13.8   0.8
77248  19.9  29.6  11.8     0  13.4   0.8
77249  19.5    28  13.8     0  16.1   0.8
77250  19.4  29.3  12.9     0  15.2   0.8
77251  19.6  29.4    14     0  15.9   0.8
77252  17.1    29    12     0  14.1   4.4
77253  17.3  19.5   9.9   0.7   9.1   3.7
77254   8.3  19.6   9.7     0  11.6   0.8
77255  18.6  26.2  12.6     0  13.3   0.5
77256  17.3  28.5  11.5     0  12.9   4.4
77257  19.3  18.4   8.8     4   7.2   2.9
77258  19.5  22.6   5.6     0   8.7   1.9
77259   8.0  17.5   9.5     0   8.7   2.9
77260   6.7  11.2   4.8     0   9.5   1.2
77261   6.6  11.2   7.6  16.7  11.7   0.1
77262   7.9  13.3   7.6  20.4  10.5   1.2
77263   6.5  14.8   9.5     4  12.9   1.2
77264   9.1  15.9   9.6   4.8    12   1.9
77265  15.1  17.7   5.8     0  10.6     0
77266  13.8  16.4   5.7     0  10.5   1.2
77267   7.6  16.5   8.2     0  11.8   1.9
77268  13.1  16.5   6.8     0   9.2   0.8
77269  10.4  15.6     5     0   9.8   1.2
77270   7.4  14.3   5.9     0   7.9   1.2
77271  14.0  13.6  -0.9     0   6.7   0.5
77272  16.4  14.4   1.3     0   6.6   2.9
77273  11.8  16.7   1.4     0   6.5   2.9
77274  14.4    24   3.6     0   8.7   2.4
77275   5.6    18   7.3   1.9    10   1.2
77276  10.8  14.8   3.8   5.1   8.8   1.9
77277  16.0  16.2   2.6   1.7   8.2   2.9
77278  15.7  21.2   4.2     0   9.4   2.9
77279  15.0  22.5   5.8     0    10   3.7
77280  15.1    24   5.6     0  10.9   2.4
77281  15.0  25.3   8.4     0  10.8   3.7
77282  13.2    25   9.5     0  10.7   2.9
77283   6.3  18.2  12.3     0  11.7   6.7
77284   5.9  18.6  12.1   2.3  12.6   3.7
77285   8.4  18.4  11.8   2.3  14.2   0.8
77286  11.2  19.6   9.8     0  11.9   0.1
77287  10.0  18.4   9.4     0  12.9   0.5
77288   9.5  16.7   8.5     0   9.3   3.7
77289  12.3    15   1.3     0     8   0.5
77290  12.3  15.3   3.4     0   7.9   1.2
77291  12.1  17.2  -0.5     0   8.1   0.1
77292  12.5  20.3   2.3     0   8.1   0.5
77293  11.0  17.5   2.9     0   9.4     0
77294  10.8  17.3   3.2     0   8.6   4.4
77295  11.4  17.8   3.8     0   8.2   3.7
77296   9.2    20   7.4     0  10.2   1.2
77297  10.4    20   6.2     0  10.2   0.1
77298   6.5  18.9     5     0  10.1     0
77299   8.8  18.6     5     0  10.8   0.1
77300   6.4  15.4   4.5     0  10.6   0.5
77301   6.8    18   5.5     0  10.9   0.1
77302   3.9  15.6     5     0    11   0.8
77303   3.9  12.8   5.6     0    11     0
77304   3.8  13.3   9.7     0  11.3   0.5
77305   3.8  15.4   7.3   0.1  11.2   4.4
77306   3.7  11.2   9.4   2.5  12.1   1.9
77307   3.8  12.5   3.5   9.4    10   1.9
77308   5.4  18.4   6.4     0  11.8   3.7
77309   3.6  15.2  10.2   0.6  12.8   0.8
77310   6.0  16.6   5.5   1.7  11.4   0.8
77311   4.2  15.4   7.3     0  12.2   1.2
77312   3.4  10.7   5.8   0.3  10.7   0.1
77313   3.4  12.4   6.2     0  10.1   1.2
77314   3.4  17.2   7.1     0  12.7   2.9
77315   8.2  18.3   7.2     0  12.1   2.4
77316   8.8    21   5.3     0  10.4   2.9
77317   3.2  13.8   6.8     0  10.1   2.9
77318   3.5   8.5   4.6   6.2   7.9   2.9
77319   4.4   9.6     2   0.1     8     5
77320   3.1   8.1   4.6   8.3   9.1   4.4
77321   5.6     9   2.6  21.5   7.3   4.4
77322   5.9   7.9   2.3   6.5   6.7   2.9
77323   4.4   7.3  -0.6     0   6.1   2.9
77324   3.0     2  -2.3     0   5.6   1.2
77325   4.8   6.2  -2.5     0   6.3   2.9
77326   3.3    11   1.5     0   8.5   7.5
77327   2.9   7.2   2.4    12     7     5
77328   2.9   3.5  -0.2  12.9   6.3     5
77329   6.4   6.2  -1.2     0   6.5   3.7
77330   2.8     5   1.4   7.5   7.3   4.4
77331   2.8   2.7     1   2.1   6.6   2.9
77332   3.3   3.7  -0.8   1.3   5.8   2.9
77333   6.5   1.6  -5.2   1.8   4.3   0.5
77334   2.7  -0.8  -6.6     0   4.9   2.4
77335   2.7  -1.2    -3   4.6   4.7   2.9
77336   2.7    -1  -3.3   1.8   5.1   4.4
77337   2.7     0  -3.2   6.9   4.7   6.7
77338   6.9  -2.2  -8.9     0   3.2     5
77339   5.0  -3.8 -10.6     0   2.7   2.4
77340   5.2   0.3   -14     0   3.5   6.7
77341   2.7   2.3  -1.9   1.7     6   2.4
77342   2.6   1.5    -1   2.7   6.2   3.7
77343   2.6   4.2  -0.2     0   6.1   3.7
77344   2.6   3.3   0.7     0   6.1   2.9
77345   2.6   1.4  -1.8   0.8   4.3   1.2
77346   7.1  -1.6  -6.6     0   3.4   2.4
77347   2.9  -4.1  -9.5     0   3.4   2.4
77348   2.7  -5.8 -10.1     0   3.4   0.8
77349   2.5    -2  -6.2     0   4.6   0.5
77350   2.5  -1.5  -6.6   1.2   4.5   1.2
77351   2.5  -1.6  -4.7     0   4.5   0.8
77352   2.5    -4    -6     0   3.9     0
77353   2.5  -4.9    -7     0   3.6   0.8
77354   2.5  -5.4  -7.5     0   3.5   0.8
77355   2.5  -6.6  -7.7   0.9   3.2   0.8
77356   2.5  -3.9  -6.7     0   3.8   1.2
77357   2.5  -4.3  -6.2     0   3.8   1.2
77358   2.6  -1.9  -5.2     0   4.3   4.4
77359   3.4   6.1  -2.5   2.5     7   3.7
77360   5.4   6.3   1.8   6.7   6.8   1.9
77361   4.1   5.8   0.6     0   6.7   4.4
77362   2.9   5.4   0.9     0   6.4     5
77363   2.6   5.2   1.4   6.6   7.5   2.4
77364   3.7   5.5   1.4   0.8   6.9   2.4
77365   2.7   4.9  -0.3     0   5.3     6
78001   7.1   2.8  -1.4     0   4.8   3.7
78002   6.9   3.6  -4.9     0     5   4.4
78003   3.8     5  -2.4     0   5.5   2.9
78004   2.7   3.9  -1.2   6.5   6.4   2.9
78005   6.5   1.3  -2.5   0.6   4.5     5
78006   7.5     0  -7.6     0   3.3   2.4
78007   2.7  -1.1  -5.6   0.7   4.4   0.8
78008   2.8  -5.6 -10.3     0   3.2   0.1
78009   4.9  -2.5  -7.8     0   3.4   1.9
78010   5.1  -4.4 -10.6     0   3.1   1.2
78011   2.8  -3.7  -7.9     0   3.7   4.4
78012   6.8   6.5    -4     0   4.4  12.3
78013   4.0  10.3   0.6     0   6.6   4.4
78014   6.1     8  -1.8     0     6   0.8
78015   5.6   1.8  -2.3     0   5.8   1.9
78016   5.3     4  -3.6     0   4.9   3.7
78017   3.1   2.5  -0.9     0   4.9   7.5
78018   4.0   2.7  -1.1     0   4.3  11.4
78019   5.2   5.2  -3.3     0   4.7   2.4
78020   3.5   3.4  -0.4     0   4.6   2.9
78021   3.2   2.1  -1.3     0   4.6   3.7
78022   3.2   1.6  -2.3     0   5.2   2.4
78023   3.2     2  -1.6     0   5.4   0.5
78024   7.3   6.7  -0.4     0   5.7   7.5
78025   4.4   7.7   1.4     4   7.1   3.7
78026   5.4   6.1    -1     2   6.3   0.8
78027   6.4   6.2  -2.6     0   6.1   1.2
78028   3.4   5.7  -2.8     0   6.1     6
78029   3.5   8.2   1.7     0   5.8  12.3
78030   3.5     7   3.7   1.5   7.7   1.2
78031   4.7   5.1   0.5   9.4   6.3   2.9
78032   3.9   3.6  -0.5     0     6   0.1
78033   6.5   6.3    -1     0   6.4   4.4
78034   3.7   2.7  -1.3     0   6.2   2.9
78035   3.8   2.4   0.4   0.1   6.3   0.5
78036   3.8   2.8  -0.2   0.2     6   1.9
78037   3.9   1.6  -0.7   0.4     6   3.7
78038   3.9   1.4  -1.8   3.6   5.5   3.7
78039   4.0  -0.1    -4   8.2   4.7   1.2
78040   4.0   0.2  -3.4     0   4.7   0.5
78041   4.3   0.2  -3.7   0.6   4.8   1.9
78042   6.8     7  -2.3     0   6.3  12.3
78043   5.8  10.7   4.6   1.4   8.2   4.4
78044   4.3     7   4.4   9.8   8.4   1.9
78045   4.3   4.8   0.2  11.6   6.2     5
78046   4.4   0.8    -1     7   5.6   2.9
78047  10.1   2.8  -3.7     1   4.5   4.4
78048   6.6   1.8  -0.5   2.1     6   2.4
78049   6.5   1.3  -6.9   6.1   4.4   2.9
78050   4.6    -2 -11.7   1.6   3.7   2.4
78051   7.9    -3 -12.4   5.7   3.2   2.4
78052  10.9    -8 -17.8     0   1.9   2.4
78053  10.0  -3.4 -15.6     0   2.5   3.7
78054   7.6   2.3 -13.5     0   4.3   4.4
78055   6.0   5.9  -0.7     0   5.6     6
78056   7.8   7.3     2     0   6.6     6
78057   9.4  14.1   3.8     0   9.1     6
78058   8.4    17   7.2   0.7  11.2   3.7
78059   8.1  17.2   7.5     0  10.6   1.2
78060   6.5  15.3   8.8   0.1  11.4   0.5
78061   7.9    16   6.9     0  10.8   1.9
78062  14.4  18.2   5.7     0  10.5   1.2
78063  14.7  18.4   3.4     0    10   2.9
78064  11.5  19.6   5.3     0  10.2     5
78065   6.9  18.4   8.3     0  10.5   1.9
78066   5.7  11.2     1   2.6   7.2   4.4
78067   7.4   6.9  -0.9   3.4   6.2   0.8
78068   5.8   7.6     0     0   6.9   2.9
78069   6.4   6.4     2   2.4   7.1   4.4
78070   8.7   8.3  -1.4   2.7     7   3.7
78071  10.1   6.8   0.5   2.6   5.9     5
78072   6.1   8.3  -3.3     0   5.6   2.4
78073   6.2  13.7     1     0   7.2   2.4
78074   9.4  15.4   4.9   0.1   9.7   3.7
78075  15.2    15   3.7   5.9   8.8   4.4
78076   6.4  13.7   5.7     0   8.6   8.6
78077   6.5   8.3   4.9   3.3   8.1   3.7
78078  13.8   9.3     0   2.9   5.5   3.7
78079  12.9   9.6  -1.4     0   5.8   4.4
78080   8.8   9.9   3.2   4.6   8.1   4.4
78081   8.4   8.2   0.4   1.2   5.8     6
78082  18.2   8.4  -3.4     0   4.6   2.4
78083   6.9     7   2.2     0   6.9   2.9
78084   8.6   9.4   2.6   5.7   6.9     5
78085  16.9  12.7  -0.9     0   6.9   1.9
78086  10.7  10.6   3.9     0   6.9   4.4
78087  14.3  14.4  -0.8     0   6.4   1.2
78088  20.3  17.8   1.4     0   6.4   2.9
78089  21.0  20.3   3.2     0     7   3.7
78090  18.7  18.4   6.1     0   6.9     6
78091  19.9  18.4   4.2     0   7.7   2.9
78092  17.4  17.4   7.4     0   8.7     6
78093  16.8    19   5.7     0   8.5   4.4
78094   8.8    17   4.6     0     9   1.2
78095   8.1  14.3   2.9     0   9.3   1.9
78096  17.4  12.2   3.2   1.1   5.9   6.7
78097  22.3  11.8  -4.8     0   5.3   2.9
78098   8.0  11.1   4.6   1.8   8.5   2.9
78099  21.5    13  -0.4     0     6   3.7
78100  16.4  14.4   0.8     0   6.9   6.7
78101  11.2  18.4   7.9   0.1   8.6   6.7
78102  12.2  23.5   6.3   0.2   9.1     6
78103   8.3  19.4   4.8     0  11.8  10.2
78104  16.5  17.2   9.1   1.7    10   4.4
78105   9.9  17.2   3.8   1.4  10.4   2.9
78106   8.6   9.3   4.5   5.9     9   2.9
78107   8.5   6.3   4.4     0   8.2   2.4
78108   8.7   7.4   3.4   5.7   7.2   2.9
78109   8.7   8.6   3.4   0.2   8.3   0.5
78110  10.4  11.8     6   1.1   9.2   1.2
78111  15.6  17.4   6.4     0     9   2.4
78112  22.7  18.4   4.2     3   9.1   3.7
78113  21.1  19.5   3.6     0   9.4   2.4
78114  21.2  19.5   6.2   4.1    10   2.4
78115  10.0  14.8   7.7     0  10.4   3.7
78116  14.2  17.3   4.7   0.1  11.4   2.4
78117  16.5    19   8.4   0.1    11   4.4
78118  18.7  18.8   8.9   0.8  11.4   2.4
78119  19.7  20.7   4.7     0    11   0.8
78120  16.0  22.7  10.4   0.1  11.6   2.9
78121  12.7  25.7  11.7     0  12.8   6.7
78122   9.4  21.2  11.5   2.7  13.8   6.7
78123  23.5  18.3   9.4  26.2    11     6
78124  21.9  20.3   4.9     0  10.7   0.1
78125  20.1  22.7   9.2     0  11.1   2.9
78126  11.8  23.5  11.8     0  15.8     5
78127  11.3  17.6  10.4   3.2  12.2   6.7
78128  16.0  18.4  10.3   6.6  13.6   1.9
78129  14.2  17.5   8.4  20.1  11.8   2.9
78130  10.8  14.9   9.3     8  10.8   4.4
78131  21.8  12.4   3.7     0   6.9   3.7
78132  20.5   9.3  -0.5     0   6.3   2.4
78133  21.5  14.4   0.4     0   7.4   2.4
78134   9.9  11.2     8  11.8  10.9     6
78135  14.2  15.1   7.2   1.3  10.7   1.9
78136  18.4  18.3   8.5     0    11   2.9
78137  25.9  20.9   4.8   1.6  10.6   1.9
78138  19.9    19  10.3   5.4  12.8   1.2
78139  24.5  22.5  10.2     0  12.6   2.4
78140  15.2  20.8  11.6     0  13.9   1.9
78141  21.1  23.8  11.2     0  15.7   2.9
78142  10.5  22.1  15.5     0  15.8   8.6
78143  16.0  22.7  13.3   5.4  15.6     5
78144  17.6  21.7  12.9   9.4  15.7   4.4
78145  18.2  20.6  11.8   0.8  15.2   3.7
78146  15.9  20.1  11.4   0.1  14.3   0.8
78147  22.4  19.9   9.6   1.2  12.5   2.9
78148  13.0  17.7   7.9     0  13.5   2.9
78149  22.1    21   8.9   0.2  12.7   3.7
78150  19.8  21.5   9.3   7.1  14.3   0.5
78151  25.7  24.7  10.5     0  15.2   1.9
78152  29.7  26.5  11.6     0  14.2   1.9
78153  29.7  25.7  12.6     0  12.9   2.9
78154  23.7  27.4  12.5     0  14.1   2.9
78155  24.8  27.6  11.6     0  13.8   0.8
78156  26.0  28.8  15.2     0  16.9   1.2
78157  21.7  26.2  14.2     0  17.3   2.4
78158  21.9  27.6  16.6   0.2  18.5   2.4
78159  20.0    29  16.8   0.1  19.6   1.2
78160  23.2  24.1  16.4    59  18.3   3.7
78161  26.6  27.9  14.5     0  17.5   4.4
78162  10.7  19.5    15   3.6  17.7   1.9
78163  18.1  24.2  11.5   3.1  16.5   3.7
78164  10.6  18.7  12.4   5.2  13.7   2.9
78165  10.7  15.5  11.9   2.4  13.9   0.8
78166  23.7  21.5    11   3.1  13.8   0.8
78167  20.2  23.5  11.7     0  14.8   1.2
78168  18.6  24.7  12.5     0  18.2   2.4
78169  23.8    25  15.2     0  14.1   3.7
78170  28.1  22.5  10.9   0.6  12.7   2.4
78171  29.6  24.2   8.5     0  12.5     0
78172  22.3  24.8  11.9     0  13.1   2.4
78173  26.0  26.5  11.7     0  14.3   2.9
78174  25.0  26.2    13     0  15.8   1.9
78175  22.3  27.4  16.8   0.4  15.5   4.4
78176  21.6  26.5  14.1     0  16.8   2.4
78177  16.6  20.5    12   7.4  12.5   2.4
78178  12.6  19.6   8.5     0  11.5   2.4
78179  10.6  13.7   9.2  61.4  13.7   7.5
78180  10.6    18  10.6    30    13   6.7
78181  25.5  23.3  10.6     3  14.7   3.7
78182  26.5  26.3  12.2     0  15.5   1.2
78183  22.4  28.3    16     0  17.8   1.9
78184  25.8  25.4  14.4    14  15.8   2.4
78185  29.6    28  14.3     0  18.5   2.4
78186  28.3  29.9    15     0  17.1   7.5
78187  27.1  23.7  12.4  16.8  16.2   1.2
78188  14.9  20.7  15.7     0  16.5   2.9
78189  26.5  22.2  12.8   2.5  13.4   2.9
78190  27.4  23.5  10.4     0  12.4   1.9
78191  14.9  20.6    13   3.2  14.5   2.9
78192  19.7  24.2  12.8     0  13.9   0.8
78193  25.3  29.4  14.1     0  18.2   2.4
78194  23.5    28  15.3     0  19.2   1.9
78195  25.2  26.4  12.8     0  16.1   0.8
78196  20.7  27.4  14.9     0  16.8   2.4
78197  29.0  23.3  12.5     0  11.8   2.9
78198  26.8  25.6  11.2     0  13.8   1.2
78199  26.3  30.6  12.8     0    18   4.4
78200  21.7  26.2  16.2     0  18.8   2.9
78201  25.5  24.2  12.1   0.5  13.8   3.7
78202  21.6  24.6    12     0  14.6   2.9
78203  21.8  20.4  12.2   7.7    14   4.4
78204  25.1  22.3   8.7   0.4  12.4   2.4
78205  24.2  23.5  10.2     0  12.3   2.4
78206  21.9  26.2  10.4     0  13.3   1.2
78207  26.5  26.8  10.9     0  13.8   1.9
78208  25.5  28.8  12.6     0  14.6   1.9
78209  25.7  29.5  15.3     0  16.9   1.2
78210  17.6  29.3    15     0  16.4   0.5
78211  21.5  28.3    16     1  17.4   2.4
78212  26.0  29.6    13     0  15.3   0.8
78213  26.1  28.8  12.3     0  14.5   1.9
78214  27.1  29.2  14.7     0  15.1   2.9
78215  24.1  29.7  16.4     0  15.3   2.4
78216  16.5  30.7  16.5     0  19.2   4.4
78217  18.3  26.4  18.4  23.8  20.2   2.4
78218  26.1    29  14.2     0  18.2   1.9
78219  26.0  31.4  15.5     0  18.2   4.4
78220  17.8  32.3    19     0  15.3  10.2
78221  22.6    25  13.7   0.2  13.8   1.9
78222  18.0  22.6  12.5     0  14.2   2.4
78223  23.3  23.8  12.6     0  13.8   2.4
78224  25.3    23  10.5     0  11.8   4.4
78225  22.4  22.7   9.5     0  11.5   2.4
78226  18.0  24.4  10.8     0  11.9   0.8
78227  16.8  25.8  13.8     0  13.8   1.2
78228  25.0    29  13.2     0  13.6   2.9
78229  24.4    30  14.9     0  13.4   2.9
78230  14.0  25.2  14.1     0  13.5   3.7
78231  24.1  23.2   8.7     0  10.4   3.7
78232  11.6  22.5   8.9     0  13.1   2.4
78233  23.6  22.4   9.3   1.6  13.5   1.2
78234  23.6  26.3   9.4     0  13.8   0.5
78235  22.5  28.5  11.3     0  13.7   0.1
78236  18.5    29  12.5     0  14.5   1.2
78237  20.5  26.7  14.2     0  15.3   1.9
78238  10.3  23.6  13.2     0  13.8   2.9
78239  23.4  21.8   7.6   3.6  10.9   0.8
78240  18.7  20.8   8.3     0    10   1.9
78241  19.2  23.5  10.4     0  11.5   1.2
78242  11.0  24.2   9.7     0  13.1   3.7
78243   7.9    19  11.2     7  13.8   4.4
78244  19.0  17.4   9.1  13.9  10.2     5
78245  15.9  18.9   9.1   0.3  12.4   1.2
78246  18.3  21.2   7.6   0.1    11   1.9
78247  18.6  24.5   9.7     0  13.2   0.8
78248  14.3  25.6    13     0  14.8   1.9
78249  11.7  26.5  14.9     0  17.7   2.4
78250   7.5    19  16.3    13  18.3   3.7
78251  15.0  21.4  12.6   1.6    13     6
78252   8.0  19.4  11.8   0.2  13.3   2.4
78253   8.0    20   7.4     0  14.7   0.8
78254  14.4  28.3    11   0.1    17   3.7
78255   7.4    20  12.4     0  13.9   3.7
78256  16.5    19  10.1   6.1  10.7     6
78257  18.7  20.7   5.5     0  10.9   2.4
78258  16.4  22.2   8.6     0  11.9   0.8
78259  17.2  22.1  10.7     0  11.1   3.7
78260  19.2  21.3   6.2     0   9.9   0.8
78261  16.2  24.8   8.1     0  12.4   2.9
78262   6.6    17  10.4     0  11.9   1.2
78263  10.4  15.8     7   2.1  10.2   2.9
78264  16.4  16.3   2.2   0.4   7.4   1.9
78265  13.1  18.5   8.2   0.5   9.7   2.4
78266   7.1  18.6   8.3   1.4  13.3   2.4
78267  10.1  20.2  11.9     0  13.1   2.9
78268  17.6  27.6  12.3     0  14.1   1.9
78269  17.6  28.7  10.8     0  14.6   0.8
78270   6.6  22.8  11.9     0  12.9   2.9
78271   6.0    13  10.4   9.8  12.7   2.4
78272   9.7  16.7   7.7  13.2   9.3   4.4
78273   7.9  18.2   6.4     0  11.5   4.4
78274   8.4  21.4  11.4     0  13.4     5
78275  12.0  23.4  10.6     0  14.6   1.9
78276   7.9  25.3  13.8     0  15.1     5
78277   8.8    26    13     0  14.9   2.4
78278   6.0  14.7   6.3   0.6   9.7   3.7
78279   7.6    16   3.2     0   9.1   2.9
78280  11.2  20.5  10.8     0  12.6   0.5
78281  14.4  21.9     7     0  11.8   1.2
78282  14.5  21.9     8     0  11.7   1.9
78283  14.5  21.9   6.5     0  11.3   0.8
78284  13.0  21.6   5.6     0  11.6   0.8
78285  12.6  21.9   6.6     0    12   0.8
78286   8.2    18   4.5     0  11.8   1.9
78287  10.8  18.3   6.8     0   9.6   2.4
78288  13.1  17.8   3.5     0   9.4   0.8
78289   9.8  17.7   2.9     0   9.7   0.8
78290   4.7    12   3.2     0   9.7   0.8
78291  11.4  20.4   3.8     0  10.2   2.4
78292   9.9  20.6   4.4     0  10.1   1.9
78293   4.5  14.4   9.9     0  12.6   1.2
78294   6.8  14.1   6.3     0   8.2     5
78295  11.6  11.7   0.4     0   5.1   3.7
78296   8.8  16.4   3.4   0.2   6.7     5
78297  10.5  13.8   0.3     0   6.9   0.8
78298  11.1  15.6  -0.3     0   6.7   2.4
78299   6.1    12   2.8   0.5     7   4.4
78300  11.6  10.5   0.4     0     5   4.4
78301  11.4   8.8  -2.8     0   4.5   2.9
78302   6.8  11.6  -2.4     0   7.3   2.4
78303   6.8  14.9   1.5     0   9.3   1.2
78304   3.9  11.4   3.6     0     9   1.2
78305   3.8  13.2     6     0   9.7   0.5
78306   5.7  12.7   6.3     0   9.7   1.2
78307   3.7  10.1   2.3     0   8.7   0.1
78308   6.2  10.3   5.1     0   8.4   1.2
78309   3.6   5.4   3.1     0   7.3   2.4
78310   3.6     5   3.4     0   6.7   0.8
78311   3.5   4.4   2.5     0   6.1   1.2
78312   3.5   6.3   3.3     0   6.5   0.5
78313   3.4   4.8   3.8     0   6.6     0
78314   3.4     4   2.4     0   6.2   0.1
78315   3.4   2.7   0.6     0   5.9   0.5
78316   3.3   0.8    -1     0   5.3   0.5
78317   3.3   2.2    -1     0   5.5     0
78318   3.2   1.5  -1.1     0   5.1   1.2
78319   3.2  -0.6  -2.2     0   4.7   1.9
78320   3.2  -1.1    -3     0   4.8   1.2
78321   3.1  -0.6    -3     0   5.1   1.9
78322   3.1   0.7  -1.4     0   5.6   2.4
78323   3.1  -0.2  -1.8     0   5.2   1.9
78324   3.0  -1.1  -2.6     0   5.1   0.5
78325   3.0  -1.5  -2.8     0     5   0.1
78326   3.0   2.3    -2     0   6.1   1.9
78327   2.9   4.9   0.3     0   6.7   2.4
78328   2.9   1.7  -1.6     0   6.2   2.4
78329   2.9   2.5  -0.3     0   6.5   2.9
78330   2.8   3.2  -2.3     0   6.2   2.4
78331   2.8  10.7  -1.3     0   7.1     5
78332   2.8     7     0     0   6.3   1.9
78333   2.8   2.6  -0.5   4.2   6.3   3.7
78334   2.7   4.5  -0.4   0.6   6.1   7.5
78335   2.7   2.2  -0.1   7.6   6.2   3.7
78336   2.7   2.8  -0.5   2.5   6.9   1.9
78337   2.7     4   1.6     0   6.6   1.2
78338   2.7   1.9  -1.8     0   5.1   3.7
78339   7.4  -1.3  -9.6   0.4   3.1   4.4
78340   6.4  -3.1 -10.2     0   2.8   2.4
78341   6.0    -2 -12.3     0   3.1   2.4
78342   3.0  -2.1  -6.4     0   3.6   1.9
78343   2.6  -0.1  -6.7     0   4.9     5
78344   4.0   3.2  -1.3   5.9   6.4   2.9
78345   3.6   6.4  -0.6     0   6.7   2.9
78346   3.9   8.2  -0.1     0   7.1   6.7
78347   2.6    10   4.6     0   9.1     5
78348   2.6   8.6   4.1     2   8.9   3.7
78349   4.7   9.3   1.1   7.2   7.9   3.7
78350   3.2    11   0.6     0   7.9     5
78351   5.0   9.4     5   4.1   8.6   4.4
78352   2.5   5.5  -3.3   0.1   4.7   7.5
78353   2.5   1.2  -3.9     0   5.1   1.9
78354   2.7   2.8    -1   3.6   5.9   2.4
78355   3.5   5.3  -1.4   0.1   6.6   2.4
78356   5.2   4.2  -1.2     0   5.3   7.5
78357   3.2   3.3    -2     0   5.2   2.9
78358   3.7   5.8  -0.2     0   6.4   1.9
78359   2.6   3.4  -1.6     0   6.4   1.9
78360   4.4     8   0.6     0   7.4   0.5
78361   3.0   5.6  -0.8   0.2   7.1   3.7
78362   3.1   9.7   1.6     0   8.9   4.4
78363   4.7    14     6   8.2   9.9   4.4
78364   2.6    11   5.6     0   9.8     6
78365   2.8   9.7     4   2.7   9.1   4.4
79001   3.3  10.3  -6.8  12.9   7.1   6.7
79002   3.0  -6.8 -12.2   2.5   2.6     5
79003   6.3  -6.1 -10.1   0.6   2.6   4.4
79004   5.5  -3.1 -10.2     0   3.4   4.4
79005   7.4  -4.8 -13.3   0.4   2.2   3.7
79006   5.5  -3.2 -12.7     0   2.5   0.5
79007   6.3  -3.7 -13.3     0   2.6   1.2
79008   4.4  -3.2 -14.6     0   2.5   2.9
79009   3.0  -0.1 -12.1     0     4   2.9
79010   2.8     2  -1.9     1   6.1   3.7
79011   3.1     7  -0.3   8.6   6.8   6.7
79012   5.3   4.7  -0.4   9.6   5.9     0
79013   5.6   2.3  -2.6   0.1     5     5
79014   2.9   0.1  -2.5     0   4.8   7.5
79015   2.9  -1.4  -4.8     2   4.4   1.9
79016   3.0  -4.8 -10.7   2.2   3.3   1.2
79017   3.5  -6.3 -15.9     0   2.6   1.9
79018   3.0  -4.8 -12.8     0     3   0.8
79019   3.1  -1.6  -5.7     0   4.1   2.9
79020   7.1   0.2  -8.5     0   3.8   0.1
79021   3.1  -0.4  -8.6     0   4.1   0.5
79022   3.2   1.5  -7.3     0   4.9     5
79023   3.2   2.4   0.5   0.1   6.2   1.9
79024   3.3   7.2   1.1   1.4   7.5     6
79025   3.3   5.6   0.6   2.3   6.8   0.8
79026   3.3     3   0.5  15.3   6.5   1.2
79027   3.6   9.7   0.8   0.5   8.2     5
79028   3.4  11.5     6   0.5     9   8.6
79029   3.7  14.6   3.1   0.5  11.7   3.7
79030   7.0  10.9   1.3   9.6   6.9     6
79031   3.6     5  -0.6     0   6.2   2.4
79032   8.9     7  -0.4   1.1   5.6   4.4
79033   3.7   6.9   0.6     0   6.4     6
79034   3.8   8.9   4.5     0     9   1.2
79035   3.8   8.1   3.9   1.2   8.5   1.2
79036   3.8   9.8   2.8     0   8.9   2.9
79037   3.9   7.4     1     0     7     5
79038  10.4   2.1  -3.5     0   4.3   2.4
79039   8.5   4.3  -2.7     0   5.1     6
79040   9.6   5.4  -1.7     0   4.7   0.8
79041   4.1     8   0.5   0.5   8.2   4.4
79042   4.2     3  -0.4    12   5.5   1.9
79043   4.2   7.7   1.3   0.3   7.1   4.4
79044   4.3   7.7   2.7   3.4   8.1   4.4
79045   7.4  11.9   1.9   0.9   8.4   2.9
79046   5.4  13.7   2.8     0   8.7     5
79047   4.5    10     4     1   7.4   6.7
79048   4.5   5.3  -0.3   0.1     5  14.6
79049   4.6   4.1   0.3   1.7   5.7   2.9
79050   4.6   4.8  -0.7   2.3   5.3   1.2
79051   9.6   3.8  -2.8     0   4.5   0.5
79052  13.5   3.4  -5.6     0   3.8   0.5
79053  13.5   4.8  -5.8     0   3.3   1.2
79054  13.8   4.2  -6.6     0   3.7     0
79055  13.3   5.7    -5     0   4.3   1.2
79056   6.3   3.1  -5.9     0   4.9   1.9
