DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.661840137822577,5.2422345415391085,4.784385522466413,3.5370437035636892,1.9155413988151528,2.3886705772116805,0.001175886257155712,4.4546272597141625,0.17596929101915781,4.696323119387728,387.0057402013811,3.683240513273321e-05,1.58076116985474e-05,1.6393973544659775,0.17924033546008092,0.18221465349425453,3.4633333333333343,3.9633333333333334,-3.0,1.8366666666666667,5.296666666666667,2.8666666666666667,0.0032514450201496835,0.4816666666666668,0.8114310616527513,-2.716796547150972,419.81651519958706,4.00303320561941e-06,3.2195367628916856e-06,1.8394322238592233,0.6345032608335305,0.6469379766031427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0568612400741917,5.374871289557578,3.888267054827275,4.847116692414684,1.6930588518601675,2.8815704530450175,0.0010393117254942255,4.314018847975708,0.15385519425386252,4.646135437466194,373.01157882607794,4.205633072007517e-05,1.6469375365352094e-05,1.643300283555893,0.15411056799804287,0.15779000838465213,3.836666666666668,3.5799999999999996,-2.1,2.416666666666667,5.11,2.8,0.003136856649395509,0.7400000000000002,0.7681904962851818,-3.155142232231701,502.6514399538466,2.9989390432098766e-06,-3.0049009786989057e-06,2.092933964246614,0.6855531888192381,0.6364369231555549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.8734963319278546,5.380006623078433,3.776874582137379,2.969306587268382,1.4845410297346169,2.5316388767553026,0.0009113096674018571,4.3402026675493275,0.14066075837932196,4.4237098700069115,305.27629885730863,2.2448523692455746e-05,1.6552809441661152e-05,2.0088832360482627,0.1358720001652222,0.1383543300418086,4.036666666666668,4.203333333333333,-2.5266666666666664,1.1666666666666667,5.14,2.933333333333333,0.00315527263755243,0.8383333333333334,0.7679220087865531,-2.9831317344235475,494.59645428539363,1.1415316358024668e-06,4.82930514433751e-07,0.6608198318987697,0.6331035488241461,0.610965860459903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.7002535307904871,5.379109228483283,5.56830212055229,2.0160961480447606,2.019172471896437,2.746784954488956,0.0012395018776408429,5.172602448666823,0.14784647548711535,5.716840997200276,339.22268339795687,2.6794549530166476e-05,1.618588691694946e-05,1.4646832834174184,0.1569955936276902,0.14849437131456644,3.95,4.203333333333334,-3.056666666666667,0.8866666666666666,5.213333333333333,3.2,0.00320028949749157,0.5733333333333334,0.771283579289857,-3.2021732822598525,495.84168358985426,-3.0763310185185173e-06,1.180496813060283e-06,1.3003364273471663,0.6107929975815404,0.6017770616075089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.068396569281648,5.004025965367182,5.535985723521556,2.9345739278353573,2.0834321815630124,1.9419743478779763,0.0012789487460470703,5.068396842367824,0.1524281820601232,6.0740731427683174,358.22044757339677,2.6978163297094937e-05,1.737240436930806e-05,1.8873063078287913,0.1403207443707195,0.14882236545301833,4.403333333333333,2.6200000000000006,-3.29,1.6,4.8999999999999995,2.7666666666666666,0.0030079447322970635,-0.3349999999999999,0.7663322808227495,-4.187926100669748,508.3976183381879,-1.0544656635802465e-05,-5.043940928530303e-06,1.1663811587350592,0.663779519425204,0.6240289621565716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.9478251945453797,6.347445861566465,5.915653304833584,2.0608585422183836,2.106762510550743,0.9071871393197362,0.001293270448124907,5.854295259764897,0.15914336403503015,6.021553211457438,364.9634204380886,3.3640561578821514e-05,1.553123746209612e-05,1.8151194277258231,0.1629064843259241,0.16028585077421567,4.133333333333334,3.5399999999999996,-3.156666666666666,0.99,5.15,2.066666666666667,0.003161411300271404,0.19166666666666668,0.7796838586052977,-3.477160603078557,488.23901211709455,6.1139660493827134e-06,4.024420953614604e-06,0.90445253231749,0.6365590442041644,0.6221434224601884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.9872842903255468,6.930994024014127,4.980357970793,2.044459853348562,1.8637528571792126,1.5391444107819705,0.001144095018174656,5.622573550726868,0.15431263642840257,5.144519762109326,338.6567630185765,3.1194795811485103e-05,2.018111708802263e-05,1.7626392300938354,0.18079187361411583,0.14555559307286797,4.036666666666667,3.6166666666666667,-3.4500000000000006,1.0533333333333335,4.9766666666666675,2.1,0.003055007813142529,0.08333333333333325,0.7746502669014056,-3.674624769016122,497.34514405103806,-1.2576195987654315e-06,-2.790265194506127e-06,1.2110694435013745,0.6288078870535404,0.6111233648069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0010227270131113,6.765719032223294,6.139006621502421,1.7012537634979952,2.2015250722347357,1.5829551877538357,0.0013514419885813033,6.220050310252238,0.13015590413585384,6.078668531731218,275.34775494607385,3.4613136000172e-05,1.4363928199244817e-05,1.5500803086006,0.1598811271224727,0.13856007054322872,3.8266666666666667,2.1766666666666667,-3.4866666666666664,0.6566666666666667,4.913333333333332,2.3333333333333335,0.0030161296159223615,-0.6550000000000004,0.7810942465421455,-4.182204696402739,477.3048182006156,-8.571161265432094e-06,-1.0195199749157055e-06,1.3989836810151213,0.681716408588063,0.6443643589807829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.8692797801698187,5.947119461138937,5.681852539081076,2.6725595807472056,2.0779521306977373,1.9025089303036289,0.0012755847276525953,5.529309574243071,0.14254131627869815,5.858514225984457,301.18284373303123,2.371616299019525e-05,1.1954069720581101e-05,2.134885349077298,0.16020417903587703,0.16092574650976296,4.14,2.206666666666666,-4.000000000000001,0.7866666666666667,4.873333333333334,2.033333333333333,0.0029915749650464684,-0.896666666666667,0.7939356127721122,-4.207733922305603,449.28111174879507,-2.8054591049382698e-06,-6.439073525783328e-07,1.1538648482721776,0.655954335270232,0.6450538349747813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.2566886533505057,6.185221541484297,5.091106737841189,2.574811677077334,1.997668180884789,2.023994002989616,0.0012263011186877263,5.420947291777507,0.13448585766257076,5.584771524087939,293.44171662398765,3.0723726442349956e-05,1.5683530590471877e-05,1.7406209531139631,0.14301668751704058,0.13961576852849372,4.466666666666666,2.6399999999999997,-3.8833333333333333,0.9999999999999999,4.963333333333334,2.2,0.0030468229295172304,-0.6216666666666664,0.7986692140026985,-3.852186927379552,435.1373663833456,3.19241898148148e-06,1.448791543301263e-06,1.5159655032466297,0.6389439291930479,0.6403128009124043,4.029333333333334,0.29043092716993796,3.275,0.7928371464183178,-3.1949999999999994,0.5759313445023175,1.2393333333333334,0.5478347953196868,5.0536666666666665,0.14695636372578832,2.5300000000000002,0.42787156259101167,0.003102275516078625,9.021155513194183e-05,0.040000000000000015,0.6298613408060344,0.7813192625660752,0.01524354036815021,-3.5639080814918396,0.5418004562860971,476.86111638677585,30.98271767980663,-8.805338707960831e-07,5.474286710725679e-06,-2.1463578419277885e-07,2.8584548044202425e-06,1.3244239614439626,0.41930263340525664,0.6469714119792707,0.02407948709852053,0.6283144566117819,0.01650509774562734
