DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
71001   4.0   9.7   4.3  23.4   8.2   2.4
71002   3.2   8.4   3.0   2.0   8.8   2.4
71003   4.2  11.0   3.2   9.3   7.1   6.0
71004   3.8   8.6   3.0  17.1   7.2   1.9
71005   3.3   6.1   3.6   1.0   7.8   0.8
71006   3.3   7.0   2.0   2.3   7.5   0.8
71007   3.3   2.2  -0.2   0.0   5.0   1.9
71008   3.3   0.8  -1.0   0.0   5.1   1.9
71009   3.4   1.4  -1.4   0.0   4.4   8.6
71010   3.4  -0.2  -3.5   0.9   4.3   4.4
71011   3.4  -0.4  -3.6   0.0   4.2   0.8
71012   3.5   1.5  -1.2   0.0   5.2   1.2
71013   3.5   0.7  -1.7   3.9   5.3   0.8
71014   3.5   2.4  -2.7   0.5   5.5   0.5
71015   3.8   3.8   0.0   0.0   5.7   0.8
71016   3.6   1.9  -0.2   0.0   5.2   1.9
71017   3.6   0.6  -2.0   0.0   4.8   1.9
71018   3.6  -0.2  -2.0   0.0   4.9   1.9
71019   3.7   0.3  -2.0   0.0   5.3   0.8
71020   3.7   1.4  -2.0   0.0   5.7   0.8
71021   4.5   7.1   0.0   0.0   7.0   0.8
71022   3.8  13.5   2.6   0.0   8.9   2.9
71023   3.8   8.0   4.5   8.4   8.8   0.5
71024   4.0   6.8   1.6   3.3   8.6   0.8
71025   9.1  14.4   3.4   0.0   9.3   0.8
71026   4.6  11.0   6.2   0.3   8.7   1.2
71027  10.9  14.0   1.7   0.2   6.7   2.9
71028   7.8  12.4   5.6   9.6   7.5   5.0
71029  11.0  13.7   5.2   0.0   5.9   1.9
71030   6.8  10.0   2.2   0.0   7.6   1.2
71031   6.1  10.2   2.6   0.0   7.4   1.9
71032   4.6  13.0   2.0   0.0   8.2   2.4
71033   4.3   7.2   1.7   4.3   6.3   5.0
71034   8.7   1.8  -2.2   8.0   3.3   6.0
71035   4.9  -0.4  -3.9   0.0   4.0   6.7
71036   9.2   1.7  -2.3   0.0   3.9   4.4
71037   7.5   2.8  -2.7   0.0   4.3   2.4
71038   7.3   5.6  -3.0   0.0   4.7   2.4
71039   7.9   4.6  -3.2   0.0   4.9   0.8
71040   9.2   9.2  -1.0   0.0   5.6   0.8
71041   6.0   9.5   1.7   0.0   6.5   1.2
71042  12.7   8.4   1.4   0.0   5.3   2.4
71043  12.2   7.7  -3.0   0.0   4.8   0.5
71044  10.1  11.4   1.0   0.0   5.3   1.9
71045   6.9  10.0   0.4   0.0   6.3   0.8
71046   5.3   8.3   0.8   0.0   6.7   0.8
