DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
71001   3.0  11.9  -0.9   8.9   6.6   1.9
71002   3.0  -0.1  -3.1   1.7   4.7   2.4
71003   3.0  -2.4  -3.6   3.1   4.4   2.9
71004   3.0  -0.6  -5.5   0.1   4.4   0.0
71005   3.3   3.8  -2.3   0.2   5.2   3.7
71006   3.0  -0.4  -4.2   0.2   3.9   1.9
71007   3.1  -1.9  -3.7   1.3   4.5   0.0
71008   3.4   0.6  -2.1   0.0   4.2   2.4
71009   3.1  -1.6  -5.0   0.0   4.0   2.4
71010   3.1  -4.0  -5.4   3.9   3.7   2.9
71011   3.3   0.4  -9.6   1.4   4.5   0.1
71012   5.0   1.6  -3.3   0.0   4.7   0.0
71013   3.3  -1.0  -4.2   0.0   4.3   0.0
71014   3.4   1.6  -4.4   0.0   4.7   1.9
71015   5.3   0.0  -3.0   0.0   4.1   3.7
71016   6.6   5.2  -6.3   0.0   4.6   0.8
71017   7.3   4.8  -5.6   0.0   4.7   0.0
71018   3.4  -0.9  -5.8   0.0   4.3   0.0
71019   7.3   5.4  -5.3   0.0   5.3   1.9
71020   7.8  11.0  -0.3   0.0   6.9   1.2
71021   3.5  10.8   2.9   0.0   7.7   7.5
71022   3.6  14.0   5.4   0.0   8.5   6.0
71023   3.6   8.3   6.4   3.4   9.4   0.0
71024   6.8  16.6   0.9   9.0   9.2   0.8
71025   7.3  16.0   4.9   0.0   9.4   1.2
71026   5.0  14.6   5.0   0.0   9.0   0.0
71027   8.7  15.0   3.8   0.9   8.4   3.7
71028   6.2  11.2   1.9   1.7   7.7   1.2
71029  10.1  14.0  -0.6   0.0   6.7   0.5
71030   7.1  13.2   1.4   0.0   7.2   1.2
71031   6.8  13.0   5.4   0.0   7.5   6.0
71032   4.8  11.8   5.1   0.0   7.6   2.9
71033   4.0   9.0  -0.8   3.1   6.6   4.4
71034   8.6   0.2  -2.5  11.7   3.9   2.9
71035   4.1   0.8  -3.4   1.2   4.5   0.8
71036   4.2  -0.6  -3.0   0.0   4.9   0.0
71037   4.2   0.8  -2.6   0.0   5.5   0.1
71038   4.3   3.3   0.0   0.0   6.0   0.1
71039   4.4   5.5   0.4   0.0   6.0   0.8
71040   4.6   6.0   2.8   0.0   6.6   2.4
71041   4.4   7.2   2.4   1.0   7.7   0.5
71042  10.0   5.8  -1.6   0.2   5.5   0.8
71043  10.8   8.6  -6.3   0.0   4.8   0.1
71044  10.8  11.6  -5.3   0.0   5.3   0.1
71045   8.6  12.4  -2.5   0.0   6.3   0.0
71046   9.9  14.0   0.2   0.0   6.7   3.7
71047   7.0   9.6   5.0   0.5   7.1   7.5
71048   4.8   8.6   4.4   0.0   8.2   2.9
71049   4.9   6.2   3.6  17.4   7.9   0.0
71050   7.4  13.2   1.3  12.7   8.0   0.0
71051   5.0   9.0   4.3   2.2   6.9   0.5
71052   5.1   5.2   2.7   1.2   7.0   0.5
71053   5.2   6.0   2.4   0.8   7.2   0.0
71054   5.2   5.6   2.8   2.0   7.0   0.5
71055   5.3   4.8   1.2   0.1   6.6   0.0
71056   5.5   5.5   0.8   0.4   5.8   0.0
71057   8.3   6.2  -1.2   0.2   6.2   0.5
71058   8.1   1.0  -7.8   7.0   3.3   1.2
71059  10.4  -0.8  -6.6   0.4   3.1   0.0
71060  13.1   0.4  -9.1   0.0   3.5   0.5
71061   8.8  -0.5  -6.1   0.0   4.0   1.2
71062   7.6  -0.5  -4.6   0.2   3.8   2.4
71063   5.8  -2.4  -7.8   0.0   4.0   0.0
71064   8.0  -2.5  -8.3   6.1   2.9   2.9
71065   9.6  -0.4  -7.6   4.6   3.3   0.0
71066   6.0  -1.6 -10.6   0.1   3.7   0.8
71067   6.0  -0.5  -4.1   0.0   3.9   1.2
71068   6.1   0.0  -3.9   3.3   5.0   0.0
71069   6.9   2.9  -5.5   2.8   4.8   0.0
71070  16.6   4.5  -3.0   0.0   4.1   0.8
71071  11.4   0.5  -4.3   1.9   3.8   6.7
71072  16.4   1.6 -15.7   0.3   2.6   0.5
71073  15.8   7.0  -5.6   0.0   3.9   1.9
71074   6.5   6.8   1.2   2.4   7.4   3.7
71075  11.0  14.0   3.9   9.3   8.6   1.9
71076   6.7   9.4   5.0   0.6   9.0   0.5
