@DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
65294  12.8  11.9  -2.0    .0   4.70   2.6
65295  12.4  13.0   1.4    .0   4.50   3.9
65296  13.0  13.2  -3.6    .0   4.00   2.2
65297   9.8  13.2   1.9    .0   5.00   2.7
65298  12.8  13.8  -1.2    .0   5.20   2.3
65299  13.2  16.4  -3.0    .0   4.70   1.6
65300  13.2  17.6  -2.8    .0   5.30   2.6
65301  12.0  18.7    .0    .0   5.80   1.3
65302  10.1  20.5    .9    .0   6.10   1.8
65303   9.4  16.6   1.0    .0   6.60   3.8
65304  10.8  19.0   1.2    .0   7.10   2.8
65305   5.8  19.4   9.4    .0   8.70   2.7
65306   4.8  21.0   7.1    .0   8.20   4.6
65307   5.6  19.1   7.4    .0   7.70   3.4
65308   6.3  18.6  11.0    .0   9.50   3.0
65309   3.5  12.0   7.6    .9   7.30   4.2
65310  10.6  10.2   3.8  13.6   5.50   1.9
65311   8.2  10.8   -.4    .0   5.90   2.5
65312   6.7   7.5  -1.5    .0   5.40    .9
65313   3.3   6.7   3.2    .0   5.90    .8
65314   4.3  10.6   2.4    .0   7.00   3.3
65315   3.2   9.4   5.6   5.2   6.80   4.0
65316   7.2   9.3   2.7   7.0   6.90   5.3
65317   3.1   7.4   2.9   2.5   5.70   4.3
65318   3.1   3.4    .0  19.9   5.00   4.6
65319   6.0   2.9  -2.5    .0   4.10   3.0
65320   7.0    .8  -2.0    .0   3.40   3.9
65321   5.3    .7  -6.2    .0   3.40   5.3
65322   3.6   7.6    .0   1.3   5.20   5.8
65323   3.4   8.0    .8   2.9   6.10   1.3
65324   4.5  10.4   4.0   2.6   6.50   5.2
65325   2.8  18.0   3.7    .4   8.50   5.4
65326   5.0  12.4   6.3  10.4   7.60   3.6
65327   2.8   7.5  -2.0   6.6   4.60   5.5
65328   4.8  -1.2  -6.2  11.7   3.20   2.0
65329   5.9  -1.4 -10.0    .0   2.60   4.1
65330   2.8   2.5  -8.0    .0   3.70   4.5
65331   5.4  10.5   -.4    .0   5.50   6.8
65332   4.0  12.5   -.3   4.6   5.10   5.1
65333   5.3   6.9  -1.7   2.6   4.40   4.8
65334   2.6  11.4   3.0    .0   6.30   7.7
65335   6.0   8.6   1.2  15.3   5.50   2.5
65336   2.5   1.9  -1.2    .0   4.60    .9
65337   2.5   3.5  -2.0    .0   4.80   4.5
65338   2.5   5.7   1.6   5.4   5.80   2.6
65339   2.8   4.6    .4    .0   5.20   3.9
65340   3.9  12.1    .4    .0   5.90   3.4
65341   3.7  12.5   2.9    .2   6.90   2.3
65342   2.4   6.0   1.9    .2   6.00   2.6
65343   2.4   3.7   1.3   2.2   5.40   2.3
65344   5.5  13.8   3.0   3.2   7.50   7.7
65345   2.4  12.7   1.4  16.3   5.30   9.6
65346   2.6   5.7    .2   8.5   4.10   5.3
65347   3.8   6.0  -2.0    .0   4.40   2.8
65348   2.4   6.0   -.5   7.0   5.00   7.1
65349   6.1   1.4  -5.3   5.0   3.20   1.8
65350   4.1   3.8  -2.0    .0   4.20   1.7
65351   4.4   7.4   -.7    .0   5.30   2.4
65352   2.3   9.8   3.3   3.9   7.20   1.2
65353   3.9  13.4   3.9    .2   6.90   1.3
65354   6.8  14.4   1.8    .0   6.40   2.6
65355   2.7  13.2   5.3    .0   7.70    .6
65356   2.3   7.6   1.5    .0   5.50   6.0
65357   2.3   2.0   -.3   5.4   4.60   3.0
65358   2.3   2.8   -.2   1.6   5.20   2.3
65359   2.3   4.4    .0   2.1   5.00   5.7
65360   4.8   7.6    .0   8.0   5.60   2.2
65361   3.4   8.4   2.2    .0   5.80   4.3
65362   2.4  13.0   4.5  10.4   7.00   3.9
65363   2.4   5.7   1.2    .0   5.00   2.0
65364   7.9   5.4  -1.5   1.5   4.70   3.9
65365   2.4   3.2  -1.0    .0   4.70   3.5
66001   2.4   2.2  -1.4    .0   4.70   4.1
66002   3.9   7.4    .0   3.0   5.30   3.1
66003   2.4   4.4    .6    .6   5.10   2.5
66004   6.4   5.0   -.5  13.3   4.50   6.8
66005   2.5   1.4  -5.5    .6   3.00   9.2
66006   8.0  -2.4  -9.4    .0   2.00   8.1
66007   5.0  -2.8 -10.6    .0   2.60   4.6
66008   5.5  -1.0  -9.0    .0   3.00   2.9
66009   2.5  -2.6  -6.7    .0   3.20   3.4
66010   2.8  -5.0  -9.9   1.0   2.80   2.5
66011   2.6  -2.9  -8.0    .2   3.30   4.3
66012   2.6  -1.9  -5.5  12.0   3.30   5.6
66013   2.6  -4.3  -6.5   1.5   2.80   7.8
66014   2.7  -3.6  -8.4   3.3   2.70   7.9
66015   6.9  -5.2 -12.2    .5   2.10   3.9
66016   2.7  -4.2  -8.0   4.1   2.80    .0
66017   4.1  -2.8 -10.6  10.7   2.60   3.7
66018   2.8  -4.8 -10.0    .0   2.70   6.9
66019   2.8  -4.7  -7.8   3.0   2.50   3.0
66020   2.9  -5.1 -11.5   8.3   2.30   3.4
66021   4.2  -7.8 -24.4    .5   1.70   2.9
66022   8.1   -.8  -8.8    .0   2.80   3.2
66023   3.0   2.0  -6.4    .0   4.30   5.5
66024   3.0   2.3   -.6  29.2   4.70   4.7
66025   6.0   2.9  -1.5   2.2   3.90   1.2
66026   8.3   -.8 -12.5    .0   2.60   3.0
66027   3.1  -5.0 -15.6    .0   2.50   2.1
66028   3.2   -.8  -6.0   1.3   3.30   3.3
66029   3.2   2.4  -3.0    .0   3.80   1.3
66030   8.2   1.4  -8.0    .0   2.90   2.6
66031   4.0  -3.8 -13.2    .0   2.30    .8
66032   3.9   4.0  -9.9    .0   4.10   3.5
66033   4.0   5.0   1.0    .4   4.80   2.1
66034   3.8   2.0  -4.4    .0   3.80   2.7
66035   7.6   4.9  -2.4   1.2   4.50   5.2
66036   6.3   4.5  -4.9    .0   4.10   3.5
66037   6.9   6.7    .6    .0   4.50   3.9
66038   5.0   8.0  -1.3    .0   5.10   5.6
66039  11.4   8.1   1.3   1.3   5.30   2.8
66040   6.5  12.4   4.3    .0   6.80   5.0
66041  11.1  13.8   4.5  11.6   7.30   4.3
66042   8.2  10.6   3.8    .0   6.70   7.0
66043   6.8  12.7   4.7   1.6   6.90   7.0
66044  10.9  15.8   2.0    .0   6.70   3.0
66045   8.5  14.8   6.2    .0   7.50   2.6
66046   4.0   8.8   4.0   3.4   6.30   6.4
66047  12.9   9.4    .5   8.2   5.50   4.4
66048   7.9  15.0   1.6    .0   6.30   4.0
66049   8.2  15.0   5.8    .2   7.40   2.7
66050  12.5  14.9   1.3    .0   6.80   4.7
66051   7.9  17.2   7.0    .4   7.20   4.1
66052  10.4  19.2   5.5    .0   7.60   5.3
66053   9.9  22.4   8.6    .0   7.00   7.4
66054   4.4  16.5   8.5    .4   8.00   5.9
66055   4.5  10.0   4.5   2.5   5.40   8.9
66056  14.0  15.0   1.5    .0   5.00   4.1
66057  10.4  17.5   2.7    .0   4.90   2.7
66058  11.1  16.0   3.3    .0   6.60   2.4
66059  14.8  19.1   3.7    .0   6.60   6.7
66060   5.6  15.7   2.8    .0   6.80   4.5
66061  10.6  11.4   2.2   4.4   5.90   4.5
66062   5.9  13.0   2.6    .0   6.30   6.8
66063  15.3  10.7   4.0    .0   5.10   9.5
66064   6.9   9.4   1.9    .0   5.10   4.1
66065   6.4  11.8   4.5    .0   5.50   2.8
66066   8.3   9.3    .7    .0   5.60   1.6
66067   8.6  11.2   4.4    .0   6.10   1.3
66068  16.3  12.8  -2.5    .0   5.00   1.5
66069   5.5  10.7   1.0    .0   6.10   3.1
66070  15.8  13.4   -.4    .9   4.80   4.4
66071   9.0  13.5   4.0    .0   5.70   4.4
66072   5.7   8.0   2.2   4.1   5.20   5.6
66073   5.1   4.6   -.9    .0   4.10   6.5
66074  11.8   5.3  -2.3    .5   3.60   3.6
66075   5.2   4.4   -.8    .0   4.40   5.5
66076  14.8   7.2  -3.6   1.0   3.80   4.3
66077   5.5   6.3   -.2    .2   5.30   2.0
66078   8.2  11.2   2.0    .0   5.00   2.0
66079  16.9   5.9  -2.5    .3   3.20   4.4
66080  16.3  10.1  -3.5    .0   3.60   3.4
66081  19.6  16.0  -3.3    .0   4.10   3.5
66082  18.6  16.8    .4    .0   5.00   4.8
66083  15.1  17.9   -.4    .0   5.20   1.8
66084   6.4  12.1   3.6   1.1   5.30   1.6
66085  10.5   8.5  -1.0   3.4   3.70   7.0
66086  17.2  12.8  -3.7    .0   3.90   4.1
66087  14.9  19.8   4.0    .0   6.10   4.9
66088   6.7   7.2   3.5  14.2   5.70   4.3
66089  15.3   8.7    .3   1.6  18.10   7.2
66090  20.4   9.7  -1.7   1.4   4.50   6.1
66091  15.6  13.4   -.4    .0   5.40   3.3
66092   8.8  12.6   1.9    .0   5.90   3.6
66093  11.2  14.5   2.8    .0   6.60   2.6
66094  19.9  16.8    .2    .6   6.20   4.0
66095  10.4  16.0   2.0    .0   6.10   2.7
66096   8.9  15.0   2.6    .0   6.20   1.5
66097  19.9  19.1   1.8    .0   6.50   1.3
66098  18.4  21.6   4.4    .0   6.90   3.5
66099  19.4  21.7   8.6    .0   8.50   2.3
66100   8.3  17.0   8.1    .0   8.90   2.2
66101   9.6  15.9   8.0   2.2   9.50   4.8
66102  17.4  19.4   7.5   1.5   8.40   4.9
66103  16.5  20.1   7.5    .1   8.10   3.1
66104  20.7  22.5   5.4    .0   7.20   2.6
66105  14.9  23.0   7.2    .0   8.70   3.6
66106  16.9  21.2   6.6    .0   8.60   2.5
66107   8.7  14.7  10.5  15.0   8.70   7.0
66108  13.2  17.2   8.8   8.7   9.10   5.3
66109  24.1  22.2   6.4   4.7   8.80   2.7
66110  21.1  23.1  10.7    .0  10.10   1.4
66111  10.1  21.8  11.5    .0  12.30   4.1
66112   9.0  16.4  16.3   2.0   6.90   5.7
66113   9.2  13.7   7.0    .1   7.10   3.4
66114  23.2  21.0   5.0    .0   8.70   7.3
66115  21.6  24.2   6.0    .0   9.30   3.4
66116  19.8  24.1   8.7    .0  10.80   1.3
66117  17.2  22.6  11.0    .0  11.50   5.2
66118  18.3  22.9  11.6   8.4  12.30   2.6
66119  21.2  21.8   9.7   5.0  11.40   3.9
66120  18.7  21.6  11.5   1.3  11.60   5.0
66121  21.9  22.3  14.7   3.0  10.00   2.6
66122  25.4  24.4   8.7    .0   9.50   1.9
66123  27.1  25.7  11.4    .0   9.10   1.7
66124  27.5  27.0   9.6    .0   9.80   1.5
66125  26.0  27.5  14.0    .0  10.20   4.7
66126  27.7  27.2  13.6    .0  10.90   3.0
66127  26.2  27.6  11.6    .0  57.10   5.3
66128  20.2  25.0  10.0    .0   9.60    .7
66129  15.9  18.4  10.0    .3   8.80   4.3
66130  13.4  20.2   8.0   3.2  33.60   2.5
66131  15.1  16.6  10.6   2.3   8.60   5.1
66132  13.5  19.4   9.2   2.9   9.90   5.1
66133  28.5  23.0   9.0    .0   8.70   3.5
66134  27.5  25.0   8.3    .0  10.30   3.7
66135  27.4  26.6   9.9    .0  10.10   4.5
66136  24.3  22.3  15.0    .0  10.50   6.0
66137  28.8  22.5  11.2    .0   6.60   8.5
66138  29.1  22.9   7.2    .0   7.20   4.8
66139  27.7  23.9   8.4    .0   8.90   5.4
66140  21.3  23.6   9.5    .0  10.20   4.0
66141  16.9  21.5  10.3    .4   9.10   3.1
66142  27.6  23.0   9.7    .0   8.10   1.9
66143  29.0  25.4   8.6    .0   8.50   2.5
66144  26.7  23.7  10.6    .0   9.10   4.9
66145  28.4  22.8   6.8    .0   7.80   1.8
66146  20.3  22.7  10.5    .0  10.60   3.6
66147  11.6  16.4  10.0  11.8   9.10   2.5
66148  10.5  14.4   9.5   6.6   9.00   4.5
66149  10.5  12.6   9.2  10.2   7.10   5.4
66150  10.5  10.4   7.4   4.0   7.70   6.6
66151  29.5  18.8   7.4    .7   6.50   4.5
66152  24.2  19.4   5.0    .0   7.40   2.6
66153  19.3  20.2  10.9    .0   8.70   2.1
66154  21.5  18.5   9.2    .0   8.80   6.8
66155  28.2  20.5   7.1    .0   7.20   2.9
66156  24.0  24.4   7.7    .0   8.70    .7
66157  18.8  19.7  11.0    .0  10.10   3.3
66158  19.9  25.4  14.5    .0  12.10   1.5
66159  25.8  26.6  11.7    .0  12.70    .5
66160  20.9  28.2  12.5    .0  12.60   1.3
66161  28.5  30.0  14.1   1.1  12.50   4.0
66162  25.9  28.6  15.3    .0  13.80   1.7
66163  29.4  28.5  14.5    .0  12.70   3.6
66164  26.7  29.4  13.5    .0  12.50   3.1
66165  12.9  26.5  16.2    .0  15.10   1.0
66166  18.7  27.5  16.1   3.5  14.60   4.1
66167  11.8  24.5  16.4   4.7  15.70   4.7
66168  19.2  26.5  16.8   7.7  14.90   2.4
66169  23.3  30.0  15.7    .2  14.70   3.0
66170  23.6  30.0  16.5    .0  13.40   8.0
66171  22.2  25.6  15.3   6.3  14.60   4.0
66172  17.7  26.0  15.6   1.0  13.40   2.8
66173  30.3  26.0  14.0   3.2  11.40   3.4
66174  30.8  28.4  13.5    .0  11.70   2.1
66175  28.2  30.6  14.2    .0  12.60   4.0
66176  21.6  22.7  13.4   3.8  13.00   4.0
66177  27.9  23.0  11.0   9.2   9.50   5.0
66178  22.5  22.2  13.0    .0  11.60   5.0
66179  12.7  24.7  12.9   1.7  11.50   6.0
66180  11.0  15.0  11.4  28.8  10.50   2.7
66181  23.3  21.1   6.7   2.3  10.80   2.4
66182  15.6  21.0  12.8    .0  12.60   2.7
66183  23.9  25.6  11.8  15.3  11.50   2.8
66184  27.4  27.7  13.0    .0  12.70   2.1
66185  27.7  29.5  13.8    .0  14.50    .0
66186  26.7  31.4  14.1    .0  14.20   2.3
66187  20.0  31.7  21.0    .0  14.80   1.9
66188  25.1  30.7  17.0    .0  13.50   4.6
66189  19.2  22.7  13.4   1.4  10.80   4.3
66190  25.2  23.2   9.2    .0   9.60   4.2
66191  24.8  25.2  11.3    .0   9.40    .3
66192  25.9  27.0  10.4    .0  12.00   2.4
66193  23.3  29.4  12.0    .0  14.70   2.4
66194  26.5  28.2  14.5    .0  12.90   2.9
66195  27.2  31.5  15.7    .0  14.60   2.2
66196  21.9  29.7  16.0   1.2  15.70   3.3
66197  20.8  24.9  13.4   8.3  10.80   1.1
66198  24.5  27.8  12.0    .0  13.80   2.9
66199  18.1  31.0  18.5    .0  15.40   3.8
66200  25.9  30.9  17.4    .0  16.50   3.1
66201  25.3  29.2  20.0    .0  14.80   1.6
66202  18.8  26.0  16.2  32.2  15.10   2.3
66203  15.9  23.1  15.4   4.7  13.80   2.4
66204  12.5  19.5  15.8    .0  13.20   4.7
66205  15.6  23.0  15.0  43.8  14.10   4.1
66206  14.2  22.6  15.6   2.9  14.80   3.7
66207  22.0  25.0  15.4    .3  13.50   2.9
66208  23.9  25.6  16.2    .0  13.50   1.0
66209  21.1  30.3  16.2    .0  16.70   2.7
66210  13.4  21.2  14.9   9.0  12.40   4.0
66211  26.0  24.6  11.8   2.3  12.10   2.1
66212  25.1  27.0  13.5    .0  14.40   2.6
66213  23.8  27.0  13.5    .7  14.30   1.9
66214  22.1  29.4  16.4    .0  15.50   1.8
66215  19.2  27.4  16.0    .0  15.90   1.3
66216  25.0  31.5  15.8    .0  16.90   2.4
66217  24.7  28.6  15.4    .0  14.60   2.9
66218  20.1  22.7  14.9    .0  12.20   4.2
66219  21.4  25.3  10.3    .0  12.20   2.0
66220  21.3  27.0  12.6    .0  14.50   1.5
66221  15.9  25.8  15.0    .0  14.20   4.7
66222  23.7  23.7  11.4   5.3  10.80   3.8
66223  24.9  26.0  11.7    .0  12.90   2.7
66224  21.6  29.7  14.9    .0  14.60   2.1
66225  23.4  30.0  16.6    .0  15.30   1.8
66226  23.8  30.7  15.2    .0  16.20   1.6
66227  23.5  32.2  17.6    .0  17.10   1.1
66228  22.4  31.4  17.2    .0  17.60   3.4
66229  17.8  26.9  14.5    .0  14.90   1.2
66230  21.5  31.7  16.2    .0  16.60   3.9
66231  19.7  31.5  18.6    .0  17.90   2.1
66232  19.7  28.6  18.0  16.8  15.00   3.4
66233  18.0  27.3  17.2   2.9  14.60   1.6
66234  17.3  28.7  16.6   1.0  14.20   3.1
66235  12.7  23.5  16.4   1.4  13.80   3.5
66236  17.8  23.5  15.6    .0  10.30   3.2
66237  12.0  20.6  13.0   1.1  11.70   1.7
66238  12.3  19.4  13.8   1.0  12.00   4.1
66239  21.4  21.4   8.9  16.0   9.50   3.1
66240  12.0  20.3  10.0    .0  11.30   3.1
66241  18.5  23.3   9.6    .0  10.00   1.5
66242  19.0  24.4   8.4    .0  10.90   3.2
66243  11.1  19.6  14.9    .0  11.30   6.2
66244  13.5  21.4  12.6  20.9  11.60   3.1
66245  20.0  24.0  10.8    .1  11.20   1.4
66246  17.5  26.2  12.8    .0  12.70   1.5
66247  19.1  27.0  15.0    .0  13.30   1.5
66248  20.3  29.8  13.9    .0  13.00   3.7
66249  18.6  22.5  14.4   6.6  10.80   4.0
66250  14.1  22.8  11.4    .0  12.20   1.4
66251  17.9  27.0  12.4    .0  13.10   2.6
66252  14.1  23.6  12.0    .0  13.70   1.5
66253  18.2  26.0  12.1    .1  12.60   1.6
66254  18.8  28.0  12.3    .0  13.40   1.7
66255  18.6  27.7  14.3    .0  13.30   2.5
66256  18.7  30.1  15.4    .0  13.60   4.1
66257  12.8  22.4  13.2    .0  10.80   3.7
66258  15.9  23.4   9.6    .0   9.70   1.7
66259  13.8  25.5   9.1    .0  10.80   2.7
66260  17.8  25.4   8.3    .0  10.20   1.9
66261  13.3  26.0  11.0    .0  11.60   4.1
66262  14.6  20.7  10.7    .0   7.10   4.9
66263  13.5  20.4   3.0    .0   8.30   2.5
66264  14.0  21.7   7.4    .0   8.70   2.0
66265  16.9  23.0   7.0    .0   8.20   2.6
66266  16.3  22.5   9.6    .0   8.40   3.2
66267  14.6  21.7   7.2    .0   8.10   2.9
66268  14.5  22.0   8.8    .0   9.10   1.7
66269  13.7  21.7   9.3    .0   8.60   2.4
66270  13.5  24.1   8.4    .0   9.50   2.7
66271  15.1  22.3   9.2    .0   9.10   2.9
66272  15.7  25.4   9.0    .0  10.10   3.0
66273  10.1  26.8  10.0    .0  10.70   4.3
66274  12.2  23.0  15.2   2.0  12.90   3.2
66275  17.7  26.4  12.9   6.7  11.30   1.0
66276  13.9  26.6  14.9    .0  12.20   2.7
66277  17.8  26.8  13.0    .2  12.00   3.2
66278  17.2  27.1  12.0    .0  12.30   3.8
66279  11.2  25.4  12.0    .0  11.60   2.3
66280  16.1  27.0  11.8    .0  10.50   4.2
66281  14.6  25.0  16.4    .0   8.90   7.7
66282  15.3  25.0  15.2    .0   9.20   6.3
66283   6.9  24.0  13.4    .0  11.10   1.1
66284  14.7  26.8  10.0    .0  11.00   2.0
66285  14.2  28.0  14.6    .0  11.30   3.7
66286  11.3  26.0  16.0    .2  12.30   1.7
66287  12.1  23.2  14.0   4.7  11.60   2.9
66288  13.7  24.8  10.3    .0   9.80   5.1
66289  15.0  21.3   9.5    .0   8.60   7.4
66290  14.3  23.0  10.3    .0   9.20   6.3
66291  10.7  23.5  12.1    .0   9.60   4.2
66292  10.6  23.4  11.4    .0   9.90   4.6
66293  11.7  25.4  10.0    .0   9.00   2.3
66294   8.8  21.4  12.8    .0  11.00   1.9
66295  12.4  18.7   9.8   1.7   8.10   2.9
66296  13.7  20.5   4.0    .0   5.90   2.2
66297  12.8  24.0   6.7    .0   8.50   3.7
66298   8.8  25.0  11.5    .0   9.70   2.9
66299  10.2  25.7  14.2    .0  10.00   5.3
66300   4.5  20.3  10.9    .0   9.40   3.0
66301   7.3  17.2  10.0  12.2   9.20   1.8
66302   3.8  14.6   8.3    .1   9.10   2.6
66303   3.8  12.0   3.7   1.4   5.80   5.1
66304   3.7   5.4   2.6   1.2   5.30   2.7
66305   3.7   7.0   2.9    .0   5.70   3.4
66306   3.6   9.6   4.5    .0   6.60    .5
66307  11.0  16.1   1.4    .0   6.90   6.7
66308  11.9  16.2   7.3    .0   7.90  12.1
66309   3.7  18.3  12.2    .0   9.10  10.3
66310   3.4  13.4  11.5   7.2  10.70    .6
66311   8.1  16.5   8.7    .8   8.80   2.8
66312  11.5  14.8   5.4    .0   7.20   3.9
66313  10.9  14.5   3.0    .0   5.50   5.1
66314   9.1  13.9   2.3    .0   5.80   2.0
66315   3.2   9.7   4.4    .0   7.00   2.6
66316   3.2   9.1   5.5   7.2   7.30   4.5
66317   3.1   6.0   2.2   1.6   5.80   3.9
66318   3.1   3.6    .8  16.4   5.00   4.2
66319   9.9   7.2  -1.6    .0   4.00   1.6
66320   9.9   8.4   -.8    .0   4.40   2.1
66321   3.7   7.0    .8    .0   5.50  10.3
66322   2.9   8.3   2.3   1.1   6.20   1.2
66323   2.9   6.4   3.6   1.9   6.10   1.0
66324   2.9   7.4   4.0    .3   6.20    .0
66325   2.8   5.5   1.5   1.9   5.90   1.0
66326   3.2   7.3   4.2   2.5   6.20   3.2
66327   2.8   9.8   3.5    .0   6.60   6.0
66328   2.7  14.0   6.9   3.3   7.60   3.9
66329   2.7   6.6   2.0    .5   5.10   4.5
66330   6.7   4.7  -1.0    .0   4.00   1.5
66331   4.2   3.0  -3.8    .0   4.00    .8
66332   2.6   -.3  -4.1    .0   4.00   2.3
66333   2.6   1.2  -3.5    .0   3.90   2.3
66334   2.6    .0  -2.3   2.0   3.90   5.3
66335   2.6   4.1  -5.2   1.9   4.60   3.8
66336   2.5  13.0   3.0   1.7   6.60   6.3
66337   2.5  12.3   6.4    .0   7.10   5.3
66338   8.7   9.2    .5  11.0   4.60   3.0
66339   3.1   2.7  -3.2    .0   4.30   1.1
66340   2.5   3.0    .0   1.1   5.10   3.7
66341   2.5   4.8    .8   6.6   5.60   2.3
66342   2.4   4.5   1.7    .6   5.20   1.6
66343   2.4   5.0    .5    .0   5.20    .8
66344   2.4   3.3    .4   1.0   4.90   2.7
66345   2.4   6.0   -.6    .2   5.30   1.5
66346   7.7   7.6   -.6   5.9   4.60   2.3
66347   2.4  10.0   2.6    .0   6.70   3.8
66348   2.4   8.6    .5  12.2   5.30   2.5
66349   6.5   5.2   -.2    .1   4.20   5.3
66350   3.3   3.0   -.7    .0   4.30   4.4
66351   2.3   3.6  -3.2    .0   4.20   2.5
66352   2.3   5.0    .3    .0   5.10   2.6
66353   4.3   9.2   2.6   4.2   5.20   4.1
66354   2.3   7.0   1.8    .0   4.90   2.5
66355   2.3   7.0   -.5   1.0   4.30   4.2
66356   2.3   2.4  -1.5    .0   4.10   4.0
66357   3.0    .4  -3.0    .0   3.70   2.6
66358   2.6    .2  -6.2    .0   3.60   1.7
66359   2.3   1.7  -3.8    .0   4.10   4.8
66360   4.3   3.1  -3.3   1.1   4.10   5.1
66361   6.0   4.0  -4.3    .0   3.10   2.0
66362   2.4   4.0    .2    .0   4.10   3.1
66363   3.5   4.9    .0    .0   3.60   4.2
66364   5.7   5.6  -3.2    .0   4.20   2.3
66365   2.4   2.6    .6   3.8   4.80   2.2
67001   5.2   6.0  -2.0    .1   4.60   3.0
67002   2.4   1.0  -3.2    .0   4.40   1.8
67003   2.4   1.0  -4.1   1.0   4.40   5.8
67004   7.9    .2 -10.3   5.4   3.10   1.0
67005   6.4  -1.2 -14.8    .0   2.40   3.2
67006   2.5    .2  -6.8    .1   3.90   5.9
67007   6.3   -.5  -8.1   3.6   2.90    .9
67008   2.5  -1.5  -6.1    .6   3.30   5.2
67009   2.5  -3.8 -12.9    .0   2.20   2.0
67010   3.7  -6.0 -14.4   5.2   1.90   3.7
67011   6.7  -5.0 -18.1    .0   1.60   1.2
67012   3.9   -.7 -10.5    .0   2.60   3.1
67013   2.6    .6 -13.6    .0   3.10   2.4
67014   4.8   4.2  -1.4    .0   3.90   4.7
67015   7.7   2.0  -5.0    .0   3.40   4.7
67016   8.7   -.3 -10.3    .0   2.00   2.2
67017   6.0  -6.1 -16.3    .0   1.70   2.5
67018   8.2  -4.6 -16.0    .0   1.70   2.3
67019   8.0  -4.5 -15.8    .0   1.80   3.0
67020   6.2  -4.4  -2.0    .0   1.60   1.2
67021   6.1   2.7 -17.8    .0   2.40    .3
67022   9.6   5.0  -3.0    .0   3.80   1.3
67023   3.0   3.0  -2.1    .0   4.60   2.3
67024   3.0   4.0    .3   2.6   5.00   3.0
67025   3.0   4.0    .0   3.4   4.60   3.0
67026   5.2   5.0  -1.6   3.1   4.90   2.2
67027   4.4   6.0   -.4   1.2   4.80   4.6
67028   9.6   3.0  -3.5   1.0   3.00   2.2
67029   3.4   5.0  -3.3    .0   4.30   2.7
67030   6.2   7.2   -.5    .0   4.70   2.1
67031   3.3   1.4  -3.5    .0   3.70   5.2
67032   3.3    .6  -5.4    .0   3.60   2.1
67033   3.6   4.4  -2.4    .0   4.60   1.2
67034   3.4   5.9    .4    .0   5.20   3.9
67035   3.8  11.2   2.1   1.3   6.30   2.1
67036   3.5  10.2   2.7    .5   5.30   3.9
67037  11.0   6.4  -1.6    .6   4.60   2.0
67038   5.1   3.4  -3.5    .0   4.70   2.8
67039   3.6   1.5  -1.2    .0   4.30   2.5
67040   6.0   1.0  -3.8    .0   3.40   3.8
67041  12.0   1.0  -5.6   1.4   2.90   5.1
67042  12.0    .0  -7.3    .0   2.60   4.3
67043   8.2   -.7  -8.8    .0   2.40   3.9
67044  13.0  -1.7 -11.4    .0   2.20   1.7
67045   9.9   1.1 -10.5    .0   2.40   2.5
67046  12.9   1.2 -11.1    .0   2.50   2.2
67047  13.2   3.2  -8.5    .0   2.40   6.3
67048  12.2   5.6  -5.6    .0   2.50  12.2
67049   4.4   2.4  -3.0    .0   3.40  15.3
67050   4.2   5.5   -.7    .8   4.30   4.9
67051   5.9   9.6   -.8   1.0   4.90   5.0
67052   5.3  12.7    .1   8.0   5.80   2.6
67053  13.1   9.5   1.6   2.6   4.60   6.0
67054  13.8  16.5   1.6    .0   5.10   2.5
67055  13.3  10.0   3.2   3.0   4.50   5.5
67056  16.0  13.4  -1.8    .0   4.00   2.3
67057  14.7  18.0   -.6    .0   4.10   2.1
67058  11.7  18.4   2.0    .0   6.30   2.5
67059   7.0  17.4   7.4    .5   7.50   3.1
67060   4.9  12.2   6.0    .6   6.10   2.5
67061   6.7   9.1   3.4   3.6   5.70   1.9
67062  14.5  10.4   1.2    .4   5.00   3.7
67063  10.4  12.7   2.8    .0   5.80   4.7
67064  13.7  13.5   1.0    .0   5.70   2.5
67065  16.2  13.0   -.4    .0   5.10   2.8
67066   6.3  11.9   -.7    .0   4.90   2.8
67067  10.1  16.0   1.4    .0   6.20   2.5
67068  10.4  20.4   4.5    .0   6.80   2.8
67069  12.9  21.8   8.5    .0   7.00   3.1
67070  15.8  23.0   6.0    .0   7.20   2.1
67071   6.4  15.3   7.0   3.8   6.60   5.5
67072   5.1  10.5    .3    .3   6.50   3.9
67073   5.1   7.6   3.0  15.0   5.20  11.0
67074  17.1  10.2    .6   2.6   4.90   6.0
67075  11.1  10.2   1.6    .0   5.70   5.7
67076  12.8   8.2   -.5   1.1   4.50   3.6
67077  12.1   9.1  -2.8    .0   4.00   2.3
67078   8.1  10.4   3.0   1.3   5.60   2.1
67079   9.1   8.6   -.1    .4   4.70   4.0
67080  11.4  10.4  -1.2    .5   4.30   4.7
67081   6.0  10.0    .4    .4   6.60   3.6
67082  17.1  17.5    .3   1.0   6.20   6.5
67083  16.6  11.0   1.5   2.8   4.70   5.6
67084  11.1  12.8   -.4    .0   4.30   4.4
67085  21.4  18.0    .2    .0   5.30   2.7
67086  10.4  18.0   4.6    .0   6.70   3.4
67087  12.5  20.0   4.9    .0   6.50   2.9
67088   6.6  14.4   8.6    .8   9.00   1.7
67089   6.7  11.2   7.0  30.0   7.40   2.3
67090   6.7   9.4   5.1   2.0   7.20   1.3
