@DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
58001   3.6   2.4  -3.5    .0   4.00    .0
58002   2.4  -1.8  -3.6    .0   3.70    .0
58003   2.4   -.7  -4.1    .4   3.80    .0
58004   4.5   -.7  -5.4    .0   2.80    .0
58005   5.8   -.6  -8.5    .0   2.90    .0
58006   2.5   3.0  -2.0    .0   4.40    .0
58007   2.5  10.2    .1   6.0   5.60    .0
58008   3.0   3.2    .3  24.3   4.20    .0
58009   8.8   3.7  -5.2    .0   3.10    .0
58010   4.3   7.6   -.8    .0   4.60    .0
58011   3.6   5.9  -1.8    .0   4.60    .0
58012   2.8   7.2   2.6    .0   5.70    .0
58013   5.4  11.8   5.2    .3   6.70    .0
58014   2.7   8.5   2.4   4.3   6.40    .0
58015   2.7   6.6   3.5   8.0   5.50    .0
58016   2.7   3.9   1.2   2.6   4.80    .0
58017   2.8   3.7   1.0    .0   5.00    .0
58018   3.1   3.8  -1.0    .0   4.60    .0
58019  10.1   9.4   -.7    .0   4.80    .0
58020  10.1  12.0  -2.0    .0   5.20    .0
58021   2.9  10.8  -1.8    .0   4.60    .0
58022   8.7  -1.5  -7.9   5.1   2.50    .0
58023   3.7  -2.5 -13.4   6.9   2.80    .0
58024   5.7  -7.5 -16.0   1.0   1.80    .0
58025   3.0  -7.4 -15.3    .0   2.10    .0
58026   8.0  -3.2 -13.4    .0   2.30    .0
58027   8.9  -4.0 -16.0    .0   1.70    .0
58028   7.9  -7.0 -15.8    .0   1.80    .0
58029   5.4  -9.0 -19.8    .0   1.50    .0
58030  10.6  -1.9 -18.7    .0   2.00    .0
58031   8.8    .0 -17.6    .0   2.80    .0
58032   5.6   -.5 -12.0    .0   3.20    .0
58033   3.4  -1.6  -8.5    .0   3.20    .0
58034   5.0  -1.6  -7.6    .0   3.20    .0
58035  12.3   2.5  -5.6    .0   3.40    .0
58036   5.0   7.4  -3.5    .0   3.80    .0
58037   3.7  10.8   2.3    .0   5.30    .0
58038   8.2  15.0    .8    .2   5.20    .0
58039   3.6   5.0   1.0    .0   5.40    .0
58040   4.6  15.5   3.7    .1   7.00    .0
58041  10.5  18.3   7.7    .0   7.10    .0
58042   9.5  19.0   3.5    .0   6.50    .0
58043   9.1  17.5   8.2    .0   7.80    .0
58044  11.9  18.2   5.8    .0   7.40    .0
58045   8.4  17.5   4.7    .0   8.10    .0
58046   9.4  18.5   6.1    .0   8.20    .0
58047   5.4  19.4   6.0    .8   7.00    .0
58048   8.1  18.4   7.5    .0   7.60    .0
58049   4.2   9.0  -1.5  12.7   4.40    .0
58050   4.2   -.7  -2.2  10.7   3.80    .0
58051  13.0    .2 -11.0   5.1   2.60    .0
58052   9.8   6.8  -7.1    .0   3.10    .0
58053   7.3   7.1  -1.1    .0   3.90    .0
58054  14.6   1.7  -6.4   1.2   2.70    .0
58055  10.3  11.5  -3.9    .0   5.40    .0
58056   5.1  14.2   6.6    .2   6.80    .0
58057   5.2  14.1   4.7   1.0   6.80    .0
58058   8.1  16.5   7.8    .0   8.30    .0
58059   4.7  11.6   -.5   3.6   4.40    .0
58060   4.8   1.5  -3.2   8.0   3.90    .0
58061  11.8   -.4 -11.2  10.0   2.90    .0
58062   4.9   1.4  -8.4   1.9   4.10    .0
58063  13.0   1.2  -8.3    .4   2.70    .0
58064  13.8   -.6 -15.8    .0   2.10    .0
58065  17.5   2.0 -12.9    .0   2.40    .0
58066  12.2   2.3 -15.4    .0   3.00    .0
58067   8.4   8.0  -2.8    .0   4.20    .0
58068  13.1   2.2  -4.5  12.5   3.60    .0
58069   5.1  -1.0  -8.9    .9   3.50    .0
58070  12.9   5.7  -7.2   2.7   3.50    .0
58071   9.2   8.0  -1.2    .8   4.10    .0
58072  16.7   2.7  -4.3    .7   3.20    .0
58073  11.1   5.0   -.6    .8   4.40    .0
58074  10.3   2.1  -3.7    .4   3.40    .0
58075  14.8   4.5  -5.6    .0   3.50    .0
58076  17.0   5.3  -5.5    .0   3.80    .0
58077  13.7   6.6  -2.9    .0   3.80    .0
58078   5.6   5.0   1.2    .6   5.00    .0
58079  18.3  11.5   1.9    .4   5.00    .0
58080   5.9   3.8  -1.8    .0   4.60    .0
58081   6.0   1.2  -4.7  11.8   3.50    .0
58082  14.6   3.0  -4.4   6.8   3.10    .0
58083   7.1    .9  -8.2    .0   3.60    .0
58084  21.3   2.7  -5.1    .0   3.60    .0
58085  10.9   6.4  -1.4    .0   4.70    .0
58086  14.7  13.1   2.6    .0   6.80    .0
58087   7.1  14.7   5.0    .0   7.30    .0
58088  20.6  17.5   2.3    .0   7.30    .0
58089  11.6  17.4   6.2    .0   8.20    .0
58090   6.7  10.4   4.2   2.8   7.40    .0
58091   9.1   4.2  -1.5  19.7   4.30    .0
58092  21.4   9.6  -2.0    .7   4.70    .0
58093  21.5  13.6    .4    .0   5.60    .0
58094  14.0  19.0   4.1    .0   7.10    .0
58095   8.6  15.0  10.3   1.4   9.00    .0
58096  10.4  13.4   8.2   7.8   8.10    .0
58097  10.1   9.8   6.0   1.6   6.40    .0
58098   8.3   6.4   2.7   4.2   5.00    .0
58099  14.3   8.0   -.4    .4   4.50    .0
58100  15.3   9.2  -1.0    .0   4.40    .0
58101  21.7  10.7  -1.5    .0   4.50    .0
58102  12.3  13.8    .1    .0   5.30    .0
58103  12.8  15.7   4.8    .0   6.60    .0
58104   8.6  11.9   7.9   1.6   6.90    .0
58105  10.8  13.2   6.2   1.5   7.00    .0
58106  21.6  16.4   6.7   9.6   7.10    .0
58107  16.7  15.9   5.1    .4   7.40    .0
58108   8.7   7.9   4.0   4.8   6.20    .0
58109   9.5  11.0   5.2    .2   6.00    .0
58110  11.0  13.3    .7    .0   6.80    .0
58111  18.8  20.6   7.4    .0   6.90    .0
58112  24.0  22.6   7.8    .0   6.90    .0
58113   9.7  11.8   6.6    .0   7.00    .0
58114  18.3  15.0   7.2  10.2   5.60    .0
58115  25.2  15.7   1.5    .0   5.20    .0
58116  27.3  18.5   4.1    .0   6.20    .0
58117  21.8  21.7   8.9    .1   7.40    .0
58118   9.3  15.2   7.0   4.2   6.50    .0
58119   9.6  14.4   6.6   9.0   6.60    .0
58120  10.7  15.5   7.8    .8   8.00    .0
58121  26.6  18.8   5.0    .0   6.50    .0
58122  15.4  20.4   7.8    .0   8.10    .0
58123  27.4  23.0   8.6    .0   8.40    .0
58124  21.7  22.4  10.0    .0   8.40    .0
58125  26.0  18.0   3.3   8.9   5.80    .0
58126  17.0  23.1   7.8    .0   9.80    .0
58127  19.2  22.4  11.8   1.8  10.30    .0
58128  26.0  25.0  10.9    .0  10.60    .0
58129  25.9  29.2  13.1    .0  11.50    .0
58130  27.0  31.5  15.0    .0  12.70    .0
58131  27.4  31.0  16.6    .0  11.80    .0
58132  28.6  33.2  16.3    .0  13.20    .0
58133  28.8  30.4  15.5    .0  12.60    .0
58134  28.6  30.4  14.2    .0  12.40    .0
58135  28.7  33.0  17.2    .0  12.50    .0
58136  13.8  28.3  16.3    .0  10.60    .0
58137  14.4  25.5  15.4    .0   9.80    .0
58138  16.8  21.0  12.4    .0   7.30    .0
58139  25.9  25.1  12.1    .3   9.20    .0
58140  20.3  25.7  13.2   1.8  11.20    .0
58141  22.6  23.7  15.9    .0   9.50    .0
58142  28.0  23.5  13.8    .0   9.00    .0
58143  23.0  27.1  11.0    .0  10.60    .0
58144  24.9  27.5  14.6    .0  11.90    .0
58145  27.7  29.8  14.4    .0  14.20    .0
58146  29.5  31.6  14.4    .0  13.00    .0
58147  30.1  32.5  16.1    .0  13.00    .0
58148  27.1  31.3  19.1    .0  11.50    .0
58149  14.8  24.9  17.8    .0  14.40    .0
58150  26.6  29.2  14.5   2.5  13.00    .0
58151  20.7  24.5  16.0    .0  13.60    .0
58152  27.8  27.7  13.8    .0   9.80    .0
58153  30.7  29.0  12.2    .0   9.00    .0
58154  29.3  30.2  12.8    .0  10.90    .0
58155  18.4  27.2  15.9    .0  11.30    .0
58156  26.2  23.5  13.8    .0   8.90    .0
58157  22.5  22.8  10.0    .0   7.90    .0
58158  28.5  22.4   8.6    .0   6.50    .0
58159  31.1  25.4   6.8    .0   6.50    .0
58160  28.2  28.8  12.2    .0   8.90    .0
58161  17.9  28.1  13.5    .0  11.40    .0
58162  21.6  24.3  15.2  13.6  12.20    .0
58163  10.7  17.5  12.3    .1  10.00    .0
58164  11.0  16.3  11.9    .0   9.60    .0
58165  10.7  16.1  10.7    .0  10.30    .0
58166  23.8  23.6  10.9   1.4   7.80    .0
58167  27.3  24.3   8.3    .0   8.10    .0
58168  30.7  25.3   8.2    .0   8.50    .0
58169  28.6  28.0  10.1    .0   9.70    .0
58170  27.0  29.0  13.2    .0  10.50    .0
58171  23.7  29.7  13.1    .0  10.50    .0
58172  15.9  28.2  16.0    .0  10.30    .0
58173  17.7  27.8  15.5    .0  13.90    .0
58174  17.7  29.4  14.5    .0  14.80    .0
58175  18.8  25.5  17.4  18.2  14.80    .0
58176  24.0  23.7  17.7    .0  12.50    .0
58177  30.1  26.7  11.8    .0  11.60    .0
58178  11.3  22.6  17.1    .0  14.50    .0
58179  13.9  19.0  12.2  21.8   9.50    .0
58180  16.2  24.0  13.3   4.2  12.50    .0
58181  25.9  24.5  16.2   2.3  13.50    .0
58182  13.1  21.5  15.7    .0  14.20    .0
58183  20.0  28.0  15.7    .0  14.70    .0
58184  25.9  30.3  17.3    .0  12.60    .0
58185  23.4  29.2  17.6    .0  13.50    .0
58186  25.1  24.7  15.2   2.2  12.30    .0
58187  26.6  26.4  14.8    .3  12.60    .0
58188  27.1  27.5  15.4    .0  13.20    .0
58189  22.6  26.7  15.6    .3  12.20    .0
58190  25.3  25.3  13.8    .3  11.30    .0
58191  25.6  27.7  11.9    .0  10.10    .0
58192  28.0  30.1  13.2    .0  11.50    .0
58193  28.2  30.5  15.7    .0  11.60    .0
58194  28.1  31.7  15.0    .0  11.00    .0
58195  28.0  33.0  16.1    .0  11.40    .0
58196  27.9  35.1  16.2    .0  13.20    .0
58197  27.7  36.2  18.0    .0  14.00    .0
58198  25.9  37.6  20.6    .0  13.00    .0
58199  21.1  26.0  16.2    .0  13.80    .0
58200  26.9  28.7  14.1    .0  10.70    .0
58201  26.8  30.3  15.2    .0  11.40    .0
58202  22.2  31.0  17.7    .0  13.90    .0
58203  24.2  32.0  16.9    .0  15.60    .0
58204  16.5  30.0  17.5    .0  13.80    .0
58205  22.7  25.8  11.6   3.2  11.10    .0
58206  22.3  25.3  14.1    .0   9.40    .0
58207  25.9  25.0   9.2    .0   7.90    .0
58208  25.8  27.7   9.8    .0   9.40    .0
58209  25.6  31.5  13.8    .0  11.70    .0
58210  26.2  34.0  16.4    .0  13.10    .0
58211  21.7  32.5  20.3    .0  13.80    .0
58212  26.3  33.0  17.7    .0  12.70    .0
58213  26.2  34.3  18.4    .0  13.70    .0
58214  25.8  34.8  19.4    .0  14.00    .0
58215  24.4  34.3  18.6    .0  13.40    .0
58216  11.9  25.4  15.2    .0  13.00    .0
58217  25.3  24.5  10.6   5.1  10.30    .0
58218  25.4  29.0   9.2    .0  11.10    .0
58219  25.0  31.5  15.7    .0  11.40    .0
58220  12.1  24.4  16.7    .2  13.80    .0
58221  21.3  26.8  16.0   7.7  11.40    .0
58222  23.3  30.2  15.4    .0  12.60    .0
58223  23.7  30.8  15.3    .0  12.70    .0
58224  24.4  33.2  16.1    .0  12.30    .0
58225  18.5  33.2  20.7    .0  13.50    .0
58226  18.0  24.9  17.4  31.9  14.10    .0
58227  19.8  27.6  15.7    .2  15.00    .0
58228  24.3  31.0  15.9    .0  15.00    .0
58229  21.4  32.0  19.2    .0  16.00    .0
58230  23.4  33.5  17.9    .0  16.00    .0
58231  23.3  35.0  19.4    .0  14.60    .0
58232  19.7  36.1  20.0    .0  14.40    .0
58233  19.1  29.6  15.6    .0  12.30    .0
58234  16.0  32.6  16.7    .0  13.40    .0
58235  17.2  29.0  18.4    .0  13.20    .0
58236  21.2  29.7  17.0    .0  10.90    .0
58237  22.2  30.3  15.0    .0  11.20    .0
58238  14.2  22.7  14.6    .0  12.00    .0
58239  19.5  24.0  12.5   1.7  10.10    .0
58240  21.3  28.6  10.4    .0   9.40    .0
58241  21.7  26.2  10.5    .0   9.50    .0
58242  14.0  24.2  11.2    .0   9.70    .0
58243  13.9  24.7  12.6    .0  11.60    .0
58244  19.4  26.0  10.8   2.3  11.20    .0
58245  17.8  27.2  11.4    .9  11.00    .0
58246   9.9  18.5  14.5    .0   9.10    .0
58247  15.1  20.6  13.2    .0   8.20    .0
58248  21.1  22.6   6.6    .0   7.20    .0
58249  20.6  26.7   9.0    .0   9.20    .0
58250  20.0  29.5  12.1    .0  10.00    .0
58251  20.3  29.4  11.7    .0   9.90    .0
58252  19.9  29.4  11.7    .0  10.00    .0
58253  16.7  28.0  14.0    .0  11.50    .0
58254  10.7  19.0  14.2  10.6  12.10    .0
58255  12.2  20.5  10.5   2.8  10.50    .0
58256  18.7  23.4   8.3   1.4   8.50    .0
58257  19.0  22.7   7.5    .0   8.80    .0
58258  18.4  24.7   8.6    .0   8.90    .0
58259  18.3  26.4   9.1    .0   8.90    .0
58260  18.2  28.4   8.9    .0  10.10    .0
58261  16.0  28.5  12.7    .0  11.10    .0
58262   8.9  20.8  15.5    .0  11.30    .0
58263  15.4  25.0  10.6    .0  11.60    .0
58264  17.2  28.9  11.5    .0  11.30    .0
58265  17.1  30.4  13.4    .0  11.90    .0
58266  10.0  23.2  13.2    .0   8.70    .0
58267  16.4  23.2   8.4    .0   8.10    .0
58268  14.1  27.2  12.6    .0   8.30    .0
58269   9.3  20.0  10.9    .0   8.20    .0
58270  12.3  20.0  10.6   1.0   8.60    .0
58271  14.5  18.9   7.2    .0   6.80    .0
58272  16.3  20.0   2.9    .0   6.20    .0
58273  15.9  25.0   8.1    .0   7.40    .0
58274  12.3  26.7  12.4    .0   9.40    .0
58275   5.4  18.0  13.2   4.0  11.90    .0
58276   5.3  16.2  13.2   9.5  12.10    .0
58277  17.9  23.0   9.8  16.3  10.20    .0
58278  14.5  24.5  10.4    .0  10.00    .0
58279  16.7  24.6  11.4    .0  11.40    .0
58280  15.8  25.7  10.8    .0  11.90    .0
58281  12.6  26.4  14.0    .0  11.90    .0
58282   8.9  23.4  15.2    .0  12.50    .0
58283  14.9  24.4   8.7    .0  10.60    .0
58284  15.7  24.6  12.6    .0   9.20    .0
58285  15.3  24.6  12.5    .0   7.50    .0
58286  12.7  24.5  11.2    .0   9.30    .0
58287   8.2  17.9  10.8   7.0   8.70    .0
58288   9.9  17.2  10.0    .2   8.30    .0
58289   4.5  13.5   8.0   4.1   7.50    .0
58290  11.1  12.7   4.4  22.4   6.00    .0
58291   7.9  11.0   3.8    .8   5.90    .0
58292  13.1  10.5    .4    .0   5.40    .0
58293   8.2   9.9    .4    .0   5.80    .0
58294   8.0  10.3   3.2   2.5   6.00    .0
58295  12.3  12.5   1.6    .0   6.20    .0
58296   4.1   9.3   3.9   2.0   6.40    .0
58297   7.9  12.4   1.9    .1   6.70    .0
58298   4.0  12.3   5.4    .0   7.80    .0
58299   8.0  14.5   6.1    .0   7.80    .0
58300   9.5  13.5   5.6    .0   6.80    .0
58301   5.0  12.0   1.4    .0   5.70    .0
58302   8.7  12.2   1.0    .0   6.00    .0
58303  11.8  15.4    .5    .0   6.20    .0
58304  10.9  15.5   2.2    .0   6.80    .0
58305   8.9  17.7   5.3    .0   7.40    .0
58306   3.6  12.0   7.7   1.3   7.60    .0
58307   3.6   8.0   6.6  20.3   7.20    .0
58308   4.2  11.2   4.6   5.3   7.20    .0
58309   3.8  11.4   2.1    .2   7.30    .0
58310   8.0  12.6   1.3    .1   6.30    .0
58311   3.4  11.9   1.8    .1   7.20    .0
58312   3.6  10.4   6.9   1.7   7.10    .0
58313   3.3  10.7   6.6   1.0   7.60    .0
58314   3.3  10.5   8.6   5.3   8.80    .0
58315   8.3  16.6   6.4   6.2   9.40    .0
58316   9.4  16.6  10.6    .0   8.80    .0
58317   3.3  11.4   9.3    .2   7.50    .0
58318   4.6  15.1   8.4    .3   8.40    .0
58319   3.0  11.6   8.9   3.7   8.70    .0
58320   3.0  10.2   6.4    .2   8.20    .0
58321   3.0  10.2   6.5   8.5   8.60    .0
58322   3.9  12.0   6.1    .3  29.30    .0
58323   3.1   6.5   3.8    .0   4.90    .0
58324   2.9   7.4   2.8    .0   5.20    .0
58325   6.9   7.2    .5    .0   4.80    .0
58326   7.8   6.9  -1.0    .0   5.00    .0
58327   2.8   4.8    .4    .0   4.80    .0
58328   2.7   1.1  -1.6    .0   4.50    .0
58329   2.7   2.1    .6    .0   4.90    .0
58330   2.7   2.2    .7    .0   5.00    .0
58331   2.7   2.5    .6    .2   4.90    .0
58332   2.6   3.5   1.2    .1   4.50    .0
58333   2.6   4.4   1.0    .0   4.60    .0
58334   4.6   7.0    .6    .0   5.00    .0
58335   3.5   5.5    .5    .0   4.80    .0
58336   5.3   3.0  -3.5    .0   3.60    .0
58337   8.3    .9  -6.7    .0   3.10    .0
58338   7.3   2.4  -9.0    .0   2.70    .0
58339   7.9   1.6  -8.6    .0   2.90    .0
58340   7.7   4.1  -6.2    .0   3.70    .0
58341   7.4   4.0  -5.3    .0   3.50    .0
58342   2.4  -2.0  -9.0    .0   3.40    .0
58343   3.6   3.0  -8.9    .0   3.70    .0
58344   2.5   6.1    .8   2.4   5.10    .0
58345   6.7  11.3   -.6    .4   5.80    .0
58346   2.4  10.2   2.3    .0   6.10    .0
58347   5.0   9.4  -1.3   5.4   4.90    .0
58348   2.6  15.0   6.6   1.0   7.40    .0
58349   2.3  11.3   1.1   1.8   6.30    .0
58350   6.0  11.6   1.4   9.6   6.40    .0
58351   5.9  19.6   6.8    .0   7.80    .0
58352   2.3  15.7   7.8    .1   7.80    .0
58353   8.1  15.5   3.8  19.5   7.40    .0
58354   6.9  17.0   7.0    .0   8.30    .0
58355   2.3  15.0   7.0    .0   8.10    .0
58356   3.5  14.7   6.5   2.7   7.70    .0
58357   3.0  15.0   5.4    .0   8.40    .0
58358   4.3  13.9   7.4    .1   7.70    .0
58359   3.4  14.4   3.9   1.1   7.10    .0
58360   2.3   7.4   4.6    .2   5.80    .0
58361   4.3   7.0   1.5    .0   4.80    .0
58362   2.4  10.6    .4    .3   6.10    .0
58363   3.6   5.5   -.1    .0   5.10    .0
58364   6.2  10.7    .8    .2   6.00    .0
58365   7.7  13.0   2.1    .0   5.80    .0
59001   6.4  12.4   -.6    .0   5.90    .0
59002   2.4  11.0   1.8    .0   6.20    .0
59003   2.4   7.0   4.5    .0   6.20    .0
59004   2.4   5.1   -.2   3.2   4.50    .0
59005   5.3   3.2  -3.6    .0   4.00    .0
59006   8.0   5.5  -2.2    .0   3.80    .0
59007   2.5   8.6    .2    .0   5.30    .0
59008   4.2  10.8   4.0   6.2   5.90    .0
59009   2.5   5.6   -.5   1.9   4.40    .0
59010   7.5   4.4  -2.9   1.0   3.50    .0
59011   7.1   2.7  -2.8    .0   3.30    .0
59012   2.8   3.4  -5.6    .0   4.00    .0
59013   2.6    .2  -4.6   1.5   3.90    .0
59014   3.1   2.6  -7.6    .4   3.90    .0
59015   2.7   7.2    .4    .5   5.20    .0
59016   2.7   1.2  -5.0   7.5   3.60    .0
59017   2.8  -3.5 -10.8   6.1   2.60    .0
59018   7.8  -4.0 -17.6   1.4   1.70    .0
59019   8.0  -2.0 -14.5    .0   2.30    .0
59020   7.9   4.0 -15.0    .0   2.70    .0
59021   2.9   4.9 -11.2    .0   3.30    .0
59022   4.1   8.5  -1.9    .0   4.90    .0
59023   6.9  12.4   3.7    .0   6.10    .0
59024   3.0  10.5   1.7   2.6   5.00    .0
59025   6.7   4.4  -1.4   2.2   4.10    .0
59026   6.1    .4  -3.6    .0   3.30    .0
59027   7.6    .2  -6.8    .4   3.40    .0
59028   3.2   -.8  -3.2   1.2   3.90    .0
59029   3.2   -.2  -5.2    .3   3.40    .0
59030   4.5    .7  -2.7    .0   3.80    .0
59031   3.7   1.7  -2.6    .0   3.70    .0
59032   3.3    .5  -4.6    .0   3.80    .0
59033   3.4   1.5  -4.6   2.6   4.00    .0
59034   7.9   1.2  -6.3   1.2   3.80    .0
59035   3.4  -1.3 -10.3    .0   2.90    .0
59036   7.1   -.8  -6.6    .0   3.50    .0
59037   3.5  -2.4  -4.3    .0   3.20    .0
59038   3.6  -1.6  -4.2    .1   3.50    .0
59039   3.6  -1.0  -8.0    .0   2.70    .0
59040   6.4   -.9 -10.3    .0   3.00    .0
59041   3.8  -2.8  -4.8    .0   3.20    .0
59042   3.8  -3.6  -5.0    .0   2.80    .0
59043   3.9  -3.6  -5.0    .0   2.50    .0
59044   8.7   -.2 -12.4    .0   2.30    .0
59045  11.2    .0 -10.1    .0   2.60    .0
59046  12.6   2.6  -9.9    .0   3.00    .0
59047   4.1  -1.2  -7.7    .0   3.20    .0
59048   9.4   3.5  -6.3    .4   3.60    .0
59049   9.6   5.1  -5.6    .0   4.40    .0
59050   8.6   6.6   -.9    .0   5.00    .0
59051  13.9  10.5  -1.5    .0   4.80    .0
59052   4.7   6.5   -.1    .0   4.50    .0
59053   5.6   3.9  -2.7    .9   3.70    .0
59054  12.7   4.0  -4.4    .2   3.80    .0
59055   8.7   9.6    .4    .5   4.90    .0
59056  14.1  12.0    .7    .0   5.40    .0
59057   7.0  11.7    .7    .0   5.70    .0
59058  15.4  14.0    .6    .0   6.10    .0
59059  13.8  15.0  -1.6    .0   5.90    .0
59060  15.3  13.7   1.8    .0   6.60    .0
59061  10.7  13.2  -1.8    .0   5.90    .0
59062  14.6  15.6  -2.0    .0   5.70    .0
59063  11.7  14.6   2.6    .0   5.30    .0
59064   7.2  16.6   5.2    .0   6.20    .0
59065  11.1  18.0   5.0    .1   6.90    .0
59066   7.0  16.6   6.4    .0   7.20    .0
59067   6.2  17.5   6.8    .0   7.60    .0
59068  15.0  15.7   2.1   2.5   6.00    .0
59069   8.6  10.6    .4    .0   4.20    .0
59070   5.1   4.7    .2    .8   5.00    .0
59071   5.1   4.8    .2   4.6   4.70    .0
59072   5.1   5.0    .4    .6   5.30    .0
59073   5.1   4.7   2.2   9.0   5.40    .0
59074   5.1   5.4   1.6   5.6   5.30    .0
59075   5.2   6.7   2.8    .0   5.80    .0
59076  10.5  11.5   3.3    .0   5.90    .0
59077   8.8  11.2   1.2    .0   4.60    .0
59078  17.1  12.5   2.2    .0   4.40    .0
59079  19.0  14.0   1.9    .0   4.30    .0
59080  19.7  16.4   -.6    .0   4.60    .0
59081  20.3  19.2    .7    .0   4.20    .0
59082  20.7  20.5   1.1    .0   3.90    .0
59083  20.3  22.5   2.0    .0   4.90    .0
59084  20.1  22.2   9.1    .0   6.50    .0
59085  18.3  21.0   3.5    .0   6.60    .0
59086  14.3  20.0   6.9    .0   8.10    .0
59087  15.0  18.2   7.1    .1   7.80    .0
59088  11.1  16.0   9.1   4.2   9.00    .0
59089   7.5  15.4   8.3   1.5   8.70    .0
59090   8.8  17.0   8.4   1.2   9.60    .0
59091   7.6  13.1   7.8  15.0   7.40    .0
59092   7.7  11.0   5.6    .0   5.70    .0
59093  15.4  14.5   5.2    .0   6.10    .0
59094  19.4  17.0   -.1    .0   5.20    .0
59095  19.3  22.5   5.0    .0   6.80    .0
59096  17.1  21.2  10.7    .0   7.40    .0
59097   9.5  20.8   9.2    .0   7.30    .0
59098  21.0  20.8   9.2   8.4   6.20    .0
59099  16.4  23.2   6.4    .0   7.70    .0
59100  17.8  22.4  12.2    .0   7.90    .0
59101  13.8  14.7   7.0  11.5   6.50    .0
59102  21.4  18.0   3.4   2.0   6.80    .0
59103   8.9  16.0   7.4    .0   8.40    .0
59104  23.3  18.5   3.2    .0   6.60    .0
59105  25.1  20.7   5.7    .0   6.60    .0
59106  19.7  23.3   6.6    .0   8.40    .0
59107  10.6  21.0  12.6    .0   8.60    .0
59108  10.8  17.7  10.5    .8   9.70    .0
59109   9.1  11.4   8.9  16.7   8.90    .0
59110  23.8  11.4   2.2   5.9   4.70    .0
59111  19.5   9.2  -1.0    .0   4.40    .0
59112   9.0   7.0   1.3    .0   5.40    .0
59113   9.1   9.2   4.0   5.9   6.40    .0
59114  10.9  10.6   5.8   1.8   6.80    .0
59115  16.0  14.0   2.7    .3   7.40    .0
59116  25.6  16.7   3.9    .0   6.90    .0
59117  21.4  19.0   6.4    .0   6.70    .0
59118  23.6  19.5   7.3    .0   6.40    .0
59119  26.2  21.0   8.2    .0   6.60    .0
59120  12.8  20.4  10.9    .0   7.00    .0
59121  10.5  18.4   8.3    .0   8.70    .0
59122  20.4  19.2   5.6   4.3   8.90    .0
59123  11.8  14.9   7.4   3.4   7.30    .0
59124  25.8  16.6   2.3    .0   6.00    .0
59125  26.1  19.5   4.4    .0   7.00    .0
59126  27.4  21.5   6.4    .0   7.40    .0
59127  26.4  23.3   6.3    .0   8.30    .0
59128  27.7  23.6   8.2    .0   8.00    .0
59129  23.7  24.7   7.6    .0   8.90    .0
59130  15.8  22.1  11.6    .0  10.60    .0
59131  16.6  24.0  11.8    .0  10.50    .0
59132   9.9  17.2  11.7    .0  10.40    .0
59133  15.7  18.5  11.8   7.9  10.40    .0
59134  15.7  18.4  10.1    .0   9.10    .0
59135  12.3  19.5  11.4   3.9  11.00    .0
59136  20.2  23.2  11.6   2.1  10.40    .0
59137  12.9  21.0  10.5    .0  11.60    .0
59138  14.5  22.6  13.9   3.0  13.00    .0
59139  24.4  25.4  12.4   1.2  13.30    .0
59140  27.8  26.6  13.5    .0  12.70    .0
59141  28.1  28.0  13.1    .0  12.40    .0
59142  13.9  27.3  14.9    .0  14.00    .0
59143  10.4  15.7  12.5  11.0  10.90    .0
59144  18.5  17.0  10.1  17.4   9.60    .0
59145  27.5  20.0   6.6    .0   8.90    .0
59146  29.4  22.2   8.0    .0   9.20    .0
59147  27.8  24.5   9.4    .0   9.70    .0
59148  18.2  20.6  11.5    .0   8.50    .0
59149  22.8  24.4  10.0    .0  10.20    .0
59150  12.7  22.0  13.6   5.8  11.60    .0
59151  14.1  18.9  12.7   3.1  10.40    .0
59152  14.2  18.9  10.0    .0  10.60    .0
59153  12.8  20.7  12.9    .0  11.90    .0
59154  22.9  21.0  12.1   2.9   9.50    .0
59155  24.1  21.0  11.0    .0   8.60    .0
59156  27.3  21.6   8.6    .0   8.40    .0
59157  19.3  24.7  11.1    .0  11.40    .0
59158  26.4  27.0  11.9   7.2  12.10    .0
59159  30.4  27.2  12.4    .0  10.70    .0
59160  29.0  27.2  15.0    .0  11.80    .0
59161  25.6  27.7  13.0    .4  11.00    .0
59162  10.7  16.2  11.9   9.6  10.50    .0
59163  17.6  19.0  11.2   4.7   9.90    .0
59164  20.0  20.1  10.0    .0  10.80    .0
59165  22.8  23.9   9.0    .0  11.20    .0
59166  26.8  22.0  13.9   5.7  10.00    .0
59167  27.5  26.6  10.1    .0  10.80    .0
59168  26.8  23.7  12.0   3.6  10.50    .0
59169  26.5  27.6  12.7    .0  11.50    .0
59170  28.3  30.0  14.9    .0  13.10    .0
59171  23.8  31.2  14.0    .0  12.70    .0
59172  29.4  30.5  14.1    .0  14.30    .0
59173  23.6  31.5  17.4   5.1  13.60    .0
59174  14.5  25.9  17.1   5.0  13.50    .0
59175  18.1  23.0  12.2    .0  11.50    .0
59176  28.3  26.8  11.7   1.6  10.50    .0
59177  28.0  29.5  13.2    .0  12.10    .0
59178  12.1  27.5  12.7    .0  13.80    .0
59179  18.8  27.1  17.0  28.3  14.90    .0
59180  27.6  28.7  15.6   4.7  15.20    .0
59181  14.1  23.6  15.2    .0  12.20    .0
59182  14.7  21.0  12.8  13.7  10.80    .0
59183  23.5  24.1  12.2    .6  11.10    .0
59184  22.2  25.3  14.9    .0  12.40    .0
