@DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND                 
1973097   19.70   18.00    2.70     .00    7.30    1.00
1973098   11.70   13.40    6.40     .00    6.40    1.00
1973099   11.70   23.30    5.50     .00    6.80    5.00
1973100   16.70   28.60   13.20     .00    6.20   11.00
1973101   11.60   13.50    5.00    3.20    5.80    2.00
1973102   13.30   12.00    2.80     .20    6.40    1.00
1973103    8.40    9.00    4.40    4.40    6.40    3.00
1973104   10.20    6.10    2.20    5.80    5.10    3.00
1973105   12.30    8.50     .30     .30    5.60    3.00
1973106   10.20   11.20    4.40    1.90    6.90    3.00
1973107   14.80   16.00    2.00     .20    5.20    3.00
1973108   10.10   10.40    1.30     .00    6.30    2.00
1973109   19.90   15.10    5.40    3.30    6.30    2.00
1973110   10.40   12.70    5.20    2.20    7.80    2.00
1973111   18.60   11.60    4.00   20.60    6.10    4.00
1973112   21.30   13.00    3.20    3.20    5.90    2.00
1973113   19.10   15.60    2.50     .00    6.10    2.00
1973114   10.10   14.20    8.00    3.50    8.10    7.00
1973115    9.20   12.00    9.40    4.20    8.80    3.00
1973116   13.40   12.70    7.60    4.80    7.60    3.00
1973117   23.30   16.50    4.00     .00    6.40    1.00
1973118   25.70   21.40    4.40     .00    7.00    1.00
1973119   14.20   21.40    8.00     .00    8.60    1.00
1973120   21.90   22.30   12.60     .00    9.90    1.00
1973121   25.90   25.50    9.90     .00    9.60    2.00
1973122   22.00   28.00   12.50     .00    9.90    1.00
1973123   19.80   27.20   15.20     .00   11.00    1.00
1973124   23.20   27.60   14.60     .10   11.30    2.00
1973125   24.90   30.00   15.20     .00   12.60    1.00
1973126   16.80   33.30   17.20     .00   13.30    1.00
1973127   17.00   28.30   18.20     .00   12.90    1.00
1973128   25.30   27.60   15.80     .00   10.70    1.00
1973129   12.00   18.20    9.90     .00    9.10    3.00
1973130    9.80   12.00    8.60    4.90    8.00    5.00
1973131   12.50   19.20    8.40   21.00    8.90    3.00
1973132   16.70   17.00    9.60    1.80    8.10    3.00
1973133   24.80   18.70    6.60     .00    6.70    1.00
1973134   28.10   20.10    6.30     .00    8.60    1.00
1973135   27.50   23.90    7.90     .00    9.50    3.00
1973136   10.40   16.90    7.40     .00    7.80    2.00
1973137   20.80   15.80    6.30    2.60    7.20    2.00
1973138   23.40   18.30    3.60     .00    7.00    3.00
1973139   25.60   25.30   10.70     .00    9.80    5.00
1973140   23.40   27.20   16.90     .00   10.80    1.00
1973141   28.30   27.40   12.00     .00    9.80    2.00
1973142   28.00   28.20   16.20     .00   10.20     .00
1973143   23.40   28.20   14.40     .00   11.20    2.00
1973144   26.20   25.40   13.80     .00   10.30    3.00
1973145   24.60   23.00   11.40     .00    9.20    3.00
1973146   19.20   19.50   11.40     .00    9.90    2.00
1973147   10.60   16.40   10.00     .60    8.30    2.00
1973148   14.10   21.40   12.30     .00    9.80    2.00
1973149   29.20   23.60    9.10     .00    7.90    1.00
1973150   25.80   25.10    9.50     .00    8.50    2.00
1973151   23.10   25.80   11.70     .00    9.00    1.00
1973152   30.30   25.60   11.80     .00    9.10    1.00
1973153   27.90   29.60   12.50     .00   11.20    3.00
1973154   17.40   26.30   17.80     .00   13.60    1.00
1973155   11.00   21.90   16.50    1.60   14.70    1.00
1973156   18.50   26.00   17.20    1.20   15.20    1.00
1973157   20.30   27.60   14.20     .00   14.90    3.00
1973158   18.70   25.00   17.00    1.70   15.90    2.00
1973159   18.30   22.70   16.40    3.40   14.50    2.00
1973160   14.80   23.50   16.40   35.20   13.50    2.00
1973161   10.70   18.50   14.70   20.20   13.30    1.00
1973162   26.10   24.80   14.90    5.60   14.10    2.00
1973163   26.20   23.30   13.50     .20   11.60    2.00
1973164   29.50   25.20   12.50     .00   12.90    1.00
1973165   28.00   26.60   14.90     .00   13.80    1.00
1973166   18.30   21.60   10.50    5.40    8.90    2.00
1973167   24.00   18.60    8.70     .00    7.50    3.00
1973168   26.80   19.60    7.80     .00    7.20    1.00
1973169   24.00   24.40    9.40     .00   10.80    2.00
1973170   26.20   21.90    8.70     .00    8.40    3.00
1973171   29.30   23.00    9.50     .00    9.10    1.00
1973172   15.20   23.40   12.90     .00   12.40    3.00
1973173   21.10   24.40   12.50     .00   13.40    3.00
1973174   14.90   22.50   15.60     .00   14.90    1.00
1973175   21.90   22.20   14.90    8.60   12.60    1.00
1973176   14.50   22.50   14.00     .00   12.20    2.00
1973177   29.80   26.80   13.80    4.20   13.00    1.00
1973178   30.50   28.60   14.00     .00   12.40    1.00
1973179   29.20   29.90   15.30     .00   13.00    1.00
1973180   28.30   31.90   17.00     .00   16.00    1.00
1973181   24.00   25.40   17.00     .00   13.40    2.00
1973182   16.90   21.20   15.30     .00   13.70    1.00
1973183   20.50   26.70   17.10     .00   14.60    2.00
1973184   18.20   28.80   16.60    2.00   13.10    2.00
1973185   21.40   28.50   14.50     .00   12.50    1.00
1973186   21.90   27.80   14.40     .00   13.50    1.00
1973187   23.30   29.10   16.90     .00   16.10    1.00
1973188   22.30   30.10   16.50    3.70   14.90    2.00
1973189   21.30   27.30   16.00   11.80   15.80    1.00
1973190   26.40   28.60   17.00     .00   15.00    1.00
1973191   21.50   26.80   16.40     .00   13.80    2.00
1973192   20.30   26.60   13.90     .00   11.80    2.00
1973193   23.80   27.60   13.80     .00   10.90    1.00
1973194   17.80   26.60   12.70     .00   12.90    1.00
1973195   25.50   27.40   13.90    1.00   12.90    1.00
1973196   23.20   33.30   17.80     .00   14.60    2.00
1973197   26.60   33.10   18.90     .20   15.60    2.00
1973198   27.20   35.20   18.60     .00   16.10    1.00
1973199   23.00   34.20   20.50     .00   13.70    2.00
1973200   27.00   28.90   14.10     .00   11.60    2.00
1973201   21.50   27.20   17.00     .20   13.60    1.00
1973202   26.90   30.60   14.00     .00   13.50    1.00
1973203   26.50   33.10   18.00     .00   14.30    3.00
1973204   22.30   24.90   16.40    3.80   12.30    2.00
1973205   17.40   27.40   13.00     .00   12.30    1.00
1973206   16.80   21.00   13.70    9.20   10.40    2.00
1973207   24.60   24.40   12.00     .00   10.20    2.00
1973208   17.90   21.50   11.40     .00   11.20    2.00
1973209   21.30   22.20   12.40    2.10    9.20    3.00
1973210   17.30   23.90   13.70    4.10   12.10    3.00
1973211   20.90   24.60   14.20     .00   11.50    2.00
1973212   22.60   27.00   11.30     .00   12.00    1.00
1973213   23.40   28.80   14.20     .00   13.00     .00
1973214   25.10   29.40   13.70     .00   12.40    1.00
1973215   17.20   26.80   14.80    1.60   13.40    1.00
1973216   16.00   27.30   15.30     .00   13.60    1.00
1973217   20.70   27.60   15.80    5.20   14.10     .00
1973218   24.30   30.10   14.90     .00   14.20     .00
1973219   25.00   31.70   16.40     .00   13.10    2.00
1973220   19.40   27.50   14.20     .00   13.00    3.00
1973221   24.90   26.70   12.70     .00    8.80    2.00
1973222   24.40   27.00    9.80     .00    8.50    2.00
1973223   24.50   27.80   10.30     .00    8.90    1.00
1973224   22.00   29.70   11.80     .00   10.40    1.00
1973225   21.70   29.40   14.00     .00   11.60    4.00
1973226   21.80   25.70   13.30     .00   10.60    3.00
1973227   23.40   25.70   11.10     .00    9.60    3.00
1973228   20.90   26.30   10.80     .00   10.00    3.00
1973229   20.70   28.20   13.50     .00   11.10    2.00
1973230   22.30   30.30   13.50     .00   12.60    2.00
1973231   20.40   30.50   16.40     .60   12.20    2.00
1973232   22.50   32.00   14.50     .00   12.60    2.00
1973233   21.50   31.70   16.60     .00   13.60     .00
1973234   16.40   27.40   18.30     .00   13.40    3.00
1973235   18.50   28.00   13.90     .00   12.00    1.00
1973236   16.00   30.40   16.50     .00   14.80    5.00
1973237   18.80   28.40   15.50   11.50   15.00    1.00
1973238   16.20   26.90   17.00    5.60   13.10    2.00
1973239   10.30   21.90   14.40     .00   10.40    5.00
1973240   10.30   19.50   14.20     .60   11.50    4.00
1973241   10.20   21.00   15.00     .80   13.40    2.00
1973242   11.70   23.00   15.50    5.40   13.80    1.00
1973243   15.80   25.20   16.50    3.10   14.20    1.00
1973244   14.50   23.50   15.60     .00   11.80    3.00
1973245   20.10   25.60   10.40     .00   11.10    1.00
1973246   20.40   28.80   13.70     .00   12.10    3.00
1973247   20.40   31.30   14.50     .00   12.80    3.00
1973248   20.00   31.50   14.50     .00   13.40    1.00
1973249   19.80   30.40   16.00     .00   12.80    3.00
1973250   19.30   31.90   14.90     .00   12.90    1.00
1973251   18.70   32.20   17.10     .00   13.80    2.00
1973252   19.00   32.00   17.30     .00   13.30    1.00
1973253   18.70   30.60   16.10     .00   13.60    5.00
1973254   16.00   21.40   13.10    2.60    8.50    3.00
1973255   18.50   20.60    7.00     .00    7.30    2.00
1973256   13.20   20.40    7.20     .00    7.80    2.00
1973257   18.60   22.20    3.70     .00    7.60    1.00
1973258   17.00   24.00    5.90     .00    8.60    2.00
1973259   18.20   26.00    8.40     .00    8.60     .00
1973260   10.60   25.60    9.60     .00   11.70    2.00
1973261   15.60   24.50    9.60     .00   11.00    6.00
1973262    9.00   18.50   11.80     .70    9.30   10.00
1973263    8.50   19.40   12.70     .10   11.00    1.00
1973264   17.10   27.00   10.40     .00   11.40    3.00
1973265   14.50   27.80   12.00     .00   12.60    2.00
1973266   12.40   22.60   14.00   16.80   13.80     .00
1973267    9.20   27.60   13.50     .10   14.60    5.00
1973268   10.60   24.60   15.40     .00   13.50    2.00
1973269    7.90   18.60   13.50     .00   11.00    1.00
1973270    7.90   18.90   13.60     .00   11.60    2.00
1973271    7.80   14.20   10.30    4.80    9.60    3.00
1973272   12.80   19.90   10.80     .00   10.50    3.00
1973273   14.80   23.60    7.10     .00    9.30     .00
1973274   17.00   23.80    7.60     .00   10.90    1.00
1973275   13.10   22.90   10.90     .00   11.50    3.00
1973276    5.30   18.90   11.70     .00   11.60    1.00
1973277   17.20   20.70    8.90     .00    8.00    2.00
1973278   15.80   20.70    5.40     .00    7.90    2.00
1973279   17.30   20.40    4.60     .00    7.30    2.00
1973280   17.00   23.20    5.80     .00    8.00    2.00
1973281   13.00   23.30    8.40     .00    8.30    4.00
1973282   11.40   21.00    7.60     .00    7.50    2.00
1973283   14.20   20.60    6.60     .00    8.60    1.00
1973284   14.90   22.00    3.80     .00    7.40    2.00
1973285   11.20   20.60    5.80     .00    7.60    5.00
1973286   12.00   12.30    2.60    1.30    4.90    1.00
1973287   12.80   22.30    3.50     .00    8.00    3.00
1973288    6.70   21.90   11.60     .20   10.00    2.00
1973289    7.60   22.60   11.00    3.60   10.50    3.00
1973290    6.50   22.80   14.80    5.50   13.40    3.00
1973291    5.10   17.60    7.40   24.20   10.30    2.00
1973292   15.20   11.70    3.40   26.80    5.30    3.00
1973293   11.60   16.60    1.00     .00    7.00    1.00
1973294    5.40   14.60    7.20     .00    8.40    1.00
1973295    4.20   11.60    6.20   12.30    7.00    5.00
1973296   13.30   11.50    -.20    2.30    5.00    2.00
1973297    4.00    6.10    3.40     .00    5.60    4.00
1973298   11.10    7.00     .00    1.80    4.90    2.00
1973299   13.10    9.00    -.60     .00    4.90    2.00
1973300   11.60   10.00   -2.80     .00    4.90    1.00
1973301   11.90   11.00   -2.60     .00    4.60    1.00
1973302   12.40   12.00     .00     .00    5.20    3.00
1973303    6.80   10.90    -.40     .00    5.80    5.00
1973304   10.70   10.20    2.50     .00    5.00    4.00
1973305   12.80    4.90   -4.00     .00    3.20    3.00
1973306   12.00    6.40   -6.80     .00    3.00    1.00
1973307   12.20    9.60   -6.20     .00    2.70    3.00
1973308   12.00   11.50   -4.00     .00    3.30    3.00
1973309   11.70   17.40   -1.30     .00    4.20    3.00
1973310    8.40   21.90    3.40     .00    7.10    3.00
1973311    3.40   17.60    2.20    1.20    5.40    5.00
1973312    4.60    7.60    -.90    3.00    5.20    2.00
1973313    4.30    7.50    2.30    1.50    5.70     .00
1973314    8.50   11.00   -3.00     .00    4.90     .00
1973315   10.70   12.10   -1.60     .00    5.20     .00
1973316    3.20    5.10   -3.60     .00    4.80    2.00
1973317    5.50    7.90   -4.50     .00    5.10    1.00
1973318    3.10    7.00    4.80    2.60    6.60    4.00
1973319    7.10    9.50     .20   14.60    6.10    2.00
1973320    3.00    9.50    5.50    2.80    6.50    2.00
1973321    4.90    9.20    1.80    1.90    5.40    3.00
1973322    9.10    7.00     .00     .00    4.30    1.00
1973323    9.60   11.10   -2.40     .00    4.30    5.00
1973324    2.90    8.90    2.80     .00    5.20    2.00
1973325    8.50    6.90   -1.00     .00    3.90    5.00
1973326    8.70    6.90   -5.00     .00    3.70    1.00
1973327    9.10   11.40   -5.00     .00    4.20    1.00
1973328    3.80   13.40     .80     .00    6.10    3.00
1973329    5.80   17.00    5.60     .00    7.00    2.00
1973330    2.70    4.50     .10     .60    4.70    3.00
1973331    6.30    2.00   -1.60    9.80    4.00    2.00
1973332    2.60     .00   -3.60     .00    3.50    3.00
1973333    5.50    1.30   -5.00     .00    3.10    3.00
1973334    5.50   -2.00   -6.70    1.80    2.80    2.00
1973335    5.70   -2.40  -10.70     .00    2.00    3.00
1973336    4.40   -5.70  -12.30     .00    2.10     .00
1973337    5.60   -4.80  -12.70     .00    2.00    1.00
1973338    3.30   -3.50  -13.10     .00    2.60    2.00
1973339    2.50    2.70   -3.60     .50    4.30    3.00
1973340    8.60    7.30   -3.30    1.60    3.60    3.00
1973341    2.50    4.70   -2.10     .00    4.30    2.00
1973342    5.20    8.50   -4.10     .80    4.70    3.00
1973343    3.20   11.40     .00     .00    4.90    2.00
1973344    7.80     .70   -6.20    4.10    2.80    4.00
1973345    7.20    -.60   -9.70     .00    2.60    3.00
1973346    4.90   -1.30   -8.90     .00    2.90    1.00
1973347    4.00     .40   -6.00     .00    3.50    2.00
1973348    4.60    9.00   -3.30     .00    4.60    3.00
1973349    2.30    2.90    -.60    4.40    4.10    7.00
1973350    7.20    2.20   -1.50     .00    3.60    3.00
1973351    3.90    7.60   -1.30     .00    4.60    4.00
1973352    2.30    5.20     .40    6.30    4.90    1.00
1973353    6.10    6.00   -2.00     .00    5.10    5.00
1973354    6.10   10.90    2.30     .00    6.10    7.00
1973355    4.70   12.90    2.50     .00    6.00    7.00
1973356    2.30   11.60    7.00     .00    6.90    3.00
1973357    6.30   14.00     .60    1.40    6.60    1.00
1973358    6.00   15.20    1.90     .00    5.60    4.00
1973359    2.50   10.00    4.10     .00    6.40    7.00
1973360    2.30   11.00    7.10     .00    7.20    6.00
1973361    2.40    5.20    3.60    3.10    5.50    4.00
1973362    3.60    6.00   -1.50     .50    5.30    1.00
1973363    2.40    3.90    1.60     .00    5.20    1.00
1973364    2.40    3.60    1.30     .00    4.90    1.00
1973365    2.40    3.50    -.30     .00    4.90    2.00
1974001    2.40    4.50    2.20    3.50    5.70     .00
1974002    2.40    4.30    1.50     .00    4.40   13.00
1974003    2.40    4.50    1.10     .00    5.10    6.00
1974004    2.70    7.50    1.70    1.00    5.20    8.00
1974005    3.10    5.40     .00     .00    4.90    5.00
1974006    6.30    5.20   -1.10     .00    4.60    3.00
1974007    2.50    1.90    -.70    2.00    4.40    4.00
1974008    2.70    1.70    -.50     .00    4.30    5.00
1974009    4.30    1.40   -1.50     .00    3.40    9.00
1974010    7.20    2.10   -2.30     .00    3.40   10.00
1974011    2.60     .50   -3.50     .00    3.40    5.00
1974012    7.50    6.20   -4.10     .00    4.60    3.00
1974013    2.60    1.60   -2.40     .00    4.10     .00
1974014    8.40    2.00   -6.00     .00    3.10    4.00
1974015    6.40    2.40   -8.30     .00    2.80    2.00
1974016    2.70   -1.40   -5.50     .00    3.10    3.00
1974017    2.80    3.30   -3.10     .20    4.50    3.00
1974018    5.20    5.40    1.00    1.90    4.50    6.00
1974019    4.70    4.00   -3.00     .00    4.90    3.00
1974020    3.50    9.70    3.20    8.10    6.50    4.00
1974021    3.30    8.70    3.60     .00    6.00    3.00
1974022    9.30   10.70    1.40     .00    5.40     .00
1974023    3.70    6.20   -2.20     .00    4.70    1.00
1974024    6.70    6.80    1.40     .50    5.20    2.00
1974025    3.00    1.90   -3.20     .00    4.40    2.00
1974026   10.00    9.50    -.10     .00    4.90    2.00
1974027    8.00    7.80   -3.10     .00    4.70    1.00
1974028    3.20    4.40     .20     .00    5.30    2.00
1974029    9.90    7.20     .60     .00    5.00    5.00
1974030    4.70    7.50    -.40     .00    4.40    6.00
1974031    7.60    8.90    -.50     .00    4.50    5.00
1974032   10.20   14.00   -1.60     .00    4.80    3.00
1974033    3.40   10.90    4.20     .20    6.30    3.00
1974034   10.70   15.60     .60     .10    5.30    1.00
1974035    4.60   13.80    5.00     .00    6.60    4.00
1974036    6.30    9.60    1.60     .00    5.70    3.00
1974037    8.70   14.40     .40     .00    4.80    7.00
1974038    3.60   11.60     .60    4.00    5.30    1.00
1974039    8.80    7.00   -1.40     .20    4.30    5.00
1974040    5.30    9.70   -1.50     .20    4.10    3.00
1974041   11.80   13.60    2.30     .00    5.20    1.00
1974042   13.00   16.50    1.00     .00    5.60    2.00
1974043   13.30   17.20     .60     .00    5.10    4.00
1974044   10.90   15.70    2.40     .00    5.50    7.00
1974045    5.60   12.20    5.20     .80    6.40    7.00
1974046    5.90   12.40    1.60     .00    6.30    3.00
1974047   11.50   16.40     .60     .00    5.70    5.00
1974048   13.10   16.40    5.00     .00    5.70    5.00
1974049    7.10   16.60    4.20     .00    6.00    9.00
1974050    6.60   16.00    4.50     .00    5.70   10.00
1974051    5.60   11.70    2.20     .00    5.80    2.00
1974052    6.40   10.00    3.50     .00    5.70    3.00
1974053    4.90    9.00     .50     .00    5.00    2.00
1974054    4.40    8.00    4.40     .20    6.30    6.00
1974055    4.50    6.30    3.10    4.80    5.00    2.00
1974056    4.50    4.20    1.00     .00    4.80    2.00
1974057    5.70    7.20    2.00     .00    4.10    5.00
1974058   12.30    6.70   -2.10     .00    3.30    4.00
1974059   15.60    5.80   -3.00     .00    2.70    6.00
1974060   15.60    7.50   -3.00     .00    2.90    8.00
1974061   14.60    8.70   -1.80     .00    3.10   11.00
1974062   14.40    8.80   -3.20     .00    3.70    2.00
1974063    9.40   10.10    1.00     .00    4.60   12.00
1974064    5.10    7.50    2.80     .00    5.20   15.00
1974065    5.10    5.30    2.00   11.10    4.90   10.00
1974066    5.10    5.70    2.00    6.80    5.30    2.00
1974067    6.70    4.40    -.60    4.20    4.20    4.00
1974068    5.10    2.40    -.40     .10    4.20    7.00
1974069    5.10    4.80    -.60     .40    4.30    4.00
1974070    5.10    3.30    -.40     .20    4.70    7.00
1974071   15.30    8.80     .90     .00    4.60    4.00
1974072   16.70   11.10   -1.40     .00    4.60    3.00
1974073   15.80   12.50   -2.30     .00    4.80    3.00
1974074    7.50   11.80    -.40     .00    4.60    3.00
1974075   11.00   12.20    3.40     .00    5.50    2.00
1974076   14.20   17.50    -.20     .00    5.30    1.00
1974077   16.90   22.00    5.00     .00    6.70    3.00
1974078   18.00   26.00    5.20     .00    5.70    3.00
1974079   16.60   23.30    8.20     .00    6.40    3.00
1974080   19.20   26.10    4.20     .00    5.60    4.00
1974081   20.00   25.10    8.20     .00    5.60    6.00
1974082   16.00   26.00    9.20     .00    7.70    1.00
1974083   18.70   22.80    9.50     .50    7.60    3.00
1974084   12.50   15.90    7.50     .20    5.70   14.00
1974085   19.40   19.00   14.60     .00    6.00    4.00
1974086   20.40   21.20    3.60     .00    6.50    3.00
1974087   20.70   20.90    4.30     .00    6.10    5.00
1974088   20.30   18.40    8.00     .00    4.90   11.00
1974089    6.70   12.00    7.70     .00    4.00    9.00
1974090    6.70   11.80    4.50     .00    5.20    3.00
1974091    7.60   11.20    5.60     .20    5.40    6.00
1974092    9.30   12.90    5.00     .00    4.10    7.00
1974093   20.80   15.40     .60     .00    3.80    4.00
1974094   20.00   16.60   -2.20     .00    3.90    3.00
1974095   21.30   17.60    -.40     .00    4.30    2.00
1974096   20.40   18.00    -.80     .00    4.30    4.00
1974097   14.90    4.70    2.30     .00    5.30    2.00
1974098   17.50   16.60    4.60     .60    5.10    6.00
1974099   19.20   17.40    -.20     .00    4.30    2.00
1974100   20.50   21.20    4.60     .00    5.10    2.00
1974101   11.10   19.60    7.00     .00    5.50    3.00
1974102   14.60   21.00    9.10     .00    7.70    2.00
1974103   13.70   19.70    8.30     .00    8.20    5.00
1974104    8.50    8.80    3.20     .00    4.90    2.00
1974105    8.60    9.00    3.40    3.70    6.10    2.00
1974106   11.60   10.60    2.60     .90    5.90    2.00
1974107    8.70    6.90    4.40   11.40    6.20    3.00
1974108    8.70    6.40    4.40   11.20    6.10    4.00
1974109   16.30   12.60    4.40     .00    4.80    3.00
1974110   20.50   15.50    1.60     .00    4.90    3.00
1974111   13.00   13.70    5.00     .00    6.30    1.00
1974112   22.30   15.90    2.40     .00    5.60    3.00
1974113   18.90   15.80    2.60     .00    5.80    4.00
1974114   24.10   19.70    3.60     .00    5.40    2.00
1974115    9.70   17.30    7.20     .00    7.60    3.00
1974116   18.20   17.10    9.30    6.70    8.30    4.00
1974117   21.90   18.40    4.90    2.20    6.90    2.00
1974118   19.10   23.60    9.20     .00    8.80    5.00
1974119   13.30   21.50   12.00     .00    8.80    7.00
1974120   14.90   21.40    9.30     .00    9.40    7.00
1974121   14.60   19.10    9.50   16.20    8.80    1.00
1974122    9.50   14.50   10.00    6.00    9.50    2.00
1974123   22.10   19.60    7.90    3.20    9.50    2.00
1974124   10.50   18.30   11.00     .00    9.40    4.00
1974125   19.80   20.00    6.40     .30    8.10    1.00
1974126   11.80   16.50    8.20    6.20    9.20    2.00
1974127   17.20   17.00    9.40     .10    8.40    1.00
1974128   16.10   15.40    8.30    2.80    8.20    2.00
1974129   20.40   17.10    6.00     .00    6.50    4.00
1974130   25.90   19.50    6.10     .00    6.80    2.00
1974131   23.80   23.10    5.40     .00    7.10    2.00
1974132   14.70   18.50   10.40     .00   11.60     .00
1974133   21.10   20.50   10.30    5.00    9.90    1.00
1974134   23.70   22.60    8.50     .00   10.20    3.00
1974135   10.10   16.50    9.60     .50    8.90    4.00
1974136   12.20   15.20    6.40    4.60    9.00    2.00
1974137   11.10   14.80    9.00    3.30    8.90    2.00
1974138   11.10   16.60    8.40     .40   11.50    1.00
1974139   26.00   22.30    9.10     .20   10.50    2.00
1974140   26.70   25.40   10.80     .00   10.20    2.00
1974141   16.00   22.60   12.00     .00   11.40    1.00
1974142   17.00   22.60   10.00    2.20    9.50    2.00
1974143   24.30   16.80   10.30   26.90    8.40    5.00
1974144   18.80   18.40    8.40     .10    8.80    2.00
1974145   21.40   19.10   11.20    8.80    9.20    2.00
1974146   27.40   20.50    7.70    1.10    8.60    1.00
1974147   27.30   23.80    9.70     .00    9.70    3.00
1974148   24.90   24.70   10.20     .00   11.40    1.00
1974149   16.10   24.00   13.10     .00   11.70    2.00
1974150   24.30   25.80   15.00     .00   12.80    1.00
1974151   21.00   29.10   14.40     .00   13.10    4.00
1974152   12.50   22.90   17.20     .90   13.80    1.00
1974153   10.50   17.20   14.00    4.20   11.10    1.00
1974154   20.80   22.00   11.50    3.10   10.30    2.00
1974155   29.60   26.00   10.70     .00   11.00    1.00
1974156   23.70   26.00   14.20     .00   13.10    1.00
1974157   23.40   29.20   14.00     .00   13.70    4.00
1974158   10.60   22.40   13.00   17.50   11.60    2.00
1974159   29.70   19.50    8.70   12.40    8.30    2.00
1974160   25.70   22.50    9.00     .00   11.20    1.00
1974161   17.20   21.00   11.90     .00   11.60    2.00
1974162   10.70   15.00   11.40    9.00    9.70    5.00
1974163   27.20   17.70    9.40    4.10    7.90    6.00
1974164   10.70   15.00    9.00     .80    8.20    3.00
1974165   12.70   18.60   10.90     .10   10.10    2.00
1974166   23.60   22.60   13.20    1.80   11.50    2.00
1974167   27.90   23.50   12.50   12.00   12.40     .00
1974168   28.30   24.90   12.40     .00   12.30    2.00
1974169   26.20   27.00   13.40     .00   12.10     .00
1974170   24.50   24.20   14.00     .00   12.70    3.00
1974171   26.80   23.30   12.50     .00    9.80    2.00
1974172   22.20   23.40   10.70     .00    9.80    2.00
1974173   23.60   25.10   11.80     .00   11.30    1.00
1974174   28.20   27.50   13.20     .00   12.50     .00
1974175   14.10   25.90   17.00     .00   13.90    1.00
1974176   20.80   23.60   15.30    1.20   12.10    3.00
1974177   29.00   27.70   13.80     .10   12.00    1.00
1974178   15.20   31.20   17.40     .00   13.50    2.00
1974179   14.60   26.40   18.80     .00   14.00    2.00
1974180   12.60   24.70   18.10    1.00   14.60    3.00
1974181   14.60   22.70   15.40   14.50   12.90    2.00
1974182   23.50   24.90   12.10    6.70   12.90    2.00
1974183   19.10   24.00   15.20    2.90   11.00    2.00
1974184   27.60   25.20   11.30     .10   10.20    1.00
1974185   23.90   24.50   15.60    1.70   10.60     .00
1974186   27.30   25.40   11.40     .00   10.10    1.00
1974187   26.00   31.10   12.60     .00   13.20    2.00
1974188   15.90   19.00   13.60    5.80    9.30    2.00
1974189   23.00   20.60   10.40    3.80    8.30    4.00
1974190   23.10   24.10    8.50     .00    8.90    2.00
1974191   18.10   24.30   14.80    3.30   10.10    4.00
1974192   17.40   25.60   10.40     .00   10.70    1.00
1974193   24.10   30.90   14.70     .10   13.80    2.00
1974194   26.60   33.70   17.20     .00   15.60    1.00
1974195   26.50   34.30   17.50     .00   14.90    1.00
1974196   25.90   30.30   20.50     .00   14.50    2.00
1974197   25.30   31.00   16.70     .20   14.80    1.00
1974198   24.40   35.40   19.90     .00   17.60    4.00
1974199   21.80   32.70   17.50     .00   14.60    4.00
1974200   12.60   19.10   14.50    5.90   12.10    3.00
1974201   12.60   16.60   13.50   13.60   11.10    3.00
1974202   17.80   19.60   11.00     .90   10.80    1.00
1974203   12.50   19.50   13.30     .70   10.30    4.00
1974204   12.80   19.70   14.00    6.00   12.60    4.00
1974205   23.30   29.10   13.40    3.00   12.70    2.00
1974206   17.30   26.20   16.00     .00   13.30    3.00
1974207   22.20   23.20   13.90    5.60   10.50    2.00
1974208   12.40   25.00   10.60     .00   10.60    2.00
1974209   26.20   28.40   12.10     .00   12.30     .00
1974210   25.40   30.40   13.50     .00   13.00    1.00
1974211   25.70   31.10   14.40     .00   13.70    1.00
1974212   25.40   32.10   14.70     .00   12.60     .00
1974213   24.80   33.10   16.00     .00   14.30    1.00
1974214   24.20   33.80   16.70     .00   16.40    1.00
1974215   24.40   34.40   17.60     .00   16.00    2.00
1974216   24.60   35.30   17.50     .00   16.10    1.00
1974217   24.80   34.00   20.80     .00   15.70    2.00
1974218   14.10   24.40   17.00    1.90   11.90    2.00
1974219   24.90   25.60   11.00     .00   10.10     .00
1974220   24.50   29.40   11.40     .00   12.10    2.00
1974221   13.50   24.40   15.80     .80   13.40    2.00
1974222   23.80   25.70   12.70    4.20   11.00    2.00
1974223   12.40   20.40   13.80     .00   12.10    2.00
1974224   11.40   16.40   12.90   16.40   10.70    5.00
1974225   21.60   24.00   13.90    8.90   11.20    3.00
1974226   23.10   28.00   12.70     .00   13.10    1.00
1974227   22.30   30.90   15.10     .00   14.80    1.00
1974228   21.90   32.20   18.80     .00   16.70    2.00
1974229   21.90   31.80   16.40     .00   15.60     .00
1974230   23.20   32.60   16.50     .00   16.00     .00
1974231   22.80   32.60   18.00     .00   15.10    3.00
1974232   22.50   32.80   18.00     .00   15.50    2.00
1974233   19.20   33.00   18.20     .00   16.60    2.00
1974234   19.60   28.90   19.00    4.00   16.90     .00
1974235   17.50   29.50   19.40    1.00   15.60    1.00
1974236   15.20   25.40   17.20    3.30   15.70     .00
1974237   18.70   28.70   15.60     .00   14.90     .00
1974238   20.30   29.30   16.00     .00   13.10    2.00
1974239   17.50   28.70   17.00     .00   13.90    2.00
1974240   19.60   29.30   16.50     .60   10.40    3.00
1974241   18.60   29.00   13.90     .00   10.00    4.00
1974242   16.30   27.40   11.90     .00   10.70    4.00
1974243   20.10   25.70   13.20   15.00   11.80    1.00
