DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
71001   3.0  11.2  -0.2  13.0   6.3   0.5
71002   3.0   0.6  -3.7   1.7   4.7   0.5
71003   3.0  -2.4  -4.4   1.3   4.3   0.0
71004   3.0  -0.6  -4.4   0.1   4.7   0.0
71005   5.4   5.6  -1.6   0.6   5.5   1.9
71006   3.1  -0.8  -4.6   0.3   4.1   0.0
71007   3.1  -1.6  -3.9   1.6   4.5   0.0
71008   3.1  -0.7  -2.4   0.1   4.7   0.0
71009   3.1  -1.2  -4.2   0.0   4.5   0.1
71010   3.2  -2.4  -5.3   7.0   4.4   0.0
71011   3.2   0.1  -6.2   8.1   4.2   0.5
71012   3.2   1.1  -3.0   0.0   5.0   0.0
71013   3.2   1.3  -3.3   1.9   4.6   0.0
71014   3.8   1.6  -4.4   0.9   4.7   6.0
71015   8.0   2.3  -5.2   0.0   4.2   0.8
71016   3.3  -0.8  -8.3   0.0   4.0   0.0
71017   4.2  -1.6  -9.2   0.0   3.8   0.0
71018   5.6   0.3  -8.9   0.0   3.8   0.0
71019   5.0  -0.7  -9.0   0.0   4.2   0.0
71020   6.0   8.6  -8.9   0.0   5.6   2.4
71021   3.8  10.3   2.9   0.0   7.6   6.7
71022   4.5  13.4   6.2   0.0   8.9   4.4
71023   3.6  10.1   4.9   1.4   9.7   0.0
71024   5.9  10.4   3.4   2.4   9.1   0.5
71025   7.7  14.8   4.0   0.0   8.5   1.9
71026   4.3  12.8   5.6   0.0   8.7   0.5
71027   8.0  14.8  -0.4   0.0   7.0   2.4
71028   7.1  13.6   5.0   1.3   6.9   0.8
71029   9.5  13.2  -1.0   0.1   6.3   0.0
71030   5.9  12.3   0.9   0.0   7.2   2.9
71031   4.9  11.4   5.4   0.0   7.3   6.0
71032   6.2  13.6   6.3   0.0   8.3   7.5
71033   4.0  10.0  -1.2   2.8   6.5   2.4
71034   9.2   2.0  -4.4  22.4   4.3   1.2
71035   4.7   2.2  -4.5   2.5   4.9   0.0
71036   5.1   2.3  -4.8   0.6   4.3   0.5
71037   4.2   2.0  -2.7   0.0   5.4   0.0
71038   4.3   4.0   0.2   0.2   5.6   0.8
71039   4.4   5.4  -0.1   0.0   5.3   0.8
71040   8.3   9.8   2.7   0.0   6.2   1.9
71041   4.5   9.6   4.0   0.1   7.4   0.0
71042  10.5   8.5  -0.3   0.0   5.2   1.9
71043  11.3   9.4  -4.6   0.0   4.8   0.5
71044  10.9  12.8  -3.8   0.0   5.5   1.2
71045  10.2  12.4  -2.1   0.0   5.8   0.5
71046  10.4  12.4   0.5   0.0   6.9   2.4
71047   6.5  15.2   6.6   0.0   7.9   6.7
71048   4.9  10.2   4.8   0.0   8.3   2.9
71049   4.9   8.2   3.4  21.3   8.1   0.5
71050   6.3  10.2   2.0   4.0   8.5   0.5
71051   5.1   6.6   2.9   9.8   7.7   0.5
71052   5.1   3.8   2.4   7.1   7.2   0.0
71053   5.2   5.0   1.8   8.3   7.1   0.0
71054   5.3   5.7   2.8   2.7   7.1   1.2
71055   5.3   3.9   2.0   0.1   7.0   0.0
71056   5.4   5.2   0.7   1.4   5.9   0.5
71057  10.2   7.4  -0.6   0.0   6.1   0.5
71058  10.0   2.2  -6.5   7.0   3.6   1.2
71059  14.5  -0.5  -8.1   0.0   2.5   1.2
71060   9.0   0.6  -8.3   0.0   3.7   0.0
71061   8.3   0.2  -4.9   0.2   3.9   1.2
71062   6.1  -0.5  -5.3   0.0   4.1   1.2
71063   5.8  -2.9  -8.1   0.0   3.8   0.0
71064  10.4  -2.2  -8.7   8.8   2.8   0.5
71065  11.1   0.0 -11.2   7.1   3.1   0.8
71066   6.0  -0.6  -9.5   0.4   4.0   0.0
71067   7.5   0.9  -5.2   3.4   4.0   0.0
71068   6.1  -0.3  -4.6   9.1   4.5   0.0
71069   8.9   5.7  -5.0   0.3   4.8   0.0
71070  17.1   6.8  -3.7   0.0   3.5   1.2
71071  12.9   3.3  -4.2   3.2   4.3   3.7
71072  15.4   3.0 -12.4   0.0   2.7   0.8
71073  15.3   7.9  -8.6   0.0   3.9   0.8
71074   6.5   5.2   1.0   1.2   7.0   5.0
71075  11.7  14.8   2.2   2.2   8.5   3.7
71076   6.7  10.7   3.2   0.0   9.2   1.2
71077  15.4  14.6   4.8   0.2   8.2   0.5
71078  13.4  18.6   4.0   0.0   6.7   2.9
71079   9.7  20.3   8.6   0.0   7.9   2.4
71080  15.1  21.6   2.4   0.0   8.3   3.7
