DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.4561995884422267,6.101008019219014,4.412912088796724,4.474408713264059,1.541681422731494,1.3470657767520307,0.009463862274255998,2.288326196504597,2.2764884153590415,804.5311261355332,2.843602141762139e-05,0.00012895482026504412,0.9800656568541426,0.17768475782335083,1.6890933863642028,3.75,4.666666666666666,-2.6,1.9633333333333336,5.533333333333335,0.83,0.03396726704498725,3.633333333333333,7.2416643521987405,-4222.397780191089,-2.3617895913154525e-06,6.106017998587629e-06,-0.17515032284380996,0.622259344735483,6.708167539875814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5422069572046986,5.599737268056812,3.8304526907523546,7.224333083804147,1.4778673668577258,0.693185218485245,0.009072129308517201,2.0752122173711385,2.207080789650983,799.8408355717212,2.7589330593218954e-05,0.0001906548021783361,0.5761321913471658,0.16178293897309948,1.5657724863482576,3.823333333333333,4.613333333333333,-2.1733333333333333,3.606666666666667,5.606666666666668,0.4533333333333332,0.03441743564437865,3.3933333333333326,7.458949013777746,-4295.382491521829,-2.7861111111111117e-06,1.1804968130602842e-05,-0.22363520785539154,0.6392930223153229,6.794252806278648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6179346846143576,6.089595422833367,3.585765280059218,4.205881213444954,1.4823288604674445,1.3705607544392897,0.009099516913010123,2.1850780516846586,1.9664682774138218,809.8299478334949,2.2556220392237753e-05,0.00015746078455425034,0.33678419157256695,0.1763657375542994,1.6961847707873714,4.123333333333334,5.16,-2.043333333333334,2.1766666666666663,5.516666666666667,0.8466666666666666,0.03386495599967102,3.601666666666667,7.1819395756519535,-4208.052393740541,2.418499228395062e-06,-1.4487915433012558e-05,-0.16424233265607283,0.625848870766086,6.441347887737781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.3855618388204123,5.499304031201239,5.265039760358977,3.129079406316573,1.755529850920019,1.4208990192791695,0.010776605647888002,2.0165664456905597,2.5301438857167846,1036.51996493694,2.328478801157538e-05,0.0001679574962983226,0.2559908885806314,0.1632486842530826,1.5280493054169415,3.976666666666667,5.479999999999999,-2.9266666666666667,1.07,5.553333333333334,0.7033333333333333,0.03409004029936672,4.203333333333334,7.042515113580036,-4121.724768159932,6.984625771604936e-06,5.902484065301399e-06,0.04237381385289325,0.5689468268708695,6.204746957803879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17.511059231305765,5.967044552343746,5.072247002579076,6.6888730731346495,1.800332025571631,1.0330236836754918,0.011051631087150796,2.036460756752534,2.4718769948746595,1021.1702597917713,2.856555164827322e-05,0.0001598590717491287,1.2392166659048034,0.1680155606556102,1.562732564444014,7.526666666666667,4.029999999999999,-3.3299999999999996,3.5033333333333334,5.346666666666667,0.59,0.03282138333744551,3.6800000000000006,6.968957671130857,-4076.1685850792855,-6.075270061728395e-06,-3.3268546549880726e-05,0.0867010840120201,0.6114103267069478,6.5682204344895885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17.549486353291595,6.722065227260164,5.535508158670949,2.012775289945724,1.8771952666053457,0.675013835532961,0.011523468599343946,2.2561697019811984,2.6685724189394193,1094.3019337896017,2.00563179371472e-05,0.0001836845882026929,0.16007316678712313,0.1890793401323478,1.7496548604287117,7.363333333333334,4.826666666666667,-2.8233333333333333,0.9666666666666668,5.54,0.42333333333333323,0.03400819146311374,3.8249999999999997,7.182922292645668,-4145.9939034140725,1.683275462962964e-06,3.112218870795294e-05,-0.05133716082337664,0.6069717658683829,6.4825345824604765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.9023548625292035,7.678843902447875,5.010581905775291,2.9227683303066763,1.6788611356046335,0.6328279895578388,0.010305962263469842,2.908362892185856,2.213058569147801,925.7629635266609,2.0628073612109324e-05,0.0001978492908584777,0.5484821039406369,0.21127994635192882,1.9339969482283303,4.136666666666668,4.853333333333334,-3.06,1.653333333333333,5.473333333333333,0.3433333333333333,0.03359894728184884,3.956666666666666,6.983830105390384,-4116.621781405452,1.528491512345679e-06,-1.0731789209638943e-05,-0.08930221597706103,0.6115548949440212,6.6087708951908395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.5448431085016554,6.200227100030613,5.698316952570646,1.6648357759609624,2.083862461541233,0.6866209113201177,0.012792128804131728,1.8214052930029907,2.969501174351966,1176.2312976539956,3.130329820338372e-05,0.00015875970273536696,0.49547017464207793,0.1570589165535825,1.4091382782607067,3.936666666666667,3.083333333333334,-3.156666666666667,1.0933333333333335,5.4399999999999995,0.45999999999999996,0.033394325191216385,3.1199999999999997,7.389463993614725,-4169.957531406929,-9.712692901234568e-06,-5.365894604819485e-06,-0.08546658504616285,0.6566488857279001,6.974907439790211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.6908169826937267,5.965725861743168,5.450968489292922,2.4483538922323294,1.955716642616434,0.6337264357767464,0.012005484842905718,2.340188616035188,2.9851569235913313,1210.7721627650403,2.1839373027078802e-05,0.00012480672940639199,0.5889595068975427,0.19381795534403398,1.7302908448157241,4.109999999999999,3.033333333333333,-3.526666666666666,1.3266666666666669,5.3,0.4333333333333333,0.032534912410560085,3.28,7.191307160579684,-4075.312556699597,1.8574074074074075e-06,-2.253675734024178e-05,-0.05697352845436616,0.6531400778737257,6.893616211349649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.7721504567556645,6.266756846991141,4.7091510326465285,2.7011470530681687,1.851920407415583,0.5568383657016113,0.01136831476350844,1.9155714012021188,2.51169388132312,985.6456472390707,2.7359553280400556e-05,0.00014898019334898821,0.3038087090657158,0.15751078305573826,1.542081631429178,4.35,4.25,-3.11,1.1966666666666665,5.426666666666667,0.36000000000000004,0.03331247635496339,3.6799999999999993,7.05025978861031,-4120.650486159622,4.643518518518517e-06,2.0390399498313997e-05,-0.05570705217804556,0.6098047515017427,6.592099928730061,4.709666666666667,1.452196675793326,4.399666666666667,0.8171063820006376,-2.875,0.47905578427198237,1.8556666666666666,0.9797531183106825,5.473666666666667,0.09630776285006988,0.5443333333333333,0.187709060404725,0.03360099350275516,0.0005912008733554697,3.6373333333333333,0.31925859327936057,7.16918090671801,0.16438976165931435,-4155.226227777834,69.67630342385864,-1.8200457641549612e-07,5.0450259666650805e-06,-1.1064844736834686e-06,1.98666706609974e-05,-0.07727395079693733,0.09517822731820728,0.6205878767310483,0.025548844252542783,6.626866468370695,0.22738250472643143
