DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.5231885793544613,5.890713517658657,3.791915174374972,4.504995949581655,1.4667228306905722,1.6200468277608306,0.009003716759827644,2.245943981451027,1.9552600922417753,735.3127314882997,2.3485783730971925e-05,0.00014417919227084985,0.4998507754811556,0.1720838913480331,1.5315193387478623,4.369999999999999,6.053333333333333,-1.9,2.286666666666667,5.589999999999999,1.7399999999999995,0.03431512459906242,3.9766666666666666,7.099083668565604,-4207.317356437508,-1.1808947956577275e-06,1.3322221087827667e-05,0.02079411228210569,0.5952906757518945,6.164749899394894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.184206412576037,4.778766493081901,4.2034742062131,3.849324466783063,1.6328699788458638,1.8139466085997609,0.010023638064072317,2.6484136435961445,2.4567903169779566,1035.5830981339318,3.31061254876185e-05,0.00021778321079427907,0.37741865082140574,0.19336219611264602,1.6168522290129494,3.8799999999999994,5.116666666666665,-2.0333333333333328,1.6833333333333333,5.483333333333333,1.6166666666666667,0.033660333909038574,3.575,7.313384998276506,-4187.7602679872025,-4.662866512345678e-06,-1.7170862735422297e-05,-0.003136866682700213,0.6359579260007803,6.412459193211941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.3677903986768745,6.233963334073655,3.757450835554498,4.181658088344394,1.4770621664906867,1.5440505024198492,0.009067186455042755,2.320315079674637,1.8452577121688312,763.2128415561227,3.385311185344032e-05,0.0001594000541727052,0.9099123588056827,0.176616224079855,1.3728665394484199,4.153333333333332,5.266666666666667,-2.0133333333333336,2.0166666666666666,5.3966666666666665,1.7266666666666666,0.0331283164733942,3.6399999999999997,6.968639086256422,-4139.955177253065,7.545717592592589e-07,-1.3951325972530634e-05,0.07755109273579877,0.624898946645876,6.1933264092503055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.6455478073294911,5.612998051526188,5.084011449022621,2.135534066018718,1.763225883782727,1.8437374585585533,0.010823848997906305,2.1385111374639765,2.548281546142015,995.7721764353059,2.9837687775292785e-05,0.00018002639133066027,0.37266394929676144,0.1715971704146248,1.4502282161674434,4.39,4.833333333333333,-2.3800000000000003,0.9466666666666669,5.300000000000001,1.6833333333333331,0.03253491241056008,3.606666666666668,6.96941745598218,-4073.164602516794,-3.869598765432097e-07,-1.5561094353976498e-05,0.022035633620762995,0.6216462791483399,6.181928719371109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.7092749017215376,5.3493462915693195,4.657463420923602,4.057664806038186,1.656894338989277,1.1241804166571316,0.010171115508031878,2.0636314381797147,2.232800123550272,969.6362001876827,2.533150071887318e-05,0.00019236950865045784,0.3427911573819007,0.16983412570412615,1.3833647272012886,4.6899999999999995,4.896666666666666,-3.0900000000000003,1.7866666666666666,5.156666666666666,1.4366666666666668,0.03165503742084053,3.993333333333333,6.561699111150736,-3939.3967091430777,4.488734567901234e-06,-2.307334680072374e-05,-0.0792316992147357,0.5867323148396965,5.95731689335172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.6600789345586904,6.0400207429041695,5.554835317297791,2.0566684364455208,1.908601220970388,1.1393686495336925,0.011716259160558413,2.0792792738953016,2.631430719295202,1150.2503962405679,2.3222395735613864e-05,0.00015821562539765572,0.31799930720178265,0.1757347271807486,1.4291229599508317,4.6,4.1433333333333335,-4.003333333333333,0.8666666666666668,5.3,1.0666666666666667,0.032534912410560085,4.073333333333332,6.7432851430860135,-3968.588781018511,9.287037037037038e-07,2.3073346800723736e-05,-0.05994829091870312,0.5783841320154147,6.328414762280491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.684192906743891,6.496231445115372,5.523472379440019,2.570480075023332,1.5723033839035274,1.3615618145029784,0.009651840165684617,2.289383292956635,2.3039313783845836,1031.0511560386828,2.0899354223319284e-05,0.00016239165766223263,0.5767449851953845,0.18194145620333751,1.62803658207491,4.293333333333334,3.136666666666667,-3.9433333333333334,1.6766666666666667,4.96,1.2166666666666666,0.030447767086109054,3.539999999999999,6.558428942286051,-3890.517337821942,-6.191358024691359e-06,-5.4732124969158655e-05,0.10121848010579801,0.6269434744950292,6.542125607416646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.4616004454258236,6.217033516648148,4.96859100266103,2.592342835990322,1.7733532105013379,1.5306861206661542,0.010886017240876702,2.0109477664872926,2.2687653444414786,1039.3237032915056,2.7083204710750075e-05,0.0001607954056693863,0.39393528968717334,0.16580760032849487,1.3277771573564523,4.160000000000001,2.6766666666666667,-3.4,1.0100000000000002,5.006666666666667,1.5100000000000002,0.030734238012994488,3.0383333333333336,6.749728733751501,-3962.48131568821,-5.823746141975307e-06,7.512252446747252e-06,-0.009823311130079742,0.667768143280504,6.644505628988966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.5505134485140684,5.805293858333891,5.875694138499331,3.518228394303411,1.855838875289146,2.028486780999486,0.011392368916159376,1.7531121752045913,2.666520922255172,1148.3700357148841,2.0366140066327495e-05,0.00010224276298691093,0.6980420666087992,0.1571129052044423,1.1920080258113817,4.293333333333334,2.283333333333333,-4.103333333333333,1.3,4.8999999999999995,1.5799999999999998,0.03007944732297064,3.193333333333333,6.618289770602528,-3872.022020126676,1.7993634259259252e-06,-1.7170862735422327e-05,-0.008495850429084784,0.645803529056178,6.59688892268206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.5289129185940182,5.849355009143188,5.384183947601456,2.3279017240385405,1.7449730755753108,1.3186591936378094,0.01071180116464686,1.9618341172097797,2.376907776556368,989.8555826280965,1.898529532759032e-05,0.00013614452391863112,0.38553261805178357,0.16180703416504727,1.2700189650231821,4.236666666666667,3.8233333333333333,-3.3766666666666665,1.2466666666666664,5.169999999999999,1.21,0.03173688625709351,3.6,6.770837716167571,-4001.1045233445507,4.7209104938271605e-06,4.346374629903776e-05,0.09197227653605047,0.6164686944951459,6.410872407829107,4.306666666666667,0.23004025412635612,4.223,1.2276439846659204,-3.0243333333333324,0.876882877154591,1.4820000000000002,0.48086906921572226,5.226333333333334,0.22897759877494744,1.4786666666666666,0.2390526570433932,0.03208269759026236,0.0014056162490798617,3.6236666666666673,0.33362468748395313,6.835279462612512,0.24776039484035092,-4024.2308091337536,120.98517169858536,-5.553541400595999e-07,3.937803073954265e-06,-5.428805093289773e-06,2.7719070617997083e-05,0.015293557690521237,0.06087077763607912,0.619989411572886,0.027363466772032097,6.343258844377724,0.21947671039544744
