Date,mesto,Tavg,Tmax,Tmin,RH,HC Relative humidity [%] min,Precipitation,Soil temperature [°C] avg,dewpoint,q,qsat,lcl,tendt,tendq,bowen,R2,R1
1998-05-01,CWA,15.36,20.68,11.9,0.76,38.0,0.1,,11.155399478878438,0.008210472130892323,0.01077531477591015,531.8876974651006,,,,0.5712671194883598,0.5438089386476448
1998-05-02,CWA,14.48,19.51,10.2,0.52,32.0,0.1,,4.746639321512236,0.005318385639216094,0.01017769952373499,1216.609351735835,-0.010215740740740728,-0.07584044935906585,0.13470042473475344,0.5486287222066434,0.37798791263192366
1998-05-03,CWA,14.87,21.22,8.69,0.64,45.0,0.0,,8.126622165712543,0.0067060480889893515,0.01043882331029575,848.0970310024321,0.0045274305555555415,0.0363892795227259,0.12441660332208727,0.44594719120565274,0.42923375017213
1998-05-04,CWA,16.35,22.98,10.49,0.73,48.0,0.0,,11.503317096568423,0.00840987949039551,0.011484659790537432,613.2796079965397,0.017181018518518543,0.04468031626531179,0.38453215990006934,0.45203617150991693,0.48351301029245425
1998-05-05,CWA,16.74,20.35,13.22,0.74,62.0,0.0,,12.085291447304863,0.008740462894227887,0.011775274787320853,589.5974932285224,0.004527430555555521,0.008669033228935622,0.5222532243207696,0.6357777824528732,0.5901875140413134
1998-05-06,CWA,11.36,12.96,9.54,0.9,80.0,17.2,,9.77932063499228,0.007465937833182188,0.008288610675532767,199.76337959035013,-0.062455324074074066,-0.03342242828051557,1.8686650637674922,0.797117744806143,0.8100282351871142
1998-05-07,CWA,15.16,20.89,10.6,0.72,43.0,0.1,,10.150773156355319,0.007681392886635305,0.010636826813618064,632.4378077164034,0.04411342592592593,0.005649972128286966,7.8077245204572066,0.5173560518788138,0.5020714488892538
1998-05-08,CWA,13.43,16.85,9.37,0.81,69.0,4.3,,10.237202807449675,0.007711545514242118,0.009503236336702385,403.4897761469805,-0.020083217592592597,0.0007907055455080399,,0.613326761329128,0.6500512436068943
1998-05-09,CWA,9.13,10.26,8.3,0.97,93.0,17.9,,8.67899960334793,0.0069234686099052265,0.007136068473734997,56.93080365805788,-0.04991782407407406,-0.02066608544607195,2.4154465152258457,0.8763573047208351,0.8991543888016443
1998-05-10,CWA,9.78,12.41,8.23,0.93,76.0,1.0,,8.702601877259454,0.006938012701596337,0.007456334893937883,135.9674463146967,0.007545717592592576,0.0003813960794561042,19.784465543938637,0.7564011800086049,0.7810202837207723
1998-05-11,CWA,13.16,19.91,9.16,0.79,42.0,0.0,,9.601086632992239,0.0073902015445165056,0.009336344400615818,449.2381008058545,0.03923773148148149,0.01185794586051436,3.3089821747406325,0.49908209553222144,0.5141156352386212
1998-05-12,CWA,13.08,15.89,9.9,0.86,68.0,2.5,,10.79288108533326,0.007997559962287251,0.009287396802897429,289.40774369506175,-0.0009287037037037045,0.015927025508510037,-0.05830992756352935,0.675633097126463,0.7171389908594582
1998-05-13,CWA,13.05,16.16,9.55,0.82,60.0,0.3,,10.049781380870488,0.007613364609573937,0.009269100222495807,379.074718659617,-0.00034826388888888147,-0.01007492281966804,0.03456740017988112,0.6486654387880725,0.6707742247179961
1998-05-14,CWA,14.23,19.21,9.91,0.78,62.0,0.0,,10.450473948017626,0.007827676862577251,0.01001337556355119,477.67088291183734,0.013698379629629626,0.005620003972116591,2.4374323750647777,0.5482299890531642,0.5684029991960226
1998-05-15,CWA,13.63,16.06,9.94,0.81,67.0,0.8,,10.432261117243705,0.007813428158585278,0.009628560575288162,404.23727643208576,-0.006965277777777773,-0.00037364999858952497,18.641182400831514,0.6701261316390043,0.6925474241114394
1998-05-16,CWA,13.0,20.38,7.78,0.72,34.0,0.7,,8.073288496303341,0.006669099236938376,0.009238676963835034,620.0712622011862,-0.007313541666666676,-0.03000823795624991,0.24371779767040475,0.4414893128169049,0.4503909570537266
1998-05-17,CWA,16.17,24.7,8.34,0.65,42.0,0.0,,9.590091158349892,0.007408685811509265,0.011352688976154194,829.4411332332102,0.03679988425925928,0.01939450231409879,1.8974389578694002,0.3526912566419172,0.38374581622245424
1998-05-18,CWA,18.44,25.46,9.39,0.66,42.0,0.0,,11.977419014260214,0.008697802086185752,0.013119702741979967,817.7956648136817,0.026351967592592587,0.033805060059211696,0.7795273117821845,0.3618383507846217,0.42988193070802216
1998-05-19,CWA,20.58,26.19,14.41,0.7,49.0,0.0,,14.922775870266618,0.01055076162894919,0.015004669175160973,719.7317948959832,0.024842824074074038,0.04859096875968559,0.511264226834789,0.4825366797067207,0.49877729424959333
1998-05-20,CWA,18.36,20.28,17.02,0.86,69.0,22.5,,15.97821906574521,0.011246570195432438,0.013053508357798222,304.0353117330797,-0.025771527777777765,0.01824649245513806,-1.4124099654298612,0.8153704146982305,0.763057885284838
1998-05-21,CWA,13.3,17.78,9.71,0.82,69.0,16.8,,10.293965548819322,0.007739620755025666,0.009422553532519818,379.95372738156055,-0.05874050925925924,-0.09196426946616697,0.6387318640188783,0.5916535226339739,0.6152444957029067
1998-05-22,CWA,13.31,18.32,9.78,0.74,43.0,0.0,,8.776113451939224,0.006994412918470255,0.009428738258666377,571.3346097254902,0.00011608796296296049,-0.019541911126421042,-0.005940461104953411,0.5745880448271237,0.5370299666432637
1998-05-23,CWA,11.65,14.8,8.18,0.8,60.0,16.7,,8.317801790622022,0.006771456037377021,0.008450015319907795,419.84326369424184,-0.019270601851851855,-0.005846695836543349,3.2959815920995323,0.6452305685060359,0.6512951833741181
1998-05-24,CWA,11.55,14.86,8.16,0.54,31.0,0.0,,2.562334954547471,0.004550355149741993,0.008394046369195005,1120.4475852518894,-0.0011608796296296254,-0.05824490030809168,0.019931008955102462,0.6418666925971803,0.43504096919371676
1998-05-25,CWA,11.89,21.28,3.31,0.67,40.0,188.9,,5.960096146559043,0.00576875930984931,0.008585693739732468,743.7061646637089,0.00394699074074074,0.03195074534231423,0.12353360456707436,0.30631579304445855,0.3686373246571445
1998-05-26,CWA,15.74,22.91,9.01,0.74,50.0,0.0,,11.120677662716608,0.008195242141880532,0.011042854643604905,584.209452216989,0.04469386574074074,0.06363072089059374,0.7023944584501421,0.4110502476851362,0.4734112200154067
