Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl
2017-07-11 02:00:00,22.15,0.9409000000000001,0.0,26.8,21.154589243616066,0.015574499646622577,0.016536591022402403,128.42917771762822
2017-07-11 03:00:00,19.87,1.0,0.0,26.6,19.870000000000008,0.014354257982702848,0.014354257982702848,-6.755743211480069e-12
2017-07-11 04:00:00,18.45,1.0,0.0,26.3,18.450000000000003,0.013127997941737133,0.013127997941737133,0.0
2017-07-11 05:00:00,17.98,1.0,0.0,26.1,17.980000000000004,0.01274311356193098,0.01274311356193098,0.0
2017-07-11 06:00:00,21.13,0.9904000000000001,0.0,25.8,20.973090483102585,0.0153795871705578,0.015526347736167904,20.244831873927364
2017-07-11 07:00:00,27.34,0.7585,0.0,25.6,22.708131144974644,0.01726497310780293,0.02263755573209057,598.6066371837468
2017-07-11 08:00:00,31.96,0.564,0.0,25.6,22.217484124273028,0.016955377771811858,0.02967378193648199,1254.9667337969297
2017-07-11 09:00:00,34.15,0.4448,0.0,25.8,20.356183587151225,0.01524970558758416,0.03364400632686647,1766.9404513642285
2017-07-11 10:00:00,35.97,0.4219,0.0,26.0,21.136175880715058,0.016082607977702678,0.037297557060947374,1902.398894112008
2017-07-11 11:00:00,36.43,0.37560000000000004,0.0,26.2,19.664149085582498,0.014728243586180583,0.03827542780621807,2142.065092668742
2017-07-11 12:00:00,36.42,0.33880000000000005,0.0,26.5,18.006088114383502,0.013296752170552728,0.03825392800127407,2343.4841416985314
2017-07-11 13:00:00,36.71,0.34840000000000004,0.0,27.0,18.7048829509653,0.013898556396989694,0.03888183372996873,2294.9181268754332
2017-07-11 14:00:00,36.84,0.33840000000000003,0.0,27.7,18.353784677004423,0.013606449759337181,0.03916629350306042,2354.188149339762
2017-07-11 15:00:00,37.0,0.31579999999999997,0.0,28.5,17.39532438300079,0.012826911747787821,0.03951895676298748,2490.974733403948
2017-07-11 16:00:00,36.51,0.3328,0.0,29.1,17.800778068753083,0.013132308237123823,0.03844781621640375,2379.8585460919935
2017-07-11 17:00:00,35.34,0.34700000000000003,0.0,29.3,17.441175135966226,0.012790763186094841,0.035994591073382334,2275.957502617931
2017-07-11 18:00:00,34.54,0.3676,0.0,29.4,17.65138672317379,0.0129261855071498,0.03439878126106855,2149.2206261177203
2017-07-11 19:00:00,31.42,0.4858,0.0,29.2,19.297181199811686,0.014182089256316383,0.028761522961961796,1550.668872328374
2017-07-11 20:00:00,25.71,0.7079000000000001,0.0,28.9,20.014286948017872,0.014624903920451177,0.02053563642893404,731.6099973474378
2017-07-11 21:00:00,23.38,0.8731,0.0,28.5,21.152320783730787,0.015604549590692648,0.01783213616469537,287.25560235058373
2017-07-11 22:00:00,25.89,0.7162999999999999,0.0,28.2,20.37751342874786,0.014957687306155305,0.020758895738425487,708.6534092855848
2017-07-11 23:00:00,23.6,0.8017,0.0,27.9,19.98484295169277,0.014541341643386463,0.018073128239655553,464.764969055208
2017-07-12 00:00:00,21.97,0.8961,0.0,27.6,20.185217610839675,0.014679928401532873,0.01635418398767704,229.73421699929625
2017-07-12 01:00:00,21.53,0.8998,0.0,27.3,19.81749339621633,0.014343909385606774,0.0159157971232306,220.27484122228316
2017-07-12 02:00:00,22.49,0.8804000000000001,0.0,27.1,20.411805427455334,0.014896582212310088,0.01688607162619839,267.5893719790946
2017-07-12 03:00:00,20.79,1.0,0.2,26.8,20.790000000000003,0.015201990208925984,0.015201990208925984,3.390945182349205e-12
2017-07-12 04:00:00,20.09,1.0,0.0,26.6,20.090000000000003,0.014553065284127815,0.014553065284127815,0.0
2017-07-12 05:00:00,19.7,1.0,0.0,26.4,19.7,0.014202288529582077,0.014202288529582077,3.3754710574475107e-12
2017-07-12 06:00:00,20.7,1.0,0.0,26.1,20.699999999999996,0.015117143854187292,0.015117143854187292,0.0
2017-07-12 07:00:00,21.53,1.0,0.0,26.0,21.530000000000005,0.0159157971232306,0.0159157971232306,-6.803130079314156e-12
