DATE,std_RAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,RAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_RAD,rolling_std_RAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
13,1.8786795313754807,6.574420126520665,6.163709138564829,1.0606872636476634,1.4817820895528262,1.5945344868910982,0.009096160470780735,2.4658407672952385,2.355254966394284,1082.454364057616,2.155847553305666e-05,0.00010921935432983361,0.3234982698947768,0.18261697323699716,1.7486271118189618,4.943333333333332,3.7099999999999995,-4.92,0.3333333333333333,4.753333333333333,2.076666666666666,0.029179110124187838,4.315,6.018811081424263,-3673.6389411816644,-2.902199074074061e-07,-7.02932193231351e-05,-0.033715604531799066,0.5638586932385601,6.084554867905993,4.776999999999998,0.2158900611851284,4.158,0.5613722164768209,-4.5373333333333346,0.6485821192664033,1.026,0.5162275314214952,4.893999999999999,0.14486093799925723,2.471333333333334,0.25322219784505806,0.030042615346656792,0.0008892524395315918,4.347666666666667,0.20755960024610037,6.1883814914072115,0.1982369005617816,-3740.8405336067954,102.51412063160014,4.3339506172839527e-07,3.1361288335916968e-06,-5.4732124969158594e-06,3.1704521961792446e-05,-0.07795341214126285,0.08824379914739476,0.5697796506593809,0.015240177927359305,6.091501531522722,0.10650522282722956
14,2.1496965837761497,6.281519144173699,5.902619718415704,3.2430934572432215,1.477357846595249,2.3942075693342613,0.009069001535477374,2.5146016114621053,2.302197579543222,1045.8717323845485,2.6127455609594447e-05,0.00014628982842150874,0.48209244433494963,0.18426506691257621,1.6995636538939174,5.253333333333331,3.4100000000000006,-5.966666666666669,1.06,4.549999999999999,2.7866666666666666,0.027930915371329877,4.6883333333333335,5.594922335791385,-3499.617389857754,4.333950617283949e-06,-3.273195708939881e-05,-0.11639218297202351,0.5341115779145601,5.9021039186978355,4.864333333333331,0.21408461463221048,4.033000000000001,0.5761460934412855,-4.774333333333335,0.6978044050121226,1.0050000000000001,0.5094253601175193,4.845666666666665,0.1714070312745959,2.466333333333334,0.2455854682635405,0.02974591331523973,0.0010522099526553083,4.403666666666666,0.2171316946912776,6.104132142483344,0.25229545308348156,-3705.3356715293667,118.88777056470218,6.500925925925927e-07,3.3376171060374944e-06,-7.780547176988235e-06,3.2861450032685755e-05,-0.07925796317400503,0.08875585469371758,0.5642016588820428,0.017149513726551647,6.07309830313877,0.12226844021088573
15,1.6861981994463444,6.100781935939446,5.488546067132395,0.9817940416553183,1.3882967320036281,1.5782465171719902,0.008522285391623554,2.217964791445517,1.9298920591991267,913.3935399340802,3.197213562241246e-05,0.00016086207811246358,0.4147063114580582,0.17640983483634134,1.411328324131077,4.213333333333332,2.466666666666667,-5.500000000000001,0.4233333333333333,4.6433333333333335,2.5500000000000003,0.028503857225100748,3.983333333333333,5.909076775361837,-3668.0315018537026,-8.184201388888892e-06,1.5024504893494521e-05,-0.038397185711280354,0.5850048832438034,6.407466479171686,4.809666666666664,0.2973066339116926,3.8316666666666683,0.7330104508038442,-4.915000000000001,0.686969099166679,0.8750000000000002,0.4701017751640019,4.821333333333331,0.18189129842970603,2.4440000000000004,0.223749198219131,0.029596539189078043,0.0011165693325761415,4.373333333333333,0.25344417653061985,6.079678531416485,0.2587352619824696,-3700.15579194061,119.31373827445923,-3.5213348765432127e-07,4.3056307492867016e-06,-3.917103061518217e-06,3.3064100910337134e-05,-0.07471122384095631,0.0896536976502048,0.565778959280258,0.01834709983388497,6.124284108343897,0.1447778749801914
16,2.0220309580721803,6.293475000840703,4.227421430851552,2.992818991726927,1.1074927674188477,1.7448413292812088,0.00679852456288698,2.7652378251942555,1.7510765468411755,788.8183054473336,3.2460852716154175e-05,0.00013722863738446786,0.7331398986373812,0.19587781679807023,1.7104832153723513,5.036666666666667,3.0099999999999993,-5.716666666666665,1.2600000000000002,4.296666666666666,2.7633333333333336,0.02637578748252323,4.363333333333333,5.348413946040395,-3436.9354158821006,4.4113425925925935e-06,-5.580530389012252e-05,-0.10939786065172061,0.5669253150554179,5.897833193684393,4.848666666666665,0.29912299794772484,3.772666666666668,0.7762012593791182,-4.963666666666668,0.7277895673345348,0.9113333333333336,0.4857429081721176,4.759333333333331,0.2416394620703119,2.4896666666666674,0.23870768321252578,0.029215942100501678,0.0014833431572438599,4.368166666666666,0.2530266784352987,5.997320475539128,0.3433321332244714,-3673.9468039190992,145.5016193455711,-5.99787808641977e-08,4.537382548175593e-06,-9.980563964964219e-06,3.664748448018794e-05,-0.07178312269426128,0.08779118818410772,0.5667658450451349,0.018089399315405784,6.095368588460936,0.15903626922108066
17,2.2031221315298843,7.2707420291998,5.14723449907868,3.744152529067097,1.3295924533307275,2.1187423074827296,0.008161919624689982,2.649029859288547,2.067195943786688,924.189918364895,2.453577477646542e-05,0.00015908675381409859,0.2828627656314878,0.19220997102525997,1.9119511285975628,5.393333333333332,2.89,-5.866666666666666,1.3833333333333335,4.266666666666666,2.8300000000000005,0.026191627600954028,4.378333333333333,5.318227939135341,-3389.1301678300765,1.7413194444444514e-07,-4.8293051443375525e-06,0.028746387524682747,0.562640651698806,5.912503883323804,4.897999999999998,0.34560092592468555,3.6106666666666682,0.7742663592470804,-5.024333333333335,0.7787375823871762,0.8653333333333334,0.4022872875550447,4.707666666666665,0.2869294661036379,2.5196666666666676,0.26205008474255537,0.028898777860021374,0.001761363216545401,4.3175,0.177488045154708,5.937978809615943,0.4054496224721053,-3651.787818862028,170.86355007176707,-5.881790123456793e-07,4.111338162951998e-06,-8.317136637470186e-06,3.644531521528157e-05,-0.06879081831439242,0.09091938124544123,0.5691161378017068,0.015432659103083137,6.0944061938273775,0.160225775492753
18,1.833544397463902,7.093898949016018,5.678210014213744,1.5442738128956934,1.453054650070655,2.001117503888219,0.00891981240901996,2.4937139361607414,2.0270875303573463,906.7359804941672,2.4950058798472913e-05,0.00014620836280747197,0.35428633057278747,0.18196639091773048,1.85528538177008,4.646666666666666,2.4933333333333336,-5.8,0.6933333333333332,4.436666666666666,2.5633333333333335,0.027235200263179535,4.1466666666666665,5.589234664592312,-3521.8370703871624,-2.689371141975308e-06,2.736606248457936e-05,0.03380801911379092,0.5765636529221839,6.266835052982291,4.900999999999998,0.34300793641611915,3.4823333333333344,0.8466652814220226,-5.112666666666668,0.8144479308702106,0.8593333333333334,0.4045842249294065,4.664999999999997,0.29287105830061744,2.5596666666666676,0.23020897645293123,0.028636861584011835,0.001797836647056343,4.2975,0.18494785718289208,5.885438014284148,0.4139661275798601,-3632.8933054070635,174.03256647407693,-2.3217592592592599e-07,3.700241643996387e-06,-6.868345094168917e-06,3.764956793294473e-05,-0.050366156131424464,0.09120336491895566,0.5700806071050122,0.01558075231120406,6.106954691785967,0.16898521559940427
19,1.8889150324988153,5.7156409722915535,5.107465799841612,2.2754966617139356,1.1810817173204002,1.799220776419295,0.007250262306176059,2.4002298740487045,1.7784966454360067,861.3324703437981,2.6704031191909685e-05,0.00014604019645730426,0.4932390976492907,0.1844570904118209,1.7229995158350662,4.740000000000001,2.0799999999999996,-5.699999999999998,0.9266666666666665,4.356666666666667,2.526666666666667,0.026744107245661654,3.89,5.609480316156334,-3531.5824608110793,-2.9795910493827173e-06,-1.2878147051566744e-05,0.03530727997623743,0.5963486214394587,6.298808283979299,4.883999999999999,0.34670512607177356,3.3580000000000014,0.9567449961480446,-5.176666666666668,0.8347425122326028,0.842,0.39676531608670496,4.631666666666665,0.30827376802021744,2.579333333333334,0.2163947011057958,0.028432239493379384,0.001892388686983224,4.267333333333333,0.22450109296112788,5.842546266410622,0.4185518060815634,-3622.7836017928666,176.95818344362672,-3.5019868827160525e-07,3.7738723627331764e-06,-5.365894604819469e-06,3.7011277215310354e-05,-0.03716986475557336,0.09328468065574758,0.5712272278418865,0.017135428794460665,6.121806272460079,0.1794212828094753
20,1.837051610785515,5.050963263087296,4.947913759829757,1.9704162580239377,1.3161944446364884,1.6140226037813847,0.008079673768210173,2.2784403064124934,2.2323990748954317,906.0669553155133,2.1997474552384337e-05,0.00014922889919799734,0.30988776612703073,0.1939193055139184,1.7715470010801808,4.6800000000000015,2.013333333333333,-4.623333333333332,0.7433333333333334,4.673333333333333,2.710000000000001,0.028688017106669964,3.3183333333333325,6.31716831025508,-3797.4934071178573,-6.636361882716047e-06,5.097599874578498e-05,-0.12506935588196536,0.6460218367860495,6.774888657444964,4.888666666666665,0.34325313698403764,3.145666666666668,0.9993998816573829,-5.182333333333334,0.8303220407516753,0.7853333333333334,0.36138690323137157,4.6133333333333315,0.29870915703042533,2.601000000000001,0.21767032496500385,0.028319697343531534,0.001833674766078702,4.164,0.3712318499533058,5.858682567143234,0.4347670625233452,-3627.775958211613,181.51536882049373,-1.1995756172839507e-06,4.158083490823574e-06,-2.9512420326507075e-06,4.001121169136906e-05,-0.043291663369887816,0.09715848362041649,0.5791385649867942,0.029044593191739545,6.188353898712117,0.2732123915980122
21,1.6609788001996424,5.049034276615359,3.858951379212549,4.322282549392348,1.1288484621837922,1.4944341180973264,0.006929619970178325,2.6325460775786453,2.048057980727084,767.4498319466134,2.1992932136836047e-05,0.0001844612980552571,0.4533342951895355,0.2021993206906774,1.83954724678269,4.466666666666667,2.896666666666666,-4.056666666666667,2.0166666666666666,4.746666666666668,2.466666666666667,0.029138185706061345,3.4766666666666666,6.341278164627212,-3840.7862063036296,1.8380594135802475e-06,1.1804968130602865e-05,-0.1074406353417398,0.6416418138002736,6.613663493877316,4.851666666666665,0.36849460186675465,3.012666666666668,0.9253078233221825,-5.167333333333334,0.85100347448189,0.9406666666666668,0.5106224717361894,4.591333333333331,0.2771156553133606,2.578333333333334,0.21878593179319672,0.028184646763714117,0.0017011195421160635,4.09,0.42885002702461533,5.86066887433147,0.4371548485116781,-3629.6899621660714,183.8724001949231,-8.590509259259262e-07,4.262751358246748e-06,-3.541490439180851e-06,3.971503173085167e-05,-0.06459912464012711,0.08323601219489907,0.5846068287615818,0.035180124771992324,6.226679393281282,0.3048198595822859
22,1.7145221511828161,5.8534359690423,3.5478988439492682,3.04408980790986,1.1899966193325882,1.4102294587891653,0.007304987882801577,2.5681716739981453,1.7933623417238127,768.9595064760488,2.1242081026945825e-05,0.0001574636219666888,0.4590321055059179,0.1913966461157376,1.7639555675756278,4.62,2.626666666666666,-4.599999999999999,1.1800000000000002,4.666666666666668,2.7433333333333336,0.028647092688543464,3.613333333333333,6.116310719562945,-3764.3807155489308,1.5865354938271595e-06,-1.2878147051566752e-05,-0.10665660621501771,0.62630405169161,6.606504198787564,4.7993333333333315,0.35952231682650276,2.759666666666668,0.5393330357550808,-5.275,0.6684203785561439,1.0020000000000002,0.49737136186650155,4.538999999999999,0.18589821986277427,2.6016666666666675,0.22308858894734732,0.02786339008142117,0.0011411664717951688,4.017333333333333,0.4431099409323693,5.81629242529471,0.37659735242202913,-3612.343327677394,157.92166853398493,-8.435725308641977e-07,4.272264081736412e-06,-8.424454529566575e-06,3.7244832115512255e-05,-0.05392077446908354,0.06735397815712123,0.5899421097790724,0.0372035303902049,6.276516202985514,0.3234559245359418
23,1.8442236631006095,6.052410937875876,3.834903226760838,1.932864588438978,1.176010204037363,1.7456810415567259,0.007219129996656698,2.468907804501099,1.8762475937524807,708.4969469608586,2.7029639035479496e-05,0.00015855413136011434,0.44016663166870884,0.19994412968787795,1.8639300315318255,4.876666666666667,3.093333333333334,-3.88,0.73,4.81,2.9133333333333336,0.02952696767826301,3.486666666666666,6.3641734317844145,-3873.5332042864393,-1.4704475308641978e-06,2.307334680072375e-05,-0.02061933379502212,0.6389239846011509,6.63466985804457,4.792666666666665,0.35716579820498967,2.6980000000000013,0.4457320237957312,-5.171000000000001,0.7981166875298266,1.0416666666666667,0.4518528384931549,4.544666666666666,0.19385115837915046,2.685333333333334,0.14885737643300792,0.027898175836828687,0.0011899868789719365,3.9345,0.45844008857735863,5.850828660330725,0.4114557311882017,-3632.3327539878715,177.92648553670278,-9.61595293209877e-07,4.27158106133857e-06,9.122020828193105e-07,3.122896365448567e-05,-0.052611147395405844,0.06791547949094281,0.5974486389153315,0.03889062113069157,6.331527701999372,0.33379565476929135
24,1.655367445406108,6.537250467754843,3.1244696101622726,2.9134034290207538,1.1100170859200695,1.7555691352110707,0.006814020502761244,2.786535772100441,1.615680611915057,611.3358788408069,2.7461584850383706e-05,0.00012945622187320686,0.49524547897775933,0.20452539436397055,1.9821817954196514,4.709999999999998,4.476666666666666,-3.31,0.8966666666666666,5.0600000000000005,2.806666666666668,0.03106163335800642,3.8933333333333326,6.470615021387532,-3959.3949460100903,4.72091049382716e-06,4.024420953614604e-05,-0.019670473756681246,0.6128462000517582,6.421702438159318,4.7383333333333315,0.3185392973411876,2.8046666666666678,0.693703960767982,-4.905333333333334,0.934366095275295,1.0253333333333334,0.4540631380472692,4.595666666666666,0.2533628150486632,2.687333333333334,0.1504954779682387,0.028211247635496345,0.0015553088671134295,3.8549999999999995,0.37442301290464847,5.93839792889034,0.4429228283673885,-3678.3105096031054,198.08451556484337,-9.22899305555556e-07,4.3262857383317355e-06,8.209818745373796e-06,3.101927503409193e-05,-0.04293897647387162,0.0646307200499332,0.6053221011290513,0.0320033179318173,6.383487553945519,0.2980500121194417
25,2.1041393249617704,6.1068917164775085,4.201504930160254,1.57381226881457,1.3568938497687386,1.1560933025227382,0.008329513689179923,2.4827039625209526,1.9244741320891796,871.9312817530341,3.176373195591831e-05,0.00014990996769222945,0.6475505597159057,0.19631036869422971,1.8610005142542752,5.753333333333331,4.496666666666666,-3.733333333333333,0.7966666666666666,4.8566666666666665,2.3,0.02981343860514845,4.115,6.144866766514444,-3783.1114624449524,2.573283179012345e-06,-3.273195708939877e-05,-0.1609160340354152,0.5867997177481279,6.0013188640199875,4.892333333333331,0.39869865473055,3.0076666666666676,0.8607204131595987,-4.728666666666667,0.9755456845868625,1.0626666666666666,0.41251352390849866,4.617,0.2664649700184134,2.662333333333334,0.1911243535463714,0.028342205773501116,0.0016357385773644504,3.8681666666666663,0.3816819906352807,5.9619769280056,0.4474415723338804,-3689.8185056622306,200.7459753968532,1.528491512345678e-07,3.5959108134464214e-06,3.4341725470844663e-06,3.343564283791371e-05,-0.0551908613062851,0.07452892145233651,0.6055015845794838,0.0318815140241145,6.3428727924303505,0.3211933681504802
26,1.928086419582719,6.154356460936908,4.7869362457306295,2.6371004627383297,1.4495540336778499,1.748089268874454,0.008898323305676015,2.7946793659775517,2.064623197029197,935.0067898458545,1.8960720785569463e-05,0.00016475884857197938,0.5638699955882753,0.2096627887697111,1.895105550757397,5.48,4.910000000000001,-4.279999999999999,1.1133333333333335,4.85,2.806666666666667,0.029772514187021964,4.595,5.980753312284879,-3709.8901884776697,5.572222222222221e-06,-1.0731789209639054e-06,0.04931799894027432,0.5558323446920616,5.83230344297275,4.936666666666666,0.43912932935666493,3.197666666666668,1.050154662330657,-4.585000000000001,0.9179664186009274,1.048,0.4072921722550619,4.6723333333333334,0.24946386957277508,2.666666666666668,0.19413626371414672,0.02868187844395099,0.0015313745558772852,3.891333333333333,0.42016663361100165,6.025210864630049,0.39239200329260526,-3717.1139829217877,180.0287336042448,2.6893711419753056e-07,3.763497858012116e-06,8.907385044000329e-06,2.6400589232058465e-05,-0.039319275347085604,0.07849675993244927,0.6043922875431481,0.03352358680372335,6.336319817359185,0.33177603205666917
27,2.1764782266920033,5.988087791799554,3.9485906113564053,2.9923292737863285,1.532292250267515,1.5769204675314292,0.00940622531128936,2.3259536420203184,1.895647945895514,848.1153187014972,2.6051160676969138e-05,0.00018117674195291375,0.47515709723073907,0.1754070023692412,1.7743068270990892,6.386666666666666,5.673333333333333,-4.336666666666667,0.69,4.8966666666666665,2.556666666666667,0.030058985113907397,5.004999999999999,5.784562378213291,-3676.318948399775,4.759606481481482e-06,7.512252446747245e-06,0.1810657764141139,0.5142938352627456,5.530291828443356,5.035999999999999,0.62634704220899,3.4760000000000013,1.2989309944700924,-4.432,0.8006158123671714,0.9786666666666667,0.402854628683663,4.735333333333334,0.21243561115992093,2.6393333333333344,0.18772056985231772,0.029068614195246333,0.0013040705664097785,3.9539999999999993,0.532569592044431,6.071844308537844,0.32008391510811685,-3745.832860978758,140.45015589539224,7.274845679012342e-07,4.021189857332516e-06,1.0141540803108807e-05,2.5972075473167258e-05,-0.02408733645814249,0.10385470022717185,0.5995576058995421,0.042498716832101255,6.29809861187114,0.40085056602031105
28,2.272322220958565,5.041054441786705,4.7600589197551155,1.6076004821922727,1.2853551769975813,2.098124504594903,0.007890361905674761,2.1118058949465586,1.878335284760286,822.100866526946,2.958863257347848e-05,0.00016538407708025703,0.5310355932551927,0.15834250757356277,1.6014845957364874,5.6,4.553333333333334,-4.666666666666667,0.81,4.86,2.216666666666667,0.029833900814211705,4.61,5.963496841846093,-3733.509916682461,-4.585474537037036e-06,-5.902484065301407e-06,0.05514019874562196,0.5350683088123674,5.926346466891667,5.131333333333332,0.6330198054358754,3.6820000000000013,1.2890844679198101,-4.318666666666667,0.6518410773520311,0.9903333333333334,0.3952915785831587,4.777666666666667,0.18695777565146462,2.604666666666668,0.23045955163167262,0.029328484250349552,0.0011476707274138758,4.000333333333332,0.5700312965200655,6.109270526263222,0.2762654323040864,-3767.0001456082878,116.92039931644841,5.378742283950613e-07,4.239009600243109e-06,6.8146861481207305e-06,2.564931298045411e-05,-0.021954118494959384,0.10538385538505318,0.5954080714885605,0.04680126968644456,6.2640497532620785,0.41789945441003945
29,1.6686735044243428,4.321851721062463,3.498382220529875,5.156494621504922,1.1604052007316485,1.403869856757614,0.007123336144634448,1.9159463913984245,1.7675767160904605,704.7981253006639,2.777705962460891e-05,0.0001420755366598518,0.8030016133196125,0.15795015171695317,1.5324872212260183,4.7633333333333345,3.723333333333334,-2.883333333333333,1.6233333333333335,5.196666666666666,2.386666666666667,0.03190058392959947,3.3033333333333337,6.96338166903406,-4115.556699798933,-1.5168827160493828e-05,5.4195535508676714e-05,-0.29253794571743363,0.6419942533617446,6.731866581035891,5.133666666666665,0.6314581401138549,3.846333333333335,1.1605027114185806,-4.037000000000001,0.5946810536376246,1.06,0.44151255172795867,4.861666666666666,0.16409309312057163,2.5906666666666682,0.23978797218571712,0.029844131918743334,0.0010073121531803152,3.9416666666666655,0.6113408659013307,6.244660661550995,0.3305406353452002,-3825.397569507073,131.23389296328565,-6.810493827160498e-07,6.508054670608735e-06,1.3522054404145075e-05,2.8535036212428354e-05,-0.054738641064326486,0.1329746439408788,0.599972634680789,0.049073940736089054,6.3073555829677375,0.44355258563252103
30,2.2086793266149103,5.337048993031916,4.077131344462672,3.806118788199477,1.4268202731787991,1.4660761611679074,0.008758768417638422,2.318816706758046,1.964361401539912,844.2311563652156,2.5114444874714013e-05,0.00018028431129767572,0.5748725599073327,0.17812401299864433,1.6411965864687812,6.363333333333333,5.473333333333334,-3.21,1.7966666666666664,5.173333333333333,2.7400000000000007,0.03175734846615676,4.341666666666667,6.448623930985983,-3931.105991016759,1.2053800154320985e-05,-3.756126223373656e-06,-0.05362915185536345,0.5643581719230945,5.898422635621652,5.301999999999999,0.7158181022826646,4.192333333333336,1.0651540779983637,-3.895666666666668,0.6076549743902655,1.1653333333333333,0.48141560802940414,4.911666666666667,0.1760699215764881,2.5936666666666683,0.24162745531187843,0.030151065054692013,0.0010808338635141918,4.043999999999999,0.5802655841493176,6.257806223624086,0.3363083245848331,-3838.7588278969633,134.82969002185405,1.1879668209876534e-06,7.249301961966451e-06,8.048841907229213e-06,2.565673325851633e-05,-0.047594620661666295,0.1306754906141503,0.5918062681944936,0.047323039328318,6.219708980785407,0.42719625686895374
