DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,0.8489682717491753,4.504507321216889,4.5020059386082965,6.508704163276856,1.398011724417644,0.9331937498251066,0.008581922453370586,1.7765102042338867,2.1832933610731846,890.1165928103588,2.4805082583754113e-05,0.00014398871042202213,0.44027434680057786,0.15110237064730586,1.3890899521173021,3.483333333333335,2.3900000000000006,-5.223333333333333,2.4433333333333334,4.906666666666666,0.6133333333333334,0.030120371741097128,3.8066666666666666,6.368571191120489,-3856.3431428209733,7.405611430395911e-07,-4.9958329079354e-06,-0.10313211496282931,0.5901099250067432,6.805903664302661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.2645657107408887,3.359223021822878,4.872065577196776,6.943073121307026,1.4065078626925953,0.8213319711886004,0.008634077380654274,2.105687427000951,2.3499404906689945,1004.8377354918327,2.4202753891888593e-05,0.00018733335832675393,0.6007764648537262,0.18016062500281335,1.5033443351680305,3.5866666666666664,1.9100000000000001,-5.143333333333333,3.216666666666667,4.963333333333334,0.67,0.030468229295172306,3.526666666666666,6.662022222668993,-3925.5739986377444,-3.250462962962961e-06,9.12202082819314e-06,-0.1356787322688123,0.620917017215484,7.130706436736116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.352630472598595,4.619758912951315,4.814771332940511,4.873976167172027,1.3548380740503834,0.8138174553145886,0.008316893975419081,1.8664775663658875,1.9225226051562658,900.5505119586832,2.451635374075607e-05,0.00015450094680375358,0.7715388506056237,0.15311904119780603,1.1833345812447655,4.093333333333334,3.43,-4.793333333333334,2.3566666666666665,4.94,0.6666666666666666,0.030324993831729593,4.111666666666667,6.2573645607340405,-3830.317675048191,6.7911458333333335e-06,-3.75612622337365e-06,-0.18987519551669443,0.5683682213743603,6.337348695484114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.1273047910631904,5.049110539627679,6.958269701684414,3.0951500808504435,1.6962602543756995,0.9697967555763615,0.010412769585212782,2.3199137915017443,2.6847944444890235,1284.6501793150699,2.3515154366066083e-05,0.00015906053957045417,0.43849781843393887,0.19154900071046577,1.7029601675989008,3.6566666666666667,2.3400000000000007,-5.519999999999999,1.2066666666666666,4.783333333333333,0.5866666666666667,0.029363270005757048,3.9299999999999993,6.316074231349864,-3713.060487915485,-2.108931327160495e-06,-2.5219704642651547e-05,-0.07417683708661636,0.5902118648919058,6.5290025880606075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.2898543088004297,3.637684308242921,6.7815003595396774,3.781784836783306,1.5307161572358832,0.7762642635704362,0.009396550207754446,2.3605376360131354,2.6722120281258372,1248.3080188111212,2.761214425469378e-05,0.00015326506261256826,0.5902853017477657,0.19256331482167013,1.5180078032598179,3.9200000000000004,1.6966666666666663,-6.523333333333334,2.55,4.6033333333333335,0.44999999999999996,0.028258310716341804,4.109999999999999,6.060476045812194,-3606.1322352457864,2.089583333333333e-06,-2.8975830866025134e-05,0.09550051054318828,0.5729157600495786,6.569359531260782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.4983515846637492,5.138289889496869,5.9063661349039505,3.0596822012120466,1.6346956551778902,0.9870191976611824,0.010034845275308638,2.172773665686063,2.4931824797550943,1194.4638924230915,2.349765858191211e-05,0.00017632862232403452,0.25260302392819206,0.18337813302929062,1.6765402032638517,4.133333333333333,1.5733333333333335,-6.263333333333334,1.5799999999999998,4.653333333333333,0.5399999999999999,0.028565243852290482,3.918333333333334,6.062118582028916,-3641.760220651006,-2.225019290123456e-06,8.048841907229208e-06,0.01029550478017696,0.5870572534025259,6.694322100630239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0727770386770232,5.000096550791933,6.797037894401578,2.8171498599352742,1.590593758867149,0.46939677601506086,0.009764118608589853,2.794372423528995,2.723257230512631,1289.0413842158273,3.310001891763199e-05,0.00016782976250428718,0.6077228284818781,0.20881853582294577,1.7821559080410156,3.7133333333333325,1.3800000000000001,-6.34,1.6433333333333335,4.736666666666666,0.40333333333333327,0.029076799078871614,3.86,6.335594273798031,-3704.6590576521503,-6.77179783950617e-07,1.3414736512048676e-05,0.14622739568491572,0.604149997660744,6.973767505328595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.282490393412521,4.379614479438315,6.5409417930623635,2.07498788252936,1.7787539226215017,0.6943863577239283,0.010919170391024665,1.7667783525746619,2.764913262460041,1324.373861978251,2.4290596582786962e-05,0.00016344109059687268,0.2650771720879564,0.16140993699817735,1.4335946655866987,3.693333333333332,0.5366666666666666,-6.176666666666666,1.1166666666666665,4.55,0.5700000000000002,0.027930915371329877,3.356666666666667,6.206111355876681,-3632.8198573939017,-5.843094135802469e-06,-3.004900978698904e-05,0.041917912420848934,0.6250218428257025,6.8689980229354575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.3580750406704165,4.249193297340205,7.154758885709825,1.779835973328448,1.7559226542806754,0.8202957134297753,0.010779016935233952,2.4383908628437725,2.937102704724299,1365.2229996468634,2.1024249307395827e-05,9.972532782361645e-05,0.44718803210345237,0.19830261698722731,1.6044343170184274,3.9666666666666655,0.8233333333333334,-6.966666666666666,0.9333333333333332,4.453333333333334,0.5566666666666668,0.027337511308495765,3.8950000000000005,5.966665680226322,-3510.798324096344,6.249402006172841e-06,-1.55610943539765e-05,-0.11272639325470343,0.5913896764080976,6.64677966875672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.3402736039082963,4.322761197176648,5.488714649692324,5.225209669664369,1.577077174330129,0.48826457873838724,0.009681144855004589,2.2087183572400524,2.5335305281748455,1067.8453922203462,2.081287443820922e-05,0.0001570051895547145,0.5163125238202825,0.1853892026475975,1.3906703247890992,3.7433333333333323,1.5833333333333333,-6.223333333333333,1.8833333333333333,4.72,0.3566666666666666,0.028974488033555387,3.903333333333334,6.164357388188596,-3712.993522706544,9.673996913580029e-08,4.2927156838555785e-05,0.014212836117238375,0.5887568807740678,6.830086585622885,3.7989999999999995,0.21801036332825643,1.7663333333333333,0.8254732275384323,-5.917333333333334,0.7015499595032505,1.893,0.7345973113730702,4.731,0.1711403293957303,0.5413333333333334,0.10648363926960219,0.0290420133234641,0.001050572759774433,3.8418333333333337,0.23599467717370462,6.239935553180413,0.1986937599483075,-3713.4458522168125,126.21682572250398,1.8627447850149002e-07,4.004386296209524e-06,-3.504484269492447e-06,2.2870812850484397e-05,-0.03074351135432875,0.10874192775426848,0.593889843960921,0.018267467673144792,6.738627479911817,0.23164195432524587
