DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.548009474561875,5.512352898967793,4.153227522129592,3.4138746652279224,1.5757647295071116,1.6719456626489313,0.009673088198898826,2.234090624737553,2.398793390810688,876.0454366992278,2.767277278653245e-05,0.0001717201913928499,0.4293258196958835,0.178212362248803,1.5828280489828745,4.343333333333334,5.949999999999999,-2.2033333333333336,1.6833333333333333,5.419999999999999,1.4333333333333331,0.0332715519368369,4.076666666666666,6.903482179229438,-4094.0240511872767,-4.603488186462301e-07,4.995832907935373e-06,-0.07820974579507355,0.5864601245826305,5.985958760531488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.51463739448807,5.047835543890165,3.7144019181014056,3.7272466803381765,1.5190022436099144,1.2925471600369327,0.009324642442885438,2.0573501537590566,2.2867953976283237,894.1351889635924,2.5512924224497758e-05,0.00021575300700580447,0.4068565474126886,0.1702928054004995,1.675416079956407,3.9633333333333343,4.6933333333333325,-1.8666666666666667,1.7266666666666666,5.376666666666667,1.3366666666666667,0.033005543219014714,3.2799999999999994,7.23362827567075,-4182.049679835544,-9.248341049382715e-06,-6.975662986265335e-06,0.0031906672388214313,0.6503660472811218,6.474292769105138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.5672070479150106,6.211831499220874,3.6063545448899332,2.1974410404915945,1.3960906007552811,1.7696970323213228,0.008570129323165901,2.1484129400372587,1.6584352983516375,721.3711518728505,1.902966931107282e-05,0.0001531678613048216,0.5902040661735981,0.16054878767567735,1.384354281451162,4.5200000000000005,5.3066666666666675,-1.9200000000000002,1.2233333333333334,5.329999999999998,1.6700000000000002,0.03271907229212929,3.6133333333333337,6.875491306860286,-4113.708522035481,3.8695987654321e-06,-7.512252446747251e-06,-0.014337161207923294,0.6230762860147,6.123643206961102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.4868813308243611,5.541236220427235,4.478941787992995,2.922021029450631,1.7878774418640773,1.61680826492112,0.010975176598464899,1.7857843828606423,2.2773628353365245,978.8957414507778,2.360568718146604e-05,0.0001928241884784014,0.5133422624828318,0.15094272598719766,1.4092024455251644,4.323333333333334,5.043333333333333,-2.1666666666666665,1.1199999999999999,5.326666666666668,1.28,0.032698610083066036,3.605,6.937631029451308,-4080.364231291918,-9.673996913580287e-08,-5.36589460481927e-07,-0.10579958286995804,0.615630866794376,6.098809061056809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.9013123114699295,5.219023557769376,5.8784439648835525,3.63943282179625,1.725268594781094,1.6004166124273183,0.010590842002998674,1.985045382960751,2.3323859430815244,1120.8260017305247,1.9858426006537625e-05,0.0002083469701646148,0.26461930267175265,0.15676542267787721,1.4568097400961286,4.813333333333334,5.180000000000001,-3.5100000000000007,2.1733333333333333,5.1,1.1066666666666667,0.031307179866765365,4.345000000000001,6.3972201634048265,-3844.650717636822,8.590509259259256e-06,-3.6488083312772426e-05,-0.053069115869715876,0.5552378882089947,5.741270291986937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.6256563661148244,6.038981607073723,6.585005607482405,1.9547642948130248,1.9352269759064087,0.9721465761484948,0.011879705689748688,2.275866009226822,2.8351457572682914,1289.038608727599,2.6541786584302123e-05,0.00017416925359537696,0.39140286779130795,0.1854967556549673,1.6238574073311731,4.3,3.9633333333333325,-4.033333333333332,0.8400000000000001,5.22,0.7100000000000001,0.03204381939304219,3.998333333333334,6.77854077147179,-3926.2640844166567,-4.024382716049385e-06,1.9317220577350078e-05,0.02146491711260201,0.5882952501691918,6.3200243297844585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.8089337686356417,7.048437505175726,6.634432127557898,3.3019482232411703,1.6398906607790487,1.4588808496012735,0.01006673566251733,2.3480341496273196,2.24063324804144,1058.0229027844182,2.5538055382054647e-05,0.0001871575827667677,0.42847924728405606,0.18702681059921172,1.6023855755513687,4.35,4.176666666666667,-3.6499999999999995,1.8299999999999998,5.120000000000001,0.8833333333333334,0.031429953121144834,3.913333333333333,6.605603469468497,-3925.553500341559,-9.867476851851852e-07,-1.6097683814458378e-05,-0.08247421236382922,0.5981494667133421,6.290047301731238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.534016589399125,6.407234596330447,6.30701215306032,2.2530796293278126,1.9494885860467195,1.0278646540894558,0.011967252904229552,1.861744331003317,2.7088065472232254,1188.777830842793,2.7937286995387396e-05,0.00016350668422352948,0.6807539217988251,0.15430190572415917,1.3492917988526232,4.27,2.9099999999999997,-3.623333333333333,1.1866666666666665,5.046666666666666,0.7266666666666667,0.03097978452175344,3.2666666666666666,6.779691573136664,-3934.2979081675394,-7.507021604938272e-06,-1.1804968130602857e-05,-0.23083938197365653,0.6418441109386998,6.526516130673883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.723535526945609,6.745897859516884,6.846641932153779,1.4204418933605814,2.048068897009217,1.30699268745371,0.012572404183959864,1.9857459005646203,2.940477105354297,1281.665182449597,2.1157258444251854e-05,0.00011257139048854003,0.6072360469408954,0.1755521493471421,1.5379004198219455,4.5666666666666655,2.89,-4.073333333333334,0.8600000000000001,4.930000000000001,1.0933333333333335,0.030263607204539845,3.4816666666666665,6.577347860002945,-3822.0887715922095,2.495891203703705e-06,-1.8780631116868154e-05,0.004308764746659266,0.6256508882140821,6.366117467308693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.684551169801072,6.288055635739947,5.683471700880779,4.024209781785251,1.8058684668436482,1.144702942944678,0.011085617432783117,1.762185816131407,2.4944107830340716,1016.493327392875,1.737250499831583e-05,0.00017399130633917491,0.3512651052127333,0.15735031652381495,1.35537144043574,4.523333333333332,4.1033333333333335,-3.0433333333333334,1.7233333333333332,5.123333333333334,0.8999999999999999,0.03145041533020807,3.5733333333333324,6.704935816908787,-3967.3835952867494,1.0641396604938268e-06,3.1122188707952935e-05,-0.02797424111783294,0.6161415136648379,6.209362890562028,4.397333333333334,0.22542032070701665,4.421666666666666,1.0086811460124492,-3.0089999999999995,0.8864411436945873,1.4366666666666668,0.44985868837466375,5.199333333333334,0.16042997780270907,1.114,0.31639871704567346,0.03191695369685007,0.0009848255237432488,3.7153333333333336,0.3550419902135732,6.779357244560529,0.23060976175018694,-3989.0385061791762,121.25032340250029,-6.303442954448703e-07,5.285587985658479e-06,-4.2760629074957945e-06,1.9355801921663527e-05,-0.05637390920999067,0.07447064115488279,0.6100852442581977,0.02846694544046511,6.2136042209701765,0.23629363903130918
