DATE S	RAD  T	MAX	TMIN  R	AIN  V	APO  W	IND		Razlika tmax-tmin
74097	14	16,4	2,9	0	6,4	2,4		13,5
74098	11,8	12,3	6,4	2,7	7,7	2,4		5,9
74099	19,7	14,8	1,8	0,3	6	2,4		13
74100	19,3	19,6	-1,4	0	6,5	1,9		21
74101	8,8	16,8	1,7	0	7,6	2,4		15,1
74102	15	21,5	4,6	0	9,6	1,2		16,9
74103	16,8	21,6	7,4	4,5	9,9	0,8		14,2
74104	8,5	12,8	2,4	1,9	8,4	1,2		10,4
74105	8,6	6,4	0,6	9,1	7	0,8		5,8
74106	8,6	6,7	0,7	8,8	7,1	0,8		6
74107	8,7	4,9	0,2	10,4	6,8	0,5		4,7
74108	8,8	4,5	2,8	3,9	7,1	0,5		1,7
74109	10,1	9,6	2,4	15	6,7	1,9		7,2
74110	18,8	14,7	-2,1	0,2	6	0,8		16,8
74111	18,8	15,6	-1,6	0	6,6	1,2		17,2
74112	15,5	11,1	2,2	0	8,1	1,2		8,9
74113	15,9	13,8	3,5	2,6	7,2	0,8		10,3
74114	20,7	18,7	-1	0	6,6	1,9		19,7
74115	9,1	15,3	4,4	0	9,5	1,2		10,9
74116	20,3	18,6	6,9	3,1	9,6	5		11,7
74117	19,5	19,9	0,6	3,1	7,7	0,8		19,3
74118	13	23	5	0	8,8	2,4		18
74119	13,4	23	8,7	0,7	11	1,2		14,3
74120	18,4	22,2	4,6	0,1	11,2	2,9		17,6
74121	10,2	16	5,4	11,8	9,4	2,4		10,6
74122	9,5	13,3	8,8	2,9	10,8	1,9		4,5
74123	17,9	20,4	3,6	0,3	10,5	0,5		16,8
74124	11,4	17,8	6,6	3,6	9,4	1,9		11,2
74125	20,6	20,7	2,9	0	8,3	2,4		17,8
74126	19,7	19,5	3,2	0	9,5	1,9		16,3
74127	16,3	18,8	4,6	0,8	10,8	0,8		14,2
74128	10,1	15,4	7,4	8,5	11,2	0,8		8
74129	9,8	13,7	9,4	1,4	8,8	0,8		4,3
74130	24,4	19,4	3,2	0	7,9	1,2		16,2
74131	23,2	23,4	2,2	0	8,9	0,5		21,2
