DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
71001   3.4   4.0  -2.5   1.6   4.4   3.7
71002   2.9  -2.2  -5.8   2.2   3.7   1.2
71003   5.0  -2.0 -10.6  15.0   2.7   0.0
71004   3.2   0.2 -14.0   0.2   3.8   0.0
71005   2.9  -2.3  -5.8   3.1   3.6   0.8
71006   2.9  -2.3  -5.7   1.8   3.7   0.0
71007   3.0  -1.5  -4.3   0.5   4.4   0.0
71008   3.0   0.2  -3.5   1.0   4.6   0.5
71009   3.0  -1.2  -5.2   0.0   4.4   0.0
71010   3.0  -1.4  -6.6   0.7   3.8   0.8
71011   3.1  -1.1  -6.7   2.2   4.1   0.0
71012   3.1  -0.4  -8.6   0.0   4.1   0.0
71013   3.1  -2.6  -7.2   0.2   4.4   0.0
71014   4.0   4.0  -4.8   0.0   4.6   0.0
71015   3.2  -0.6  -7.9   0.0   4.6   0.0
71016   3.2  -2.0  -5.0   0.0   4.3   0.0
71017   3.2  -2.3  -6.0   0.0   4.4   0.0
71018   3.3  -1.9  -3.6   0.0   4.7   0.0
71019   7.7   8.3  -5.1   0.0   4.9   0.0
71020   6.1  11.7   0.0   0.0   6.4   0.0
71021   4.7  12.1   1.0   0.0   6.8   0.8
71022   3.8  11.8   1.0   0.0   7.7   0.5
71023   6.2  12.4   3.5   0.0   7.9   0.0
71024   4.8  12.4   0.2   0.0   7.1   0.0
71025   8.9  15.0   0.1   0.0   7.5   0.0
71026   6.1  12.2   3.5   0.0   8.2   0.8
71027   8.0  16.2   0.5   0.0   7.5   1.2
71028   7.8  13.5   5.1   4.1   7.6   0.8
71029   3.8   9.6  -0.1   1.2   7.3   0.0
71030   5.4  13.3   1.4   0.0   7.4   0.0
71031   6.3  16.2   1.4   0.0   7.5   0.5
71032   8.5  17.8   3.7   0.0   7.7   0.5
71033   3.9  10.1  -1.3  16.4   5.3   7.5
71034   5.8   0.6  -2.4   8.8   4.4   1.2
71035   4.0  -0.5  -2.8   3.6   4.9   1.2
71036   5.4   2.8  -2.1   1.3   4.6   0.5
71037   5.3   4.6  -0.5   0.0   5.2   0.5
71038   4.2   3.7   2.1   0.0   6.0   1.2
71039   6.1   6.8   1.5   0.0   5.6   2.4
71040   6.7   9.4   4.8   0.0   6.3   2.9
71041   4.3   8.4   4.4   0.0   7.5   0.0
71042  10.1   8.5  -1.0   0.0   5.0   0.8
71043  10.7   8.4  -3.2   0.0   5.0   0.0
71044  11.4  13.1  -1.6   0.0   5.3   0.1
71045   5.5  11.8   0.4   0.0   7.3   0.5
71046   4.9  11.3   4.1   1.5   8.4   0.0
71047   9.5  16.2   2.3   0.0   6.1   0.8
71048   4.8  11.2   5.6   0.0   8.6   0.5
71049   5.6   9.5   4.6   9.1   7.7   1.2
71050   4.9   6.5   3.4   0.3   7.7   0.5
71051   4.9   5.4   2.0   5.8   7.1   1.2
71052   5.0   4.5   2.9  10.0   7.4   0.0
71053   5.1   8.2   2.7   2.9   7.3   0.0
71054   5.8   8.0   3.8   0.0   6.7   0.0
71055   5.2   5.4   1.7   0.0   6.8   0.0
71056   9.1   8.0   1.4   0.0   5.4   0.5
71057  12.8  10.4  -1.9   0.0   4.9   2.9
71058   7.8  -1.5  -7.8   9.0   2.9   2.9
71059  12.4   0.0  -6.6   0.1   2.8   2.9
71060  10.2  -0.2  -6.8   0.0   3.4   1.9
71061   6.1  -1.4  -5.8   0.0   3.7   0.8
71062   7.5  -0.6  -6.8   0.3   3.6   0.0
71063   5.7  -2.0  -6.2   0.0   3.9   1.9
71064   5.7  -6.0 -10.4   3.0   2.6   0.8
71065   7.1  -3.1  -9.5   5.7   2.9   0.0
71066   7.4  -1.2 -11.4   1.1   3.3   0.0
71067   8.3   0.7  -5.0   1.0   3.7   0.1
71068   6.0   0.2  -4.6   3.6   4.6   0.0
71069   6.9   4.4  -6.2   1.6   4.2   1.2
71070  16.6   8.6  -4.0   0.0   4.0   2.4
71071  12.1   0.2  -4.4   7.4   3.1   3.7
71072  17.8   7.6 -10.5   0.0   3.2   0.0
71073  11.2  11.0  -1.7   0.0   5.1   0.5
71074   6.4   8.2   2.4   0.6   7.8   0.0
71075   8.4  13.6   2.7   1.9   9.6   0.5
71076   6.6  11.0   6.2   0.4  10.1   0.1
71077  17.4  16.3   3.0   0.7   8.1   0.0
71078  11.9  18.8   3.2   0.0   7.3   0.8
71079   7.8  19.1   9.0   0.0   7.5   3.7
71080  12.3  24.2   6.6   0.0   6.2   0.1
71081  13.2  21.7  10.4   0.0   8.6   7.5
71082   7.0  13.2   4.8   0.4   6.3   2.4
71083  12.0  10.0   3.4   0.0   4.6   0.8
71084  18.8  11.6  -1.6   0.0   5.4   0.0
71085  18.7  14.2  -1.6   0.0   6.0   0.5
71086   7.3  12.4   4.8   0.0   6.8   1.2
71087   7.4  11.2   5.6   0.0   8.0   0.0
71088   7.4   7.1   2.2   8.7   7.0   4.4
71089   7.5   5.3   3.6  17.6   7.5   1.2
71090   9.8  13.4   4.4  16.9   8.9   0.1
71091  11.2  16.8   2.4   0.0   8.7   1.9
71092   9.6  16.8   6.0   0.1   8.4   0.5
71093  13.2  18.3   7.3   0.0   9.1   0.8
71094  15.6  22.4   6.2   0.0   8.3   0.8
71095   8.0  17.1   9.2   0.0  10.5   0.5
71096   8.0  16.0   9.3   9.0  11.4   1.2
71097  21.5  20.1   8.6  12.1   9.8   2.4
71098  21.6  21.6   7.1   0.0  10.2   1.2
71099  17.3  21.0   6.0   0.0  10.6   0.8
71100  16.4  19.8   8.4   0.0  11.0   0.5
71101  16.4  19.0   7.5   0.0  11.4   0.8
71102   8.3  13.1   8.0   0.5   8.4   1.2
71103  13.3  15.1   7.9   0.0   8.1   0.8
71104  15.1  12.8   5.6   0.4   6.9   0.5
71105  18.5  10.5  -0.1   0.6   5.2   0.5
71106  24.3  17.6  -1.4   0.0   5.6   0.1
71107  22.4  23.0   2.6   0.0   8.4   0.8
71108  16.1  16.3   7.0   0.0   7.6   0.5
71109  24.5  19.1   2.2   0.0   7.2   0.1
71110  24.6  18.3   2.0   0.0   7.6   0.8
