DATE   RAD  TMAX  TMIN  RAIN  VAPO  WIND
76119  21.5  20.2   6.5   0.0   9.3   3.7
76120   9.4  13.5   3.0   0.1   8.7   2.9
76121  16.9  12.1   3.0   4.1   7.1   3.7
76122   9.5   9.2   5.5   0.0   9.4   5.0
76123   9.5  10.2   7.0   0.6  10.0   4.4
76124   9.6  10.0   8.0   8.6  10.9   2.9
76125  17.0  20.0   8.8   6.5  12.6   2.9
76126  27.0  25.4   4.6   0.0  12.4   2.4
76127  27.6  26.8   5.8   0.0  11.9   2.9
76128  27.3  26.4   6.0   0.0  13.0   2.4
76129  26.6  26.1   7.0   0.0  13.1   2.9
76130  22.1  23.2   5.0   0.0  12.4   2.4
76131  12.4  23.8  13.0   8.0  14.7   2.9
76132  14.8  18.5   9.9   1.4  12.5   3.7
76133  24.2  22.8   4.3   0.0  10.0   2.4
76134  27.8  26.0   4.0   0.0  10.2   2.9
76135  19.1  24.5  10.6   0.0  12.5   6.0
76136  28.7  20.2   6.5   0.3   9.0   3.7
76137  28.5  23.4   2.0   0.0  10.1   2.9
76138  28.0  23.8   3.5   0.0   9.9   2.9
76139  27.9  24.9   4.5   0.0  10.6   2.9
76140  25.9  25.8   5.4   0.0  11.7   2.9
76141  24.9  26.4   6.8   0.0  12.6   2.9
76142  21.3  25.5  11.1   0.3  14.6   3.7
76143  18.2  20.1  12.2   4.9  13.2   2.9
76144  12.3  18.2   8.0   0.4  12.6   2.4
76145  10.3  16.5  11.6  29.2  14.2   2.9
76146  25.6  21.0   8.5   0.6  12.2   2.9
76147  27.8  24.4   7.8   0.0  12.3   2.9
76148  12.2  22.8   8.0   0.0  14.1   1.9
76149  12.2  21.9  12.7   1.4  15.1   1.9
76150  27.9  21.3  10.7  14.8  11.7   4.4
76151  26.3  23.8   6.0   0.0  13.5   2.4
76152  22.0  25.7   8.4   0.0  12.3   2.9
76153  21.0  20.0  10.0   6.6  11.8   6.0
76154  11.7  20.6   6.0   0.0  12.7   2.9
76155  16.0  16.5  10.5  12.2  11.4   4.4
76156  22.2  18.2   9.8   0.0  11.0   4.4
76157  14.9  17.5   4.8   0.0  12.1   2.9
76158  10.5  13.8  11.0  10.5  13.6   3.7
76159  10.6  15.0  11.6  45.6  13.7   3.7
76160  10.8  17.3  12.0  19.4  14.4   2.9
76161  25.0  23.5  11.8   4.3  13.7   3.7
76162  25.9  22.6  11.1   0.0  11.3   2.9
76163  28.7  23.1   6.0   0.0  11.7   2.9
76164  22.5  25.5   7.4   0.0  13.2   1.9
76165  25.1  24.7  10.8   0.0  14.7   2.9
76166  16.8  23.0  10.2   0.0  15.3   3.7
76167  28.2  24.5  13.0   0.0  13.6   2.4
76168  26.0  29.4   8.8   0.0  14.5   4.4
76169  10.6  18.0  12.0   1.5  13.1   2.4
76170  30.0  23.2   7.8   3.8  12.3   2.9
76171  27.8  25.7   6.0   0.0  12.8   2.9
76172  30.0  27.5   8.0   0.0  14.5   2.4
76173  29.5  28.5   9.3   0.0  14.3   2.4
76174  27.3  30.2   9.0   0.0  15.7   2.4
76175  18.8  27.2  12.0   0.0  17.5   2.9
76176  15.4  24.6  11.8   0.0  16.4   2.4
76177  12.8  23.5  15.0   2.0  17.5   2.9
76178  10.6  19.0  15.8   5.2  17.4   2.9
76179  10.6  20.0  14.5  11.3  16.6   2.4
76180  22.1  26.0  14.0   0.5  17.4   2.9
76181  26.2  28.8  14.4   0.0  17.9   2.4
76182  25.6  29.2  14.0   0.0  17.3   2.9
76183  20.5  26.0  15.4   1.5  18.8   2.9
76184  15.6  27.5  14.8   0.0  18.9   2.4
76185  25.9  27.3  12.0   6.3  16.5   2.4
76186  29.6  28.8  11.8   0.0  15.4   2.4
76187  29.7  30.3  10.0   0.0  15.9   2.9
76188  23.7  27.6  14.5   1.9  16.9   3.7
76189  28.0  25.4   8.5   0.0  14.3   2.4
76190  10.4  20.7  13.5   0.7  17.4   1.2
76191  25.4  27.2  15.9   2.8  17.5   1.9
76192  23.0  26.5  12.0   0.0  15.2   2.9
76193  23.1  23.5  12.6   0.0  13.8   2.9
76194  29.0  26.1   9.8   0.0  14.5   3.7
76195  22.4  28.0  10.4   0.0  16.6   3.7
76196  17.5  28.4  13.4   0.2  18.4   2.4
76197  23.1  27.2  14.8  10.8  19.5   2.9
76198  17.7  27.8  13.4   0.0  17.7   2.4
76199  21.6  26.5  13.9   2.2  16.6   4.4
76200  28.0  26.3  10.2  34.8  16.4   2.4
76201  28.5  30.2  11.0   0.0  16.9   2.4
76202  28.5  30.8  11.6   0.0  16.9   2.4
76203  20.9  31.0  12.5   0.0  19.1   1.2
76204  16.4  26.5  17.0   3.8  20.4   2.4
76205  11.2  23.2  16.5  10.6  20.6   2.9
76206  10.0  20.2  14.6  22.1  16.8   2.4
76207  18.7  27.2  13.3  17.4  16.9   2.4
76208  22.2  26.2  12.0   0.5  17.3   2.4
76209  20.3  27.5  14.4   0.0  18.2   2.4
76210  18.5  25.4  14.0  25.3  18.7   2.4
76211  11.0  21.5  13.5   1.8  14.7   2.4
76212  25.6  23.1  10.6   0.8  13.3   3.7
76213  27.6  26.5   8.0   0.0  14.7   2.4
76214  22.7  29.5  10.5   0.0  16.9   2.9
76215  15.9  20.2  13.4   7.2  13.5   3.7
76216  26.4  22.5  10.0   0.0  12.2   2.4
76217  25.9  24.8   7.0   0.0  13.1   2.4
76218  17.4  23.5   9.0   0.0  14.0   2.9
76219   9.4  17.0  13.2   0.2  12.2   4.4
76220  26.9  23.0  11.5   0.0  12.2   2.4
76221  15.0  23.2   8.3   0.0  13.3   2.9
76222  24.4  24.3   8.0   1.0  14.0   2.4
76223  22.1  26.0  10.2   0.0  15.3   2.4
76224  17.2  22.0  12.8   0.0  18.5   2.4
76225  22.0  24.0  13.5   3.0  17.5   2.4
76226  21.3  24.3  10.0   2.4  16.9   2.4
76227  14.9  24.0  13.5   0.0  17.7   2.4
76228  20.4  24.5  12.0   2.7  16.6   2.4
76229  19.0  26.0  10.5   0.0  18.3   2.4
76230  12.2  21.5  15.3   0.0  19.5   2.4
76231  17.3  23.5  13.5   9.6  15.6   2.4
76232  18.1  24.2  11.3   0.0  15.8   2.4
76233  12.0  23.0  13.0   0.2  16.3   2.4
76234  21.4  22.5  11.5   1.8  15.4   2.4
76235  11.8  20.2   9.2   0.0  14.5   2.4
76236   8.5  14.8  13.0   7.5  14.5   2.4
76237  20.1  21.4  10.0   4.1  12.9   2.4
76238  21.5  23.0   6.4   0.0  12.8   2.4
76239  19.6  23.5   7.0   0.0  13.7   2.4
76240  20.8  23.8   7.6   0.0  13.5   2.4
76241  21.5  26.2   7.2   0.0  14.4   2.4
76242  22.4  26.6   9.2   0.0  14.4   2.4
76243  12.6  25.2   9.3   0.0  15.4   2.4
76244  17.1  25.0  14.8   1.1  17.2   2.9
76245  13.5  24.0  13.6   0.2  17.8   2.4
76246  14.7  23.6  14.4   5.0  15.9   3.7
76247  21.8  26.0  11.0   1.2  15.0   2.4
76248  14.1  24.0  10.6   0.0  16.6   2.4
76249  11.8  19.5  11.0   0.9  11.7   6.0
76250  13.2  17.5   9.5   0.0  10.8   2.9
76251  19.5  18.2   3.4   0.0   9.5   3.7
76252  20.8  22.2   3.5   0.0   9.7   2.9
76253  17.7  22.4   3.1   0.0  11.2   2.9
76254  20.3  22.6   4.6   0.0  11.8   2.9
76255  16.9  23.5   7.6   0.0  13.7   2.9
76256  20.2  27.2   8.5   0.0  14.4   2.4
76257  19.6  27.4   8.1   0.0  15.2   2.4
76258  16.6  28.2   9.3   0.0  15.8   2.4
76259  16.7  25.6  10.0   0.0  15.2   3.7
76260   7.0  19.6  11.7  19.1  16.4   2.4
76261  19.2  22.5  11.5   8.7  13.0   3.7
76262   8.2  15.0  10.5   0.0  11.3   6.0
76263  15.7  19.8  10.0   6.5  13.0   2.4
76264  13.9  18.0   8.0   0.0  11.5   3.7
76265   8.8  16.7   5.7   0.0  11.7   4.4
76266   6.8  17.8   9.1   0.0  12.6   2.9
76267   6.5  14.6   9.5   0.0  13.5   1.9
76268  14.6  19.2   9.2   0.1  12.3   2.4
76269  14.7  23.1   5.8   0.0  11.3   2.9
76270  11.1  21.5   8.0   0.0  13.9   2.9
76271  11.1  18.5  10.0   0.0  12.3   2.9
76272  12.0  23.0   7.0   0.0  13.9   2.4
76273  16.2  30.5   8.6   0.0  15.1   2.9
76274  14.7  30.6  11.9   0.0  15.0   2.4
76275  14.1  25.6  11.7   0.1  16.4   3.7
76276   5.9  15.5  11.5   0.0  13.6   2.4
76277   5.8  15.3  12.7   0.0  14.7   2.4
76278   5.8  16.6  13.5   0.0  16.1   2.4
76279   5.7  18.1  13.8   0.0  16.4   2.4
76280   5.6  18.0  13.5   6.2  16.1   2.4
76281  10.1  21.8  10.4   0.1  14.7   2.4
76282  14.8  23.1   8.3   0.0  13.9   3.7
76283  15.2  24.0   6.9   0.0  13.0   2.9
76284  12.2  28.0   8.5   0.0  13.7   2.4
76285  12.4  23.6   7.0   0.0  13.5   2.4
76286   7.2  19.0   8.9   0.1  14.1   1.9
76287   6.9  18.8  10.3   0.0  15.0   2.4
76288   5.2  18.7  11.5   0.2  15.0   1.9
76289   5.1  17.5  13.5   7.7  16.6   1.9
76290   5.0  15.0   5.2   0.3  10.1   5.0
76291   4.9   5.8   0.1   9.3   6.2  10.2
76292   4.9   3.0   0.0  20.4   6.7   5.0
76293   4.8   2.4  -0.1   8.6   6.1   3.7
76294   4.7   2.3   0.4   0.6   6.2   3.7
76295   4.7   2.1  -1.0   2.9   5.9   3.7
76296   4.6   3.4   0.5   0.2   6.7   2.4
76297   4.6   6.3   0.6   0.0   7.2   1.9
76298   4.5   6.9   4.0   0.0   6.8   2.9
76299   4.5   6.1   3.5   0.0   6.8   2.9
76300   4.4   6.0   2.0   0.0   6.7   6.0
76301   4.3   5.9   1.6   0.0   7.3   2.9
76302   4.3   7.2   4.4   0.0   8.8   1.9
76303   4.2   9.5   6.0   0.0  10.2   2.4
76304   4.2   9.0   7.0   0.2  10.1   2.9
76305   4.1  11.0   8.0   0.0  11.5   2.9
76306   4.1  16.5   6.5   7.8  12.0   1.9
76307   4.0  12.0   6.9   0.0  11.4   2.4
76308   8.1  17.6   7.2   6.1  11.2   2.4
76309   3.9  11.0   6.5   1.3  11.1   2.9
76310   3.9  12.0   8.0   0.0  11.2   2.4
76311   3.8  11.0   8.5   0.0  11.3   2.4
76312   3.8  11.5   8.4   0.0  11.8   2.4
76313   3.8  11.0   9.5   0.0  11.7   2.4
76314   3.7  11.6   9.7   0.0  11.8   2.4
76315   3.7  12.2   9.5   0.0  11.2   2.4
76316   3.6  10.2   8.0   0.0  10.5   2.4
76317   3.6  10.5   8.2   0.0  10.3   2.4
76318   3.5  10.0   7.5   0.4  10.3   2.4
76319   3.5  10.5   8.0  10.0  11.3   2.4
76320   3.5  11.0   7.0   5.5  10.8   2.4
76321   5.7  11.5   2.5   4.0   8.2   2.4
76322   5.0  11.0   0.0   0.0   7.5   2.4
76323   3.4   7.5   4.5   0.0   9.2   2.4
76324   3.3   6.6   4.0  16.1   8.3   2.4
76325   3.3   8.0   2.0  21.0   9.0   3.7
76326   3.3   8.0   3.5   9.2   8.2   6.0
76327   3.2   4.5   3.4   2.3   7.8   2.9
76328   5.2   6.0  -0.6   2.5   5.6   2.9
76329   8.6   3.5  -2.5   0.0   4.6   4.4
76330   5.2   2.5  -1.5   0.0   4.0   6.0
76331   8.8   2.0  -6.6   0.0   3.7   2.9
76332   6.9   7.2  -4.0   0.0   4.7   6.0
76333   4.1   9.8  -6.0   0.0   5.5   2.9
76334   7.3  10.0  -4.4   0.0   6.0   3.7
76335   3.0   1.2  -3.5   0.0   5.9   2.4
76336   3.0   1.2  -1.0   0.0   5.8   2.9
76337   3.0  -0.2  -2.4   0.0   5.5   4.4
76338   3.5   9.8  -0.7   2.2   8.0   4.4
76339   3.0   8.0   1.8   1.4   8.6   2.9
76340   2.9   7.5   0.6   5.5   8.4   2.9
76341   2.9   7.2   0.5   0.1   7.2   1.9
76342   5.4  12.3  -2.1   1.0   6.2   2.9
76343   3.0   8.2   1.4   5.2   8.9   1.9
76344   6.7  12.8   2.5   7.2   7.4   2.9
76345   3.1  12.1   1.0   0.0   7.8   2.9
76346   2.9   6.2   1.5   0.7   5.2   6.0
76347   2.9   2.5  -1.5   0.0   5.0   3.7
76348   5.5   2.0  -5.9   4.5   4.1   2.4
76349   6.6   3.0  -6.0   0.0   4.3   1.9
76350   7.0   3.8  -6.1   0.0   4.8   2.9
76351   3.1  -0.5  -4.0   0.0   5.0   2.9
76352   2.9   2.0  -4.5   0.5   5.4   1.9
76353   3.2   4.3  -2.0   0.8   5.4   2.4
76354   2.8   2.0  -4.5   0.0   5.4   4.4
76355   2.8   0.6  -2.4   0.3   5.9   3.7
76356   2.8   1.2  -0.5   0.3   6.2   2.9
76357   2.8   1.8   0.0   0.0   5.9   3.7
76358   2.9   0.5  -1.1   0.0   5.4   3.7
76359   3.5   2.1  -0.5   0.0   5.7   2.9
76360   4.0   3.2  -3.9   0.0   4.6   5.0
76361   6.9   4.0  -5.0   0.0   4.2   2.4
76362   8.2   0.4  -9.5   0.0   2.7   3.7
76363   7.5  -2.2 -14.5   0.0   2.6   2.9
76364   3.6  -2.3 -11.0   0.0   3.7   3.7
76365   2.9  -0.5  -4.5   1.4   4.9   1.9
76366   7.8   0.5 -13.0   3.9   3.1   4.4
77001   3.0  -3.0 -18.0   0.0   2.4   2.4
77002   3.0  -0.5 -10.5   0.0   4.6   3.7
77003   3.0   0.4  -1.5   0.0   5.4   5.0
77004   3.0  -1.3  -5.5   0.0   4.1   5.0
77005   3.0  -5.0  -9.2   0.0   3.2   2.9
77006   5.1  -2.5 -13.0   0.0   2.9   2.4
77007   3.1   4.5 -14.4   0.0   4.7   1.9
77008   3.1   3.7  -1.0   0.1   5.3   2.9
77009   7.7   3.5  -5.6   0.0   4.2   4.4
77010   7.8   1.5  -9.5   0.0   4.1   3.7
77011   3.2   0.4  -8.7   0.0   4.2   1.9
77012   5.3   2.6  -3.9   0.0   5.1   2.9
77013   3.2   2.5  -2.6   0.0   5.9   1.9
77014   4.0   5.0  -2.0   5.4   5.9   1.9
77015   3.3   0.4  -4.6   0.0   5.5   3.7
77016   3.3   0.5  -2.4   6.4   5.3   2.4
77017   3.3  -0.1  -2.5   9.8   5.2   3.7
77018   3.5  -2.0 -15.5   7.3   3.0   1.2
77019   5.7  -6.3 -23.5   0.3   1.6   2.4
77020   4.0  -9.4 -23.0   0.0   1.7   2.4
77021   3.5   4.5 -13.3   0.0   5.3   2.4
77022   3.5   6.0  -0.5   0.1   6.2   1.9
77023   3.6   1.0  -1.3   0.0   5.4   2.4
77024   3.6   0.4  -2.0   1.3   5.7   2.4
77025   9.2   7.3  -0.5   1.7   7.0   2.9
77026   7.0   8.4  -2.4   0.0   6.4   2.4
77027   4.5  12.5   1.0   0.3   8.5   2.9
77028  10.5  12.2   0.9   1.2   6.7   2.9
77029   4.7   4.8  -1.5   0.0   6.1   2.4
77030   9.5  16.0   0.5   0.1   7.7   3.7
77031   8.7  15.8  -0.7   0.0   6.9   2.4
77032   4.0   6.0   2.5   0.7   7.9   2.4
77033   4.0   5.5   2.2   4.2   7.7   1.9
77034   4.1   2.9  -1.5  12.7   5.6   2.4
77035   4.6   1.5  -5.7   5.1   4.2   2.4
77036   9.9   5.5  -5.8   0.0   4.8   4.4
77037   6.0   3.2  -1.6   0.0   5.7   2.4
77038   4.3   5.7  -1.5  10.8   6.9   2.4
77039   4.9   4.8  -0.1   0.0   6.6   2.4
77040   4.4   7.0  -0.8   0.0   7.8   1.9
77041   7.7  12.8   1.9   2.9   8.9   2.4
77042   4.5   7.9   2.7   0.5   8.2   2.9
77043   4.6   8.0  -0.1   9.9   7.8   2.4
77044   5.0  16.0   2.0   0.0   8.5   2.4
77045   4.7  10.0   5.9   1.6   9.5   2.9
77046  11.1  12.2   3.6  10.9   7.1   6.7
77047   6.5   8.8   1.9   4.7   8.5   3.7
77048   8.0  12.0   4.4   0.0   7.9   2.4
77049  13.3  12.5  -1.0   1.1   6.4   2.9
77050  12.8  16.0  -2.4   0.0   6.8   2.4
77051  13.5  17.5   0.8   0.0   7.7   5.0
77052   7.6  17.6   4.5   0.0   8.4   9.4
77053   5.3  18.0   7.0   0.0   9.8   4.4
77054   7.2  23.8   4.0   0.0   8.5   5.0
77055   8.6  17.4   0.5   0.0   8.1   3.7
77056   5.4  10.8   1.1   0.0   8.0   2.9
77057  13.9  14.5   5.4   0.1   8.1   2.9
77058   5.7   9.5   1.5   2.0   7.1   2.4
77059   5.6   2.5  -3.2   1.8   4.2   4.4
77060  13.8   2.7  -6.1   0.0   4.0   6.0
77061  15.6   5.5  -3.5   0.0   4.0   4.4
77062   5.8   6.8  -5.7   0.0   6.0   6.7
77063   8.6  11.7   4.0   1.0   9.0   4.4
77064  12.5  11.8   5.2   0.8   7.5   5.0
77065  16.9  18.8   2.5   0.9   6.6   4.4
77066  16.6  14.4   0.4   0.0   6.2   4.4
77067  13.4  11.4   0.0   0.0   6.8   2.9
77068  15.5  20.2  -4.1   0.0   6.4   2.9
77069  16.2  13.0   0.7   0.0   7.0   3.7
77070  14.3  12.8  -2.3   0.0   6.3   3.7
77071  13.6  13.4  -3.0   0.0   6.5   3.7
77072   6.5  11.0   2.0   1.5   8.4   2.9
77073   6.5   6.8   4.0  13.3   8.2   2.4
77074   6.6   6.6   3.8  13.1   8.8   1.9
77075  15.5  14.2   4.5   6.3   8.2   2.9
77076  12.5  10.5  -1.0   0.0   7.8   2.4
77077  15.3  12.1  -0.6   0.0   7.0   5.0
77078  17.6  13.5  -2.0   0.0   7.5   2.9
77079  10.5  13.2   1.5   0.0   8.4   4.4
77080  14.4  20.8   1.0   0.0   9.4   1.9
77081  19.0  25.2   2.1   0.0   9.1   2.4
77082  18.9  28.5   2.4   0.0   9.3   1.9
77083  19.3  27.6   3.6   0.0  10.4   2.4
77084  13.1  19.0   8.1   0.0  10.1   4.4
77085  19.9  18.5   1.5   0.0   8.6   2.9
77086  19.6  19.8   1.0   0.0   8.3   2.4
77087  17.1  20.0   1.4   0.0   8.9   2.9
77088   8.4  18.4   6.3   0.0  10.9   2.4
77089   7.6  12.5   7.0   2.0  10.3   4.4
77090   7.7   7.8   5.2   2.0   9.1   2.9
77091   7.8   9.5   5.3  16.7   9.7   1.9
77092   7.8  11.5   6.6   4.2  10.9   2.9
77093   7.9  14.9   8.8   4.6  13.7   2.4
77094  17.9  19.0   8.5   0.0  12.4   2.9
77095  18.6  23.5   4.5   0.0  11.0   2.9
77096  18.6  14.5   4.0   1.0   7.7   5.0
77097  18.6  20.0  -1.1   0.0   8.7   2.4
77098   9.6  19.3   3.5   0.0  10.5   3.7
77099  13.5  16.5   6.4   0.0  11.2   2.9
77100  12.1  17.2   4.1   7.0   9.3   2.4
77101  22.0  10.0   3.5   2.9   5.7   4.4
77102  22.0   9.5  -1.4   0.0   5.1   4.4
77103  19.3  10.4  -2.7   0.0   5.5   3.7
77104   9.7  11.0  -2.5   0.0   7.3   3.7
77105   8.6   8.4  -1.0   0.0   8.2   2.4
77106   9.1   7.0   2.8  21.6   6.8   9.4
77107   9.5   8.9   3.8   0.1   7.0   6.0
77108  24.4  15.8   4.5   0.0   6.4   4.4
77109  24.4  20.8  -1.2   0.0   7.3   2.9
77110  17.7  19.3   4.5   0.0   8.6   4.4
77111  20.3  12.2   0.1   0.0   6.7   5.0
77112  24.3  18.1  -3.0   0.0   6.4   2.9
77113  13.4  21.7   3.8   0.0   9.9   3.7
77114  16.7  25.1   6.7   0.0  12.3   2.4
77115  15.1  16.6   7.0   1.2   7.8   5.0
77116  24.5  14.9   2.8   0.1   7.3   4.4
77117  25.6  20.2  -1.1   0.0   7.0   2.9
77118  23.3  21.8   0.7   0.0   8.0   2.9
77119  26.5  23.0   3.5   0.0   9.6   3.7
77120  21.5  23.5   7.6   0.0  12.5   3.7
77121  24.2  25.5   8.5   0.0  12.9   2.4
77122  26.3  25.8   9.0   0.0  12.4   2.4
77123  26.0  27.7   5.5   0.0  12.1   2.4
77124  26.3  28.5   6.4   0.0  11.4   5.0
77125  22.2  25.1   9.0   0.0  13.5   6.7
77126  22.6  21.9   7.5   0.0   9.6   3.7
77127  15.8  21.7   6.9   3.0  12.4   1.9
77128  10.9  16.0  10.5   0.0  14.1   2.4
77129  17.6  20.3   9.1   2.5  11.7   4.4
77130  15.2  18.4   8.0   4.7  12.2   2.4
77131  26.4  19.9   6.8   2.1  10.4   4.4
77132  24.5  22.4   4.2   0.0  10.3   2.9
77133  26.2  24.5   3.8   0.0  11.4   1.9
77134  26.4  27.0   7.1   0.0  12.1   2.9
77135  14.2  22.4  13.2   0.4  14.2   2.4
77136  15.8  20.1  12.4  13.8  15.2   2.9
77137  22.7  25.0   9.4   0.0  14.6   2.4
77138  16.7  25.2  10.0   0.0  14.8   1.9
77139  18.7  25.7  16.2   0.0  17.6   2.9
77140  16.5  26.2  14.8   0.0  19.2   2.9
77141  16.9  30.0  14.0   0.0  19.0   0.8
77142  21.6  28.5  13.5   0.0  18.1   1.9
77143  25.4  23.2  12.0   0.4  13.4   2.9
77144  22.4  20.8   9.5   0.0  10.7   2.9
77145  29.0  23.2   3.4   0.0  10.1   2.9
77146  26.3  24.0   4.8   0.0  10.8   1.9
77147  10.4  16.3   9.0   1.3  11.9   1.9
77148  10.4  10.7   8.5  12.4  11.5   3.7
77149  19.7  17.2   8.3  11.7  11.1   2.4
77150  28.2  22.6   6.3   5.0  11.7   2.9
77151  28.1  26.0   5.0   0.0  13.0   2.9
77152  11.2  17.5  10.5   0.0  11.9   3.7
77153  12.1  16.5  10.0   0.2  12.6   2.9
77154  11.9  16.4   8.6  14.2  11.8   1.9
77155  20.4  18.8   5.5   0.6  10.5   2.4
77156  27.1  21.7   3.5   0.0  11.0   2.4
77157  28.4  24.8   4.6   0.0  12.4   2.9
77158  26.6  25.5   9.5   0.0  14.2   2.9
77159  19.8  26.8  11.9   0.0  16.3   1.9
77160  29.2  29.0   9.8   0.0  15.5   2.9
77161  28.3  30.0  10.9   0.0  17.5   2.9
77162  29.5  31.0  11.9   0.0  16.4   2.4
77163  25.6  30.5  13.5   0.0  18.2   2.9
77164  29.3  29.6  12.5   0.0  17.7   2.4
77165  29.4  31.8  13.0   0.0  19.8   2.4
77166  28.7  30.7  16.0   0.0  17.4   2.9
77167  13.9  23.8  12.0   0.0  17.9   1.9
77168  17.1  25.7  11.6  14.0  19.1   1.9
77169  27.2  29.0  15.0   0.0  20.9   2.9
77170  28.9  31.4  14.3   0.0  19.3   2.4
77171  19.9  28.5  14.1   0.0  18.4   2.4
77172  28.8  28.0  12.6   1.2  17.3   4.4
77173  24.2  27.3  13.7   2.7  17.4   2.4
77174  11.6  20.5  12.5  54.1  17.6   2.4
77175  20.5  23.0  12.3   2.2  17.4   2.4
77176  21.7  25.5  12.1   7.8  16.8   2.4
77177  24.4  24.0  11.3   7.8  16.3   2.9
77178  15.9  23.4  14.9   5.6  17.1   1.9
77179  25.4  22.5  14.0   6.2  15.2   4.4
77180  29.9  25.5   9.0   0.0  14.4   2.4
77181  24.0  29.2   9.5   0.0  16.2   2.4
77182  10.5  19.3  14.5   3.0  17.8   2.4
77183  27.3  25.5  12.5   8.4  17.8   2.9
77184  29.4  26.6  12.7   0.0  17.7   2.4
77185  27.3  30.8  12.5   0.0  19.7   2.9
77186  19.8  26.8  17.5   0.0  20.8   1.2
77187  12.5  22.5  15.5   0.1  18.6   2.4
77188  29.0  28.3  10.5   0.3  17.9   2.4
77189  26.9  31.6  12.1   0.0  19.1   2.4
77190  27.7  34.1  14.6   0.0  18.9   2.4
77191  25.9  28.5  15.3   0.0  19.2   2.9
77192  12.9  22.5  16.1   0.2  17.9   3.7
77193  29.6  25.0  14.2   1.0  15.1   3.7
77194  29.1  27.0   9.8   0.0  15.6   2.9
77195  29.2  31.0   9.3   0.0  18.0   1.9
77196  18.1  29.4  14.0   0.0  18.5   1.9
77197  26.2  24.3  15.2   0.3  14.8   2.4
77198  17.5  22.5  10.2   0.0  15.5   3.7
77199  28.8  27.4  12.5   0.0  15.8   2.4
77200  23.5  28.5  11.1   0.2  17.9   1.9
77201  28.6  29.7  13.0   4.7  16.4   1.9
77202  26.1  30.4  12.0   0.0  17.8   2.9
77203  21.9  27.5  15.1  12.6  20.2   2.4
77204  10.0  19.5  16.5  28.9  19.6   2.4
77205  17.9  26.7  14.5   4.4  19.9   2.4
77206  21.5  28.0  15.0   0.0  22.0   2.4
77207  24.7  30.1  15.4   0.0  21.0   2.4
77208  20.6  23.4  16.0   0.0  18.7   2.9
77209  28.3  27.5  10.4   0.0  16.6   1.9
77210  27.6  30.2  12.5   0.0  17.3   1.9
77211  27.5  30.5  11.5   0.0  19.1   1.9
77212  23.8  32.2  15.0   0.0  25.6   2.9
77213  20.3  27.5  15.5   0.0  17.2   3.7
77214  23.2  22.5  13.5   0.0  15.0   4.4
77215  26.1  24.8  12.5   0.0  15.5   2.4
77216  27.1  28.2   9.5   0.0  15.2   2.4
77217  20.3  29.6  10.0   0.0  16.5   2.9
77218  25.9  28.5  15.0   1.8  18.3   2.4
77219  23.1  29.0  13.2   0.0  18.4   2.4
77220  24.6  28.0  12.0   0.0  18.0   2.4
77221  24.2  30.2  13.0   0.0  18.0   2.4
77222  23.1  30.8  11.5   0.0  18.4   2.4
77223  19.0  30.5  13.0   0.0  18.7   2.9
77224  20.9  28.6  16.3   0.0  19.4   2.9
77225  18.7  29.5  14.3   0.0  19.3   2.4
77226  21.7  29.1  13.5   3.2  17.6   2.9
77227  20.9  25.2  12.8   0.0  16.4   2.4
77228  25.0  26.0  14.0   0.0  15.9   2.4
77229  22.5  28.0   8.7   0.0  15.6   2.9
77230  23.6  27.0  13.0   0.0  16.5   2.4
77231  14.8  30.9  12.5   0.0  18.6   2.4
77232  25.3  29.2  11.9   0.0  16.0   2.4
77233  12.6  25.3  10.8   0.0  16.9   2.9
77234  17.6  30.5  12.6   0.0  19.1   2.4
77235  21.5  29.6  12.2   0.0  15.9   2.4
77236   8.5  20.5  12.1   0.0  15.9   2.9
77237  15.8  20.7  12.5  31.2  12.4   2.9
77238  23.4  24.8   8.1   0.0  14.3   2.4
77239  21.3  25.7   7.8   0.0  14.1   2.4
77240  22.8  27.0  10.0   0.0  17.0   2.4
77241  21.5  32.5  11.2   0.0  19.3   2.4
77242  14.9  24.0  15.3   0.0  16.9   2.4
77243  22.3  24.7  13.2   0.0  14.5   3.7
77244  21.6  24.5  13.4   0.0  16.3   3.7
77245  21.9  26.0  10.5   0.0  14.1   2.4
77246  13.7  25.2  15.3   0.0  15.6   3.7
77247  21.4  26.0  10.2   0.0  15.1   2.4
77248  16.9  29.6   9.5   0.0  13.8   2.4
77249  17.5  29.4  10.0   0.0  16.3   1.9
77250  20.5  28.6  12.2   0.0  15.9   1.9
77251  18.3  30.4  11.2   0.0  15.8   1.9
77252  20.0  31.0  10.5   0.0  13.5   4.4
77253   7.4  18.1  10.6   0.4  12.3   2.9
77254  16.2  20.8   8.0   5.5  11.2   2.4
77255  20.4  26.5  13.1   0.0  15.2   2.9
77256  19.8  28.2   8.4   0.0  13.0   2.4
77257  13.8  19.8   6.5   3.1  11.4   3.7
77258  19.8  22.5   0.5   0.8   8.3   2.4
77259  19.8  24.0   5.4   0.0  10.9   2.4
77260   8.7  17.9  10.5   0.0  11.2   1.9
77261   6.9  14.0  10.7   1.6  13.9   2.4
77262   8.5  21.2  12.6   7.3  15.5   2.4
77263   7.7  21.8  13.7   0.0  18.0   1.9
77264  14.1  26.5  12.6   1.4  14.9   2.9
77265  17.1  23.5   8.4   0.0  11.0   2.9
