DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND
71001   6.5  11.7   3.6  20.3   7.0   4.4
71002   3.1   9.4   2.9   0.0   7.7   2.9
71003   6.2  13.5   3.3   1.0   7.8   5.0
71004   5.2   8.8   1.6   1.6   6.3   1.2
71005   3.2   7.5   1.4   0.4   7.5   3.7
71006   3.2   6.5  -2.9   0.1   6.1   6.0
71007   3.2   0.2  -3.6   0.6   4.4   3.7
71008   3.2   1.7  -2.5   0.0   4.3   3.7
71009   3.2  -1.6  -3.6   0.4   4.3   3.7
71010   3.3  -1.6  -5.0   6.4   3.9   2.4
71011   3.3  -0.5  -4.0   6.2   4.1   0.8
71012   3.3  -1.0  -3.6   1.8   4.4   1.2
71013   3.4  -0.4  -3.1   0.4   4.4   1.9
71014   3.4   2.4  -2.9   0.3   4.6   6.0
71015   5.3   0.8  -4.3   0.6   3.8   6.0
71016   7.6   1.9  -8.7   0.0   3.5   2.9
71017   8.7   3.6  -7.6   0.0   3.8   6.0
71018   5.7   5.2  -5.2   0.0   4.5   2.4
71019   9.1   7.4  -6.5   0.0   4.9   3.7
71020   5.9   6.4  -3.2   0.0   5.8   2.9
71021   3.6   8.8   0.5   0.0   6.8   3.7
71022   4.3  12.9   5.5   0.0   7.9   6.7
71023   5.0  14.6   4.7   0.0   7.9   2.9
71024   8.1  16.3   5.8   0.0   8.5   2.9
71025   5.8  13.5   4.9   0.0   8.4   3.7
71026   3.8  11.2   3.1   0.2   8.6   0.5
71027   8.8  11.1   0.5  10.0   7.3   2.9
71028   3.9   9.0   3.3   1.6   6.9   3.7
71029  10.8  13.0  -2.0   0.7   5.7   1.2
71030   6.6  12.8  -0.2   0.0   5.8   2.9
71031   7.6  12.6   0.9   0.0   6.2   5.0
71032   4.1   9.4   1.7   0.0   7.0   4.4
71033   4.2   5.3  -1.2   8.6   6.5   9.4
71034   4.5  -0.9  -4.4   4.7   3.4   9.4
71035   6.9   0.4  -5.5   0.0   3.4   1.2
71036  10.1   0.4  -7.6   0.6   3.8   5.0
71037   4.4  -0.2  -2.8   0.0   4.2   6.0
71038   4.4   1.7  -1.0   0.0   5.1   8.6
71039   4.5   2.5  -0.5   0.0   4.7   4.4
71040   5.2   4.5   1.3   0.0   5.7   9.4
71041   6.9   6.7   2.4   0.1   6.5   3.7
71042   9.7   5.0  -2.8   0.8   4.8   2.9
71043  12.3   7.6  -7.0   0.0   3.6   1.2
71044  10.3   8.5  -6.4   0.0   4.4   2.4
71045   7.4   9.4  -4.5   0.0   5.0   3.7
71046  10.8  12.4  -1.6   0.0   5.5   2.9
71047   6.1  11.3   3.1   0.0   7.4   3.7
71048   5.0   8.3   3.4   0.0   8.0   1.9
71049   5.0   4.4  -0.4   3.2   6.3   0.8
71050   8.4  11.2   0.2  12.8   6.9   2.4
71051   5.2   6.2   2.5   2.1   7.2   2.4
71052   5.2   3.4   0.1   2.5   5.8   2.9
71053   5.3   3.1   0.1   0.4   6.1   1.9
71054   5.4   2.4  -0.2  10.0   6.0   1.9
71055   5.4   4.1   0.6   0.9   5.5   1.2
71056   5.5   3.4  -0.3   0.2   5.6   1.9
71057   8.4   4.4  -2.2   0.4   5.1   3.7
71058   9.4  -1.4  -5.1   1.2   2.8   7.5
71059  11.1  -4.0  -9.1   0.0   2.1   3.7
71060   8.7  -1.6 -13.4   0.0   3.0   1.9
71061   6.3  -1.4  -6.5   4.3   3.4   1.2
71062  10.0  -1.5 -11.6   0.0   3.0   3.7
71063   5.9  -1.6 -11.6   0.0   3.8   2.4
71064  10.6  -1.3  -5.5   3.9   3.6   1.9
71065   8.4   2.6  -8.2   6.7   3.6   3.7
71066   9.5   3.8  -8.0   0.5   4.7   1.2
71067   6.2   1.0  -4.9   2.5   4.0   3.7
71068   6.2   1.8  -4.0   7.2   5.5   6.7
71069   6.3   1.0  -3.8   2.8   5.2   2.4
71070  16.5   1.3  -6.4   3.4   3.1   4.4
71071   9.5  -1.4  -7.7   1.1   3.2   8.6
71072  18.5  -0.4 -13.2   0.0   2.1   2.9
71073  17.4  10.5  -9.8   0.0   3.3   3.7
71074   6.7   7.4   0.4   0.6   6.6   3.7
71075  15.3  14.1   2.0   0.4   7.9   1.9
71076   7.0  12.3   3.8   0.0   8.7   0.8
71077  11.9  12.7   4.8   8.8   8.3   1.2
71078  10.9  16.0   0.8   0.0   6.8   2.4
71079  18.8  21.2   2.4   0.0   6.8   2.9
71080  15.8  21.5   3.4   0.0   6.3   5.0
71081   8.5  19.8  10.5   0.0   7.1   8.6
71082  19.0  16.1   5.1   0.7   6.3   3.7
71083  17.1   9.5   2.2   0.0   4.4   6.7
71084  15.4  10.0  -4.0   0.0   4.2   1.9
71085  18.5  12.5  -4.0   0.0   4.0   2.9
71086  12.6  13.3  -0.4   0.0   6.3   3.7
71087   7.5  10.3   5.8   0.1   7.5   5.0
71088   7.6  10.7   5.8  11.9   8.9   2.4
71089   7.6   8.8   0.2   9.5   7.4   4.4
71090  11.5  11.5   0.0  23.5   7.3   2.9
71091   9.6  11.2   2.4   0.0   7.6   7.5
71092   7.8   8.0   5.0   0.0   7.9   7.5
71093  15.5  15.4   5.0   0.1   8.5   3.7
71094  20.9  20.0   1.9   1.0   7.5   2.9
71095  18.3  23.4   9.4   0.0   9.1   4.4
71096   8.5  15.5   8.4   0.0   9.3   4.4
71097   9.4  14.2   7.4   5.8   9.0   1.2
71098  19.6  18.6   1.7   0.8   8.2   3.7
71099  11.4  17.5   6.0   0.0   9.5   4.4
71100  10.7  17.2   8.8   0.0  10.0   2.9
71101   8.4  14.5   8.5   0.0   7.7   2.9
71102  10.4  16.0   6.8   0.0   9.4   2.9
71103   8.5  13.3   7.3   0.4   6.8   2.9
71104   8.6  10.6   6.2   0.0   7.4   3.7
71105  21.6   9.4   2.2   1.2   5.0   6.0
71106  23.7  12.9  -1.5   0.0   4.7   2.4
71107  24.8  16.4  -0.6   0.0   5.0   4.4
71108  20.2  16.8   2.4   0.0   7.0   7.5
71109  25.3  17.2   0.4   0.0   5.6   2.9
71110  21.6  13.5   3.0   0.0   5.9   3.7
71111  25.5  19.4  -0.7   0.0   5.4   3.7
71112  22.8  20.5   1.4   0.0   5.7   2.9
71113  24.3  23.5   2.7   0.0   5.8   2.4
71114  10.3  21.5   8.9   0.0   8.0   2.9
71115  10.4  15.0   4.8   0.0   8.9   2.4
71116  17.2  20.2   7.5   2.0   8.7   1.9
71117  24.8  22.5   2.5   0.0   7.7   1.9
71118  17.6  24.0   5.7   0.0   8.6   2.9
71119  20.6  19.2   7.2   0.0   7.9   4.4
71120  17.8  24.6   9.9   0.0  10.7   5.0
71121  25.4  30.6  10.9   0.0  11.4   6.7
71122  10.2  26.8  15.0   0.0  13.7   0.8
71123  22.0  25.4   9.2   0.9  12.5   2.4
71124  17.4  27.4  11.1   0.0  11.8   1.9
71125  21.1  24.0   8.3   0.0  11.1   2.9
71126   9.7  16.5  10.7  40.6  12.6   2.4
71127  14.9  14.5   8.1  19.9   9.6   4.4
71128  14.8  15.3   7.2   0.0  10.0   3.7
71129  13.7  15.4   6.9   1.8  10.5   6.0
71130  25.6  22.9  10.5   0.0  10.6   2.4
71131  25.4  22.3   6.0   0.0   9.1   1.9
71132  27.1  22.5   5.2   0.0   8.5   3.7
71133  28.5  23.6   6.3   0.0   8.7   5.0
71134  26.2  25.4   6.8   0.0  10.6   2.4
71135  26.3  26.4   7.6   0.0  11.6   2.4
71136  23.7  26.2  10.4   0.0  11.3   4.4
71137  22.5  24.6  10.0   0.0  12.4   2.4
71138  27.2  25.7   9.8   0.0  10.9   3.7
71139  20.7  25.5   9.6   0.0  12.0   3.7
71140  29.1  27.4   9.4   0.0  11.5   6.7
71141  26.5  28.3  11.2   0.0  12.8   3.7
71142  27.4  28.2  11.8   0.0  12.2   3.7
71143  27.2  27.0  12.5   0.6  14.2   1.9
71144  19.6  23.0  11.2   8.3  13.8   2.4
71145  22.7  23.4  10.0   2.2  13.3   1.2
71146  26.0  25.2   9.4   0.0  12.9   1.9
71147  26.5  26.0   9.8   0.0  13.3   1.9
71148  15.9  22.5  10.6   9.3  14.7   1.2
71149  17.3  21.6  11.6   2.3  14.3   2.4
71150  15.4  20.5  12.4   2.0  14.6   4.4
71151  14.2  19.2  13.4  13.3  14.8   2.4
71152  16.4  21.3  11.6   4.3  13.4   1.2
71153  19.6  23.0  10.3   0.1  12.9   1.2
71154  18.6  22.0  10.0   4.2  12.9   2.9
71155  27.5  25.0   8.8   0.0  12.9   2.4
71156  17.3  21.7  14.1   0.6  15.3   2.4
71157  19.0  24.6  11.9   0.1  16.2   2.9
71158  17.6  23.0  10.6  11.4  16.1   2.4
71159  17.2  22.5  11.7   2.6  15.6   1.2
71160  20.8  22.9  12.6   1.6  15.6   2.9
71161  27.0  26.9  11.0   0.5  14.1   2.9
71162  25.6  30.3  14.4   0.0  14.3   1.9
71163  24.7  25.2  12.0   0.0  11.8   6.7
71164  28.7  22.0  10.0   1.0  11.2   2.9
71165  29.7  24.0   9.0   0.0  11.0   1.9
71166  29.4  30.6  10.5   0.0  13.4   4.4
71167  30.1  30.9  13.9   0.0  14.7   2.9
71168  26.2  26.0  13.0   0.0  13.3   2.9
71169  15.6  27.8  13.6   0.0  14.4   5.0
71170  22.2  24.6  10.7   5.4  10.5   6.0
71171  12.4  18.6   7.9   0.0  11.6   0.8
71172  29.5  24.6   8.7   3.6  12.3   2.4
71173  29.5  27.2  12.4   0.0  13.9   3.7
71174  27.2  26.5  12.6   0.0  13.6   4.4
71175  24.4  26.6  14.0   0.0  10.7   2.9
