Date,mesto,HC Air temperature [°C] avg,HC Air temperature [°C] max,HC Air temperature [°C] min,HC Relative humidity [%] avg,HC Relative humidity [%] min,Precipitation [mm] sum,Soil temperature [°C] avg
24/07/2009,CWA,23.66,33.2,15,69,25,0,
25/07/2009,CWA,24,30.1,16.5,74,48,0,
26/07/2009,CWA,19.11,24.9,16.2,,80,34.2,
27/07/2009,CWA,19.15,26,14.9,,53,0.4,
28/07/2009,CWA,19.31,26.1,13.9,,64,0,
29/07/2009,CWA,21.59,27.7,16.8,,61,0.2,
30/07/2009,CWA,20.81,23.4,18.6,91,83,6.6,
31/07/2009,CWA,18.29,20,17.1,,100,14.2,
01/08/2009,CWA,19.99,24.5,17.8,,82,0.6,
02/08/2009,CWA,20.84,27.9,16.3,,68,0.2,
03/08/2009,CWA,19.68,22,17.6,99,89,11.2,
04/08/2009,CWA,18.09,22.9,15.7,95,77,0.4,
05/08/2009,CWA,20.26,26.4,17,85,58,0.2,
06/08/2009,CWA,20.75,26.9,16.4,,64,0,
07/08/2009,CWA,20.95,25.8,17.4,89,69,0,
08/08/2009,CWA,22.4,28.1,18.3,84,52,0,
09/08/2009,CWA,18.93,23.45,16.5,98,91,10.4,
10/08/2009,CWA,17.88,23.7,14.9,89,56,1.2,
11/08/2009,CWA,20.27,26.8,15.8,79,43,0,
12/08/2009,CWA,20.94,29.4,12.6,68,31,0,
13/08/2009,CWA,21.11,29.7,12.5,69,39,0,
14/08/2009,CWA,23.32,30.7,15.2,70,32,0,
15/08/2009,CWA,22.99,29.7,16.6,80,54,0,
16/08/2009,CWA,18.77,21.7,16.8,98,92,15.2,
17/08/2009,CWA,20.06,25.1,17.6,,79,0,
18/08/2009,CWA,19.92,22.5,16.3,97,80,11,
19/08/2009,CWA,17.7,21.2,13.3,76,61,0,
20/08/2009,CWA,16.95,18.4,15.5,93,80,2.2,
21/08/2009,CWA,16.38,17.4,15.5,,100,24.4,
22/08/2009,CWA,16.82,20,15.1,,77,0.4,
23/08/2009,CWA,17.47,20.6,15.8,,87,0.4,
24/08/2009,CWA,20.7,26.6,17.6,93,75,0,
25/08/2009,CWA,20,23.8,16.9,97,86,0.6,
26/08/2009,CWA,18.75,23.6,14.9,83,58,0,
27/08/2009,CWA,18.53,29.3,10.4,,29,0.2,
28/08/2009,CWA,15.55,19.2,11.5,99,92,18.6,
29/08/2009,CWA,16.4,21.8,13.5,86,58,4,
30/08/2009,CWA,15.78,21.7,13.1,90,70,0,
31/08/2009,CWA,16.45,23,12.3,89,67,0,
01/09/2009,CWA,16.91,20.9,12.2,95,82,0,
02/09/2009,CWA,17.73,20.2,16.3,97,89,1,
03/09/2009,CWA,17.31,18.4,15.9,93,89,0,
04/09/2009,CWA,17.06,18.1,16.1,100,96,7.4,
05/09/2009,CWA,17.78,18.9,17.1,,100,1.6,
06/09/2009,CWA,16.25,18.6,14.3,98,93,4.2,
07/09/2009,CWA,14.43,16,13.5,100,97,0.2,
08/09/2009,CWA,14.15,15.1,13.5,,100,1,
09/09/2009,CWA,14,14.9,13.3,,97,0.2,
10/09/2009,CWA,15.05,17.9,13.5,,93,1.2,
11/09/2009,CWA,15.95,17.9,14.8,,86,11,
12/09/2009,CWA,13.52,15.7,11.5,99,88,7.2,
13/09/2009,CWA,12.16,13.7,11.3,,100,15.2,
14/09/2009,CWA,16.86,25,12.2,,46,0,
15/09/2009,CWA,16.93,24.3,10.4,,33,0,
16/09/2009,CWA,17.48,21.5,14.1,81,61,0,
17/09/2009,CWA,16.15,21.9,13.1,,70,0,
18/09/2009,CWA,15.88,17.5,13.6,,93,0.2,
19/09/2009,CWA,16.88,19.8,14.7,,48,1,
20/09/2009,CWA,12.5,18.6,7.9,68,25,2,
21/09/2009,CWA,11.28,21.4,2,69,27,0,
22/09/2009,CWA,14.01,23.5,6.4,75,42,0,
23/09/2009,CWA,16.24,25.3,8.2,74,30,0,
24/09/2009,CWA,17.52,22.7,13.5,77,50,0,
25/09/2009,CWA,14.32,19.7,8.9,,73,0,
26/09/2009,CWA,16.58,23.2,10.7,82,47,0,
27/09/2009,CWA,16.33,25.3,8,70,28,0,
28/09/2009,CWA,15.79,24.2,7.3,77,43,0,
29/09/2009,CWA,17.4,23.7,12.8,77,49,0,
30/09/2009,CWA,16.94,23.2,11.8,82,55,0,
01/10/2009,CWA,18.23,24.3,11.8,64,33,0,
02/10/2009,CWA,17.46,24.5,11.8,69,35,9.2,
03/10/2009,CWA,16.15,22.4,7.9,73,44,0,
04/10/2009,CWA,15.55,22.8,7.5,55,26,0,
05/10/2009,CWA,13.96,22.7,5.3,68,40,0,
06/10/2009,CWA,14.85,17.9,11.4,73,46,2,
07/10/2009,CWA,12.34,13.6,11.6,,100,1.6,
08/10/2009,CWA,12.55,15.1,11.3,,90,0.2,
09/10/2009,CWA,11.99,13.8,11.1,,93,0.6,
10/10/2009,CWA,10.23,11.5,9.3,,100,3.8,
11/10/2009,CWA,9.66,11.3,9,,100,7,
12/10/2009,CWA,11.53,17.5,9.4,,51,1.2,
13/10/2009,CWA,10.59,18.6,3.6,78,26,0,
14/10/2009,CWA,11.37,19.2,3.1,72,43,0,
15/10/2009,CWA,10.08,18.7,3,78,51,0,
16/10/2009,CWA,10.82,19,2.8,62,21,0,
17/10/2009,CWA,8.65,19.6,-0.7,69,23,0,
18/10/2009,CWA,13.58,19.1,7.7,40,19,0,
19/10/2009,CWA,9,18.2,1.5,59,26,0,
20/10/2009,CWA,10.58,18.7,2.6,58,22,0,
21/10/2009,CWA,9.62,19,1.9,73,35,0,
22/10/2009,CWA,10.79,20.2,1.8,69,28,0,
23/10/2009,CWA,10.96,21.2,1.3,68,30,0,
24/10/2009,CWA,11.98,18.5,4.1,69,41,0,
25/10/2009,CWA,11.98,18.5,5.4,80,55,0,
26/10/2009,CWA,12.36,17.4,8.9,73,39,0,
27/10/2009,CWA,9.22,16.7,1.6,83,60,0,
28/10/2009,CWA,11.7,19.1,4.6,,55,0,
29/10/2009,CWA,12.08,18.8,5.4,81,57,0,
30/10/2009,CWA,,15,7.9,,79,,
31/10/2009,CWA,,,,,,,
01/11/2009,CWA,,,,,,,
02/11/2009,CWA,,6,-2.85,,25,0,
03/11/2009,CWA,1.63,11,-3.9,52,37,0,
04/11/2009,CWA,6,16.7,-4,58,16,0,
05/11/2009,CWA,6.9,19.8,-3.3,53,24,0,
06/11/2009,CWA,9.48,20.2,-1.2,65,33,0,
07/11/2009,CWA,11.25,21.8,2.5,71,37,0,
08/11/2009,CWA,10.67,19.5,2.8,77,48,0,
09/11/2009,CWA,9.87,15.1,4.6,93,79,10.4,
10/11/2009,CWA,6.95,12.6,4.2,,96,6.4,
11/11/2009,CWA,-0.61,4.2,-2.9,,,9,
12/11/2009,CWA,-2.16,4.8,-9.1,84,54,0,
13/11/2009,CWA,-3.06,5,-9.1,94,69,0,
14/11/2009,CWA,-1.25,3,-5,,78,1.4,
15/11/2009,CWA,-2.21,0.2,-4.3,97,86,3.6,
16/11/2009,CWA,-5.46,-4.1,-8.9,92,73,0.4,
17/11/2009,CWA,-7.83,0.5,-14.3,68,34,0,
18/11/2009,CWA,-6.72,0.2,-12.4,71,30,0,
19/11/2009,CWA,-7.83,-2.2,-14.5,80,60,0,
20/11/2009,CWA,-4.23,1.6,-9.7,66,41,0,
21/11/2009,CWA,-3.93,7.5,-11.7,77,38,0,
22/11/2009,CWA,-1.88,7.4,-9.4,80,47,0,
23/11/2009,CWA,-0.59,7.8,-7,87,57,0,
24/11/2009,CWA,0.98,10.9,-6.3,83,43,0,
25/11/2009,CWA,2.54,10.2,-2.6,78,44,0,
26/11/2009,CWA,3.55,8.9,-0.2,63,34,0,
27/11/2009,CWA,0.67,3.2,-2,71,58,5.6,
28/11/2009,CWA,-0.68,0.8,-1.4,,100,0,
29/11/2009,CWA,0.39,4.7,-2.1,87,59,0,
30/11/2009,CWA,-0.47,7.1,-5.5,91,59,,
01/12/2009,CWA,-0.81,5.4,-6.2,87,53,0,
02/12/2009,CWA,1.63,6,-2.4,53,31,0,
03/12/2009,CWA,-0.34,9,-7.4,63,36,0,
04/12/2009,CWA,0.86,4,-3.3,52,27,0,
05/12/2009,CWA,-2.48,5.8,-8.4,60,34,0,
06/12/2009,CWA,-1.88,2.1,-6.4,72,52,0,
07/12/2009,CWA,-0.34,3,-2.8,83,63,1.6,
08/12/2009,CWA,-3.38,2.7,-7.5,95,72,0,
09/12/2009,CWA,-2.8,2,-6.8,94,74,0,
10/12/2009,CWA,-2.35,-0.3,-3.9,,100,0,
11/12/2009,CWA,-0.67,3.8,-4.9,66,34,0,
12/12/2009,CWA,-1.71,0.1,-4.4,70,59,0,
13/12/2009,CWA,-1.42,3.9,-5.4,79,48,0,
14/12/2009,CWA,-1.1,0.7,-2.3,91,72,1,
15/12/2009,CWA,-1.41,0.8,-2.7,93,77,0.2,
16/12/2009,CWA,-2.41,1.4,-5.6,78,43,0,
17/12/2009,CWA,-4.61,1.1,-10,72,53,0,
18/12/2009,CWA,-4.68,-0.7,-9.4,71,44,0,
19/12/2009,CWA,-4.96,1.4,-9,76,44,0,
20/12/2009,CWA,-6.32,-2.3,-11.6,68,49,0,
21/12/2009,CWA,-6.6,1.8,-12.4,82,53,0,
22/12/2009,CWA,-3.07,6.1,-10.6,74,23,0,
23/12/2009,CWA,-1.86,6,-8,69,43,0,
24/12/2009,CWA,-1.99,4.2,-7.9,65,30,0,
25/12/2009,CWA,-4.98,1.2,-11.1,58,35,0,
26/12/2009,CWA,-6.26,-1.5,-10.6,52,26,0,
27/12/2009,CWA,-6.05,1.1,-12.6,37,23,0,
28/12/2009,CWA,-5.38,4.9,-13,50,20,0,
29/12/2009,CWA,-2.68,3.4,-7.2,43,28,0,
30/12/2009,CWA,-3.48,2.1,-10.4,54,34,0,
31/12/2009,CWA,-4.17,5.5,-9.6,62,34,0,
01/01/2010,CWA,-0.29,11,-9.3,54,19,0,
02/01/2010,CWA,2.81,12.6,-6.3,35,15,0,
03/01/2010,CWA,,11.5,-1.2,,20,,
04/01/2010,CWA,-1.89,4.2,-7.2,38,27,0,
05/01/2010,CWA,-4.31,1.6,-7.7,45,31,0,
06/01/2010,CWA,-4.54,3.6,-10.6,53,34,0,
07/01/2010,CWA,-1.47,8.5,-7.1,57,31,0,
08/01/2010,CWA,-1.03,9.9,-8.4,61,34,0,
09/01/2010,CWA,,5,-4.6,,38,,
10/01/2010,CWA,,3,-0.1,,38,,
11/01/2010,CWA,-2.09,1.3,-4.9,55,31,0,
12/01/2010,CWA,-4.08,3.4,-11,46,15,0,
13/01/2010,CWA,-6.11,2.5,-14,44,27,0,
14/01/2010,CWA,-3.08,6.2,-10.1,43,17,0,
15/01/2010,CWA,-0.43,6.4,-6.6,37,22,0,
16/01/2010,CWA,-2.58,7.7,-10.3,48,31,0,
17/01/2010,CWA,-1.6,8.1,-9.8,64,40,0,
18/01/2010,CWA,-0.11,7.9,-7.6,66,39,0,
19/01/2010,CWA,1.15,8,-4.2,65,35,0,
20/01/2010,CWA,-1.79,3.9,-4.3,45,36,0,
21/01/2010,CWA,-4.93,-1.4,-10,53,43,0,
22/01/2010,CWA,-6.01,-2.1,-10.6,42,28,0,
23/01/2010,CWA,-6.92,-1.6,-10.9,48,35,0,
24/01/2010,CWA,-2.89,7.5,-8.5,47,24,0,
25/01/2010,CWA,-2.73,2.3,-6.9,32,23,0,
26/01/2010,CWA,-4.29,2.6,-10,43,30,0,
27/01/2010,CWA,-0.25,6.7,-7.6,43,27,0,
28/01/2010,CWA,0.64,6.9,-5.9,43,25,0,
29/01/2010,CWA,-0.89,5.3,-6.9,49,29,0,
30/01/2010,CWA,-0.69,6.9,-8.5,50,25,0,
31/01/2010,CWA,-0.78,4.1,-6.6,44,27,0,
01/02/2010,CWA,-0.63,5.8,-6.7,39,24,0,
02/02/2010,CWA,0.32,6.8,-6.2,39,20,0,
03/02/2010,CWA,-0.13,5.1,-4.3,39,28,0,
04/02/2010,CWA,-0.84,7.6,-8.3,54,37,0,
05/02/2010,CWA,0.72,9,-6.1,62,38,0,
06/02/2010,CWA,-0.69,3.6,-4.2,82,59,0,
07/02/2010,CWA,-2.43,0.2,-5.8,96,86,0,
08/02/2010,CWA,0.21,6.7,-5.4,85,58,0,
09/02/2010,CWA,-1.53,0.2,-3,,89,0.4,
10/02/2010,CWA,-1.84,-0.8,-3.9,,100,2.8,
11/02/2010,CWA,-6.85,-3.9,-9.4,85,66,2.2,
12/02/2010,CWA,-5.14,0.9,-8.8,74,55,0,
13/02/2010,CWA,-3.97,-1.9,-5.6,90,60,1,
14/02/2010,CWA,-5.63,-3.2,-8.5,83,64,3,
15/02/2010,CWA,-5.75,-1.5,-9,82,64,1.4,
16/02/2010,CWA,-4.66,1.6,-8.1,79,44,0,
17/02/2010,CWA,-4.68,0.3,-10.6,48,33,0,
18/02/2010,CWA,-4.23,3.5,-12.2,61,30,0,
19/02/2010,CWA,-1.2,8.2,-10.2,62,37,0,
20/02/2010,CWA,2.48,12.8,-6,64,29,0,
21/02/2010,CWA,5.69,14.8,-1.3,54,24,0,
22/02/2010,CWA,7.3,17,-0.6,49,25,0,
23/02/2010,CWA,8.36,18.3,-0.1,56,32,0,
24/02/2010,CWA,8.12,14,2.4,57,29,0,
25/02/2010,CWA,8.65,14.9,1.8,38,21,0,
26/02/2010,CWA,7.05,12.4,2.8,51,35,0,
27/02/2010,CWA,7.53,17.4,0.7,73,41,0,
28/02/2010,CWA,5.28,11.2,3,84,63,0.8,
01/03/2010,CWA,2.42,4.4,0.2,94,82,0,
02/03/2010,CWA,3.56,7.2,1.5,87,56,0,
03/03/2010,CWA,0.79,4.5,-0.5,94,64,1.6,
04/03/2010,CWA,0.5,3.1,-0.7,97,84,0,
05/03/2010,CWA,-0.8,1.7,-2.7,95,83,3,
06/03/2010,CWA,-1.86,2.5,-4.8,92,67,1,
07/03/2010,CWA,-1.7,0.7,-3.3,96,87,0.2,
08/03/2010,CWA,-2.68,0.4,-4.9,63,43,0,
09/03/2010,CWA,-5,0.8,-9.1,43,26,0,
10/03/2010,CWA,0.6,14.6,-8.7,49,18,0,
11/03/2010,CWA,9.01,19.6,-0.4,36,14,0,
12/03/2010,CWA,11.62,22,1.2,34,16,0,
13/03/2010,CWA,9.97,16.3,2.7,54,34,0,
14/03/2010,CWA,6.47,10.6,0.6,71,31,4.2,
15/03/2010,CWA,3.68,8.7,-0.2,39,23,0,
16/03/2010,CWA,6.88,17.4,-0.9,46,16,0,
17/03/2010,CWA,12.68,21.4,4.1,29,15,0,
18/03/2010,CWA,16.74,27.9,6.8,26,9,0,
19/03/2010,CWA,16.17,23.6,6,28,14,0,
20/03/2010,CWA,7.83,15.9,2.6,21,13,0,
21/03/2010,CWA,9.98,19.4,3.4,29,19,0,
22/03/2010,CWA,8.6,14.9,6.1,33,18,0,
23/03/2010,CWA,5.93,9.6,2.2,50,25,0,
24/03/2010,CWA,5.36,10.3,1.9,50,18,0,
25/03/2010,CWA,3.34,9.5,-2.7,21,13,0,
26/03/2010,CWA,4.2,10.8,-2.1,39,22,0,
27/03/2010,CWA,9.3,18.5,0.2,36,14,0,
28/03/2010,CWA,10.49,18.3,1.4,28,20,0,
29/03/2010,CWA,8.75,13.4,6,80,43,3,
30/03/2010,CWA,8.89,14.8,4.1,53,30,0,
31/03/2010,CWA,6.22,10.7,3.7,72,43,5.8,
01/04/2010,CWA,4.75,10.5,-1,45,27,0,
02/04/2010,CWA,6.33,15.7,-1.7,52,24,0,
03/04/2010,CWA,9.97,17.6,3.3,46,34,0,
04/04/2010,CWA,12.89,22.4,3.3,53,18,0,
05/04/2010,CWA,13.24,18.4,7.3,34,13,0,
06/04/2010,CWA,10.22,13.9,5.2,22,17,0,
07/04/2010,CWA,7.73,12.6,2,50,33,0,
08/04/2010,CWA,11.07,22.4,2.3,68,26,0,
09/04/2010,CWA,12.82,19.8,4.6,55,25,0,
10/04/2010,CWA,8.81,14.4,4.5,51,38,0,
11/04/2010,CWA,7.94,11.4,5.9,79,60,0,
12/04/2010,CWA,3.14,8.3,-0.4,67,27,0.8,
13/04/2010,CWA,0.03,2.8,-3.6,51,35,0,
14/04/2010,CWA,-0.42,4.1,-4.1,88,68,7,
15/04/2010,CWA,5.58,16.5,-1.7,76,34,0,
16/04/2010,CWA,11.83,22.5,2.2,59,25,0,
17/04/2010,CWA,13.35,19.4,6.1,61,38,0,
18/04/2010,CWA,14.97,22.6,7.5,67,33,0,
19/04/2010,CWA,13.37,17,10.9,84,60,0,
20/04/2010,CWA,10.12,11.2,9.2,,100,25.6,
21/04/2010,CWA,8.68,11.9,6.6,80,63,4.6,
22/04/2010,CWA,8.5,14.2,3.6,62,26,0,
23/04/2010,CWA,9.76,19.2,0.1,53,30,0,
24/04/2010,CWA,12.64,19.8,6.2,55,32,0,
25/04/2010,CWA,10.28,14.2,6.9,47,18,0,
26/04/2010,CWA,9.85,16.7,3.7,28,18,0,
27/04/2010,CWA,14.38,22.5,3.9,32,12,0,
28/04/2010,CWA,12.65,19.4,4,29,18,0,
29/04/2010,CWA,12.96,23.4,2.5,49,20,0,
30/04/2010,CWA,15.27,24.7,4.7,38,13,0,
01/05/2010,CWA,17.33,29.4,4.9,41,11,0,
02/05/2010,CWA,20.49,30,8.8,49,20,0,
03/05/2010,CWA,17.68,24,15.1,81,38,0.6,
04/05/2010,CWA,17.31,26.1,10.2,83,42,0.2,
05/05/2010,CWA,16.56,22,11,49,22,0.6,
06/05/2010,CWA,16.37,23.7,9.4,36,16,0,
07/05/2010,CWA,17.08,25.3,7.4,43,19,0,
08/05/2010,CWA,19.01,24.5,13.4,42,24,0,
09/05/2010,CWA,16.03,19.5,12.4,25,15,0,
10/05/2010,CWA,14.68,25.6,3.2,45,19,0,
11/05/2010,CWA,16.86,25.8,6.2,50,23,0,
12/05/2010,CWA,13.7,20.7,10,80,41,4,
13/05/2010,CWA,10.55,11.5,9.9,96,89,1.2,
14/05/2010,CWA,11.47,15.4,8.9,94,82,3.4,
15/05/2010,CWA,12.34,14.1,10.7,92,79,0.2,
16/05/2010,CWA,12.04,13.6,10.7,97,84,3.6,
17/05/2010,CWA,11.46,16.9,7.6,94,80,0,
18/05/2010,CWA,11.13,21.5,1.7,64,20,0,
19/05/2010,CWA,14.66,25.3,3.1,57,19,0,
20/05/2010,CWA,15.42,22.4,7.3,60,27,0,
21/05/2010,CWA,16.59,21.7,12.5,66,42,0.2,
22/05/2010,CWA,18.19,27,8.5,54,22,0,
23/05/2010,CWA,19.61,30.8,7.6,54,16,0,
24/05/2010,CWA,21.71,30.3,10.9,55,23,0,
25/05/2010,CWA,21.78,26.2,17.5,55,28,0,
26/05/2010,CWA,14.95,22.8,11.3,92,63,17.6,
27/05/2010,CWA,15.94,23.1,12.2,84,44,0,
28/05/2010,CWA,16.74,23.3,12.7,85,46,0,
29/05/2010,CWA,19.1,28.3,12.5,74,26,0,
30/05/2010,CWA,20.05,26.6,14,77,35,0.4,
31/05/2010,CWA,17.44,22.9,13.9,63,19,0.4,
01/06/2010,CWA,14.18,17.4,12.1,94,74,2.8,
02/06/2010,CWA,15.83,25.1,7.8,,30,0,
03/06/2010,CWA,18.54,26.5,10.1,70,23,0,
04/06/2010,CWA,18.36,25.7,9.3,67,38,0,
05/06/2010,CWA,18.43,25.6,12.3,75,34,0,
06/06/2010,CWA,18.11,24.4,12.2,71,42,0,
07/06/2010,CWA,15.44,19.1,13.4,,63,15.2,
08/06/2010,CWA,13.8,17.6,12.6,,87,6.6,
09/06/2010,CWA,13.67,16.4,12.2,95,80,0,
10/06/2010,CWA,15.58,22.4,12.2,88,58,0,
11/06/2010,CWA,18.08,26.6,9.8,73,39,0,
12/06/2010,CWA,18.72,24.8,11.8,83,58,0,
13/06/2010,CWA,20.49,27.5,15.1,75,39,0,
14/06/2010,CWA,22.93,31.9,13.9,66,22,0,
15/06/2010,CWA,22.49,31,13.6,63,23,0,
16/06/2010,CWA,23.32,32.9,15,55,19,0,
17/06/2010,CWA,22.71,31.1,14.7,48,16,0,
18/06/2010,CWA,22.53,32.6,11.1,49,14,0,
19/06/2010,CWA,23.76,31.6,14.7,46,22,0,
20/06/2010,CWA,22.33,32.4,11.2,52,15,0,
21/06/2010,CWA,22.31,32.7,12.7,58,21,0,
22/06/2010,CWA,24.18,33.3,14,55,15,0,
23/06/2010,CWA,24.63,31.4,17,47,29,0,
24/06/2010,CWA,24.22,30.5,16.9,56,26,0,
25/06/2010,CWA,23.33,28.6,18.5,61,37,0,
26/06/2010,CWA,18.65,22.8,16.9,88,61,1.4,
27/06/2010,CWA,17.85,20.2,15.9,93,80,1,
28/06/2010,CWA,20.48,27.1,16.9,86,54,0,
29/06/2010,CWA,21.63,27.3,19.3,89,61,0,
30/06/2010,CWA,19.88,23.6,17.6,92,78,1.8,
01/07/2010,CWA,22.14,27.6,17.2,76,46,0,
02/07/2010,CWA,20.03,23.5,18.2,93,63,9.4,
03/07/2010,CWA,22.03,30.7,16,77,37,0.6,
04/07/2010,CWA,23.22,30.1,19.3,63,33,0,
05/07/2010,CWA,27.27,34.8,21.9,40,14,0,
06/07/2010,CWA,25.19,34.3,15.5,54,24,0,
07/07/2010,CWA,23.99,28.9,20.4,63,28,1,
08/07/2010,CWA,22.29,27.2,18.5,86,60,0.6,
09/07/2010,CWA,18.45,22.1,16.4,97,74,5,
10/07/2010,CWA,19.82,30,10.8,,34,0.6,
11/07/2010,CWA,22.97,32.5,13,63,22,0,
12/07/2010,CWA,23.6,28.8,18.8,67,38,0,
13/07/2010,CWA,21.82,25.2,18.9,82,46,1.4,
14/07/2010,CWA,21.34,23.5,19,89,76,0.6,
15/07/2010,CWA,20.48,24.5,17.8,,82,13.4,
16/07/2010,CWA,20.32,23.5,18.4,,83,0.6,
17/07/2010,CWA,22.22,27.4,18.8,82,47,2,
18/07/2010,CWA,20.63,24.8,16.6,,66,0,
19/07/2010,CWA,21.15,29.1,15.9,,46,0.2,
20/07/2010,CWA,22.92,30.9,14.2,70,33,0,
21/07/2010,CWA,24.24,31,17.1,65,31,0,
22/07/2010,CWA,22.85,26.8,18.7,80,40,0.2,
23/07/2010,CWA,19.2,24.9,17.9,,97,118.1,
24/07/2010,CWA,19.19,22.6,17.1,,87,10.6,
25/07/2010,CWA,21.41,26.4,19,92,73,0,
26/07/2010,CWA,23.17,27.8,19.5,89,67,0,
27/07/2010,CWA,24.47,29.1,21.3,88,66,0,
28/07/2010,CWA,25.23,31.1,21.1,85,56,0,
29/07/2010,CWA,25.99,31.8,20.7,84,57,0,
30/07/2010,CWA,25.9,31.8,20.7,,60,0.2,
31/07/2010,CWA,26.65,33.2,22,86,51,0,
01/08/2010,CWA,24.3,27.8,19.9,93,73,28.6,
02/08/2010,CWA,23.18,28.1,19.8,90,71,0.2,
03/08/2010,CWA,24.93,30.9,20.5,,49,0,
04/08/2010,CWA,23.65,27.2,21,78,40,0,
05/08/2010,CWA,20.45,26.1,15.8,76,47,3.8,
06/08/2010,CWA,20.83,27.8,14.9,86,61,0.2,
07/08/2010,CWA,23.27,28.1,19,83,66,0,
08/08/2010,CWA,23.97,30.2,19.4,83,55,0,
09/08/2010,CWA,24.42,30.7,19.4,84,47,8.2,
10/08/2010,CWA,23.74,28.7,19.9,,69,11,
11/08/2010,CWA,23.95,28.3,20.9,94,79,12.8,
12/08/2010,CWA,21.18,22.2,20.5,,,40.2,
13/08/2010,CWA,20.92,24,19.5,,78,0.8,
14/08/2010,CWA,20.93,24.4,18.3,87,53,0.6,
15/08/2010,CWA,18.8,26.8,11.9,,39,0,
16/08/2010,CWA,19.47,26.7,11.9,82,56,0.2,
17/08/2010,CWA,20.68,23.4,18.1,86,66,0,
18/08/2010,CWA,19.24,21.1,17.5,99,92,16.8,
19/08/2010,CWA,18.85,20.5,18,,90,15.6,
20/08/2010,CWA,18.15,19.3,15.9,,100,5.4,
21/08/2010,CWA,18.14,22.3,15.6,,76,21.6,
22/08/2010,CWA,18.25,24.6,13.1,,57,0.2,
23/08/2010,CWA,14.62,19.8,12.9,98,85,22.4,
24/08/2010,CWA,15.37,18,14.1,,83,0.4,
25/08/2010,CWA,16.42,20.4,14.6,96,74,0,
26/08/2010,CWA,16.58,25,11.4,,47,1.6,
27/08/2010,CWA,16.86,23.9,12.4,,44,0.2,
28/08/2010,CWA,16.54,24.3,10.9,,49,0.2,
29/08/2010,CWA,17.67,25.7,11,,55,0,
30/08/2010,CWA,18.11,20.8,16.7,95,80,0.2,
31/08/2010,CWA,18.19,26.5,11,,45,0,
01/09/2010,CWA,17.8,24.6,11.9,84,50,0,
02/09/2010,CWA,17.74,23.5,15.1,87,54,2,
03/09/2010,CWA,15.86,23.4,11.1,,66,9,
04/09/2010,CWA,15.15,22.3,10.8,,74,8.8,
05/09/2010,CWA,17.35,19.5,16.2,,92,5.4,
06/09/2010,CWA,17,18.5,16,,95,6.8,
07/09/2010,CWA,17.96,23,15.3,,63,1.2,
08/09/2010,CWA,17.33,20,15.6,,84,0.8,
09/09/2010,CWA,17.68,22.7,15.5,,59,7,
10/09/2010,CWA,16.88,25.8,10.2,,43,0.2,
11/09/2010,CWA,17.49,26.9,10.5,,34,0.2,
12/09/2010,CWA,17.58,26,10.3,,53,0,
13/09/2010,CWA,20.28,25.3,16.3,82,59,0,
14/09/2010,CWA,19.64,22.6,17.5,82,71,0,
15/09/2010,CWA,20.59,25,17.8,89,74,0,
16/09/2010,CWA,22.81,28.2,19.3,86,55,0,
17/09/2010,CWA,23.23,27.5,19.9,87,68,0,
18/09/2010,CWA,22.21,25.8,19.2,90,74,0,
19/09/2010,CWA,23.25,28.9,20.2,89,65,0,
20/09/2010,CWA,22.88,27.8,19.8,89,68,0,
21/09/2010,CWA,16.61,21.5,13.5,77,68,0,
22/09/2010,CWA,14.77,20.5,11.3,83,45,0.4,
23/09/2010,CWA,13.88,17,12,87,65,0,
24/09/2010,CWA,11.49,13.9,10.4,,76,26.2,
25/09/2010,CWA,12.61,19.1,9.8,,68,1.8,
26/09/2010,CWA,13.72,20.5,9.2,,65,0.2,
27/09/2010,CWA,14.99,21.3,11.1,,49,0.2,
28/09/2010,CWA,13.4,17.2,11.6,98,72,6.4,
29/09/2010,CWA,12.14,15.3,10.4,,82,1.2,
30/09/2010,CWA,11.99,15.2,8.8,,86,0.8,
01/10/2010,CWA,12.88,15.4,11.2,,74,0,
02/10/2010,CWA,11.57,19.6,3.3,72,24,0,
03/10/2010,CWA,10.85,18.1,3.7,65,29,,
04/10/2010,CWA,10.37,20.5,1.4,,28,0,
05/10/2010,CWA,11.79,22.6,3,79,37,0,
06/10/2010,CWA,13.9,22.1,7.7,80,38,0,
07/10/2010,CWA,14.4,23.2,6,73,29,0,
08/10/2010,CWA,13.44,21.3,5.7,82,50,0,
09/10/2010,CWA,14.77,21.5,8.6,85,59,0,
10/10/2010,CWA,10.9,17.3,7.3,90,76,10.2,
11/10/2010,CWA,7.97,15.1,1.3,77,35,0,
12/10/2010,CWA,8.59,10.3,7.4,92,58,1.2,
13/10/2010,CWA,6.81,10.4,3.5,,86,0,
14/10/2010,CWA,10.5,19.3,2.9,,43,0,
15/10/2010,CWA,10.33,19.2,2.6,77,39,0,
16/10/2010,CWA,11.38,21,3,,44,0,
17/10/2010,CWA,14.92,21.4,9.5,68,31,0,
18/10/2010,CWA,12.08,17.9,5.6,87,57,0,
19/10/2010,CWA,11.04,20.4,4.2,,48,0,
20/10/2010,CWA,11.77,19.9,4,,63,0.2,
21/10/2010,CWA,11.55,12.9,10.3,97,84,0,
22/10/2010,CWA,10.48,11.8,9,95,89,0,
23/10/2010,CWA,10.64,13,9.5,96,81,0,
24/10/2010,CWA,7,10.8,1.6,97,84,6.6,
