Date,mesto,HC Air temperature [°C] avg,HC Air temperature [°C] max,HC Air temperature [°C] min,HC Relative humidity [%] avg,HC Relative humidity [%] min,Precipitation [mm] sum,Soil temperature [°C] avg
01/05/1998,CWA,15.36,20.68,11.9,76,38,0.1,
02/05/1998,CWA,14.48,19.51,10.2,52,32,0.1,
03/05/1998,CWA,14.87,21.22,8.69,64,45,0,
04/05/1998,CWA,16.35,22.98,10.49,73,48,0,
05/05/1998,CWA,16.74,20.35,13.22,74,62,0,
06/05/1998,CWA,11.36,12.96,9.54,90,80,17.2,
07/05/1998,CWA,15.16,20.89,10.6,72,43,0.1,
08/05/1998,CWA,13.43,16.85,9.37,81,69,4.3,
09/05/1998,CWA,9.13,10.26,8.3,97,93,17.9,
10/05/1998,CWA,9.78,12.41,8.23,93,76,1,
11/05/1998,CWA,13.16,19.91,9.16,79,42,0,
12/05/1998,CWA,13.08,15.89,9.9,86,68,2.5,
13/05/1998,CWA,13.05,16.16,9.55,82,60,0.3,
14/05/1998,CWA,14.23,19.21,9.91,78,62,0,
15/05/1998,CWA,13.63,16.06,9.94,81,67,0.8,
16/05/1998,CWA,13,20.38,7.78,72,34,0.7,
17/05/1998,CWA,16.17,24.7,8.34,65,42,0,
18/05/1998,CWA,18.44,25.46,9.39,66,42,0,
19/05/1998,CWA,20.58,26.19,14.41,70,49,0,
20/05/1998,CWA,18.36,20.28,17.02,86,69,22.5,
21/05/1998,CWA,13.3,17.78,9.71,82,69,16.8,
22/05/1998,CWA,13.31,18.32,9.78,74,43,0,
23/05/1998,CWA,11.65,14.8,8.18,80,60,16.7,
24/05/1998,CWA,11.55,14.86,8.16,54,31,0,
25/05/1998,CWA,11.89,21.28,3.31,67,40,188.9,
26/05/1998,CWA,15.74,22.91,9.01,74,50,0,
27/05/1998,CWA,16.1,23.74,9.68,74,47,2.8,
28/05/1998,CWA,14.57,18.21,11.5,59,42,0,
29/05/1998,CWA,15.75,21.1,9.76,68,46,0,
30/05/1998,CWA,16.5,21.03,13.2,74,61,7.2,
31/05/1998,CWA,13.97,15.51,12.81,95,91,12.2,
01/06/1998,CWA,16.32,21.54,13,81,50,1.2,
02/06/1998,CWA,17.83,23.85,11.96,55,28,0,
03/06/1998,CWA,17.13,22.43,10.16,60,37,0,
04/06/1998,CWA,17.18,24.66,9.03,65,30,0,
05/06/1998,CWA,18.45,25.31,10.28,61,36,0,
06/06/1998,CWA,19.58,25.47,13.02,68,46,0,
07/06/1998,CWA,15.4,19.25,13.41,86,58,8.4,
08/06/1998,CWA,17.06,23.79,11.92,81,50,0.7,
09/06/1998,CWA,17.62,23.46,13.21,80,58,0.1,
10/06/1998,CWA,20.09,24.78,14.28,71,56,0,
11/06/1998,CWA,17.61,21.7,16.39,87,58,9.4,
12/06/1998,CWA,19.57,26.39,15.59,83,47,0.1,
13/06/1998,CWA,20.92,24.89,17.67,81,60,0,
14/06/1998,CWA,20.27,25.06,17.11,80,59,0,
15/06/1998,CWA,20.99,26.17,17.8,84,64,5.1,
16/06/1998,CWA,24.1,31.34,18.26,67,27,0,
17/06/1998,CWA,21.75,25.88,18.01,64,35,1.7,
18/06/1998,CWA,20.4,25.53,15.48,41,17,0,
19/06/1998,CWA,20.07,30.57,9.25,49,19,0,
20/06/1998,CWA,23.58,34.43,15.51,44,14,0,
21/06/1998,CWA,24.99,34.99,13.5,40,13,0,
22/06/1998,CWA,22.57,27.68,16.76,51,23,1.9,
23/06/1998,CWA,19.38,23.18,17.47,82,67,10.8,
24/06/1998,CWA,19.55,22.31,17.34,87,73,0.3,
25/06/1998,CWA,20.09,25.37,16.3,75,47,0,
26/06/1998,CWA,21.43,29.18,13.28,67,25,0,
27/06/1998,CWA,24.16,31.4,16.26,54,27,0,
28/06/1998,CWA,24.86,32.52,16.95,52,33,0.1,
29/06/1998,CWA,25.69,32.66,18.18,52,26,0,
30/06/1998,CWA,25.6,31.52,19.94,55,36,0,
01/07/1998,CWA,21.43,25.77,17.71,72,49,0.7,
02/07/1998,CWA,21.46,29.4,15.78,74,33,0.1,
03/07/1998,CWA,23.88,30.07,17.59,60,32,0,
04/07/1998,CWA,24.35,27.26,20.69,61,40,0,
05/07/1998,CWA,21.11,25.69,17.55,83,57,17.4,
06/07/1998,CWA,20.08,24.4,16.17,88,71,0.3,
07/07/1998,CWA,17.46,19.34,16.04,96,84,29.4,
08/07/1998,CWA,17.57,19.46,16.19,98,90,6.9,
09/07/1998,CWA,18.7,19.78,17.94,99,96,13.2,
10/07/1998,CWA,17.56,19.21,15.8,99,98,19.4,
11/07/1998,CWA,20.19,25.28,16.62,91,72,0.1,
12/07/1998,CWA,22.47,25.28,20.17,91,80,10.8,
13/07/1998,CWA,24.04,28.37,19.74,83,60,0,
14/07/1998,CWA,23.94,28.11,19.42,85,64,0,
15/07/1998,CWA,22.56,24.39,20.73,85,71,0.4,
16/07/1998,CWA,20.32,24.52,17.88,80,63,0,
17/07/1998,CWA,22.73,31.18,15.67,70,22,0,
18/07/1998,CWA,24.48,32.58,16.27,61,32,0,
19/07/1998,CWA,24.13,27.75,20.36,72,52,0,
20/07/1998,CWA,23.62,31.22,15.57,68,33,0,
21/07/1998,CWA,24.89,31.33,19.36,66,38,0,
22/07/1998,CWA,24.77,30.61,20.12,67,35,0,
23/07/1998,CWA,24.51,30.66,19.7,57,27,0,
24/07/1998,CWA,23.52,27.7,18.56,74,51,0,
25/07/1998,CWA,23.04,29.5,16.94,72,34,0,
26/07/1998,CWA,22.87,25.97,19.31,66,45,0,
27/07/1998,CWA,19.58,23,18.15,94,75,51.9,
28/07/1998,CWA,19.95,26.44,15.8,88,60,0.2,
29/07/1998,CWA,22.2,27.29,18.52,82,51,0,
30/07/1998,CWA,22.39,27.24,18.57,85,58,0,
31/07/1998,CWA,23.23,28.16,19.62,80,52,0.2,
01/08/1998,CWA,22.71,26.83,18.96,82,59,0,
02/08/1998,CWA,21.9,29.46,17.4,78,49,11.3,
03/08/1998,CWA,21.93,27.51,17.19,84,60,0,
04/08/1998,CWA,21.62,26.12,17.64,78,50,2.5,
05/08/1998,CWA,21.82,25.64,19.23,85,67,0,
06/08/1998,CWA,19.85,22.86,17.1,86,75,0.6,
07/08/1998,CWA,22.04,28.81,17.64,77,34,0,
08/08/1998,CWA,21.67,26.22,17.11,75,46,0,
09/08/1998,CWA,18.94,22.1,16.73,88,68,4,
10/08/1998,CWA,18.12,25.82,13.03,87,52,0.2,
11/08/1998,CWA,20.17,22.89,17.73,85,67,0,
12/08/1998,CWA,20.13,25.1,14.54,83,60,0,
13/08/1998,CWA,18.94,23.31,14.83,93,82,5.7,
14/08/1998,CWA,17.45,21.27,14.93,94,69,23.3,
15/08/1998,CWA,20.07,24.64,15.82,79,56,0,
16/08/1998,CWA,19.53,26.18,15.24,82,47,0,
17/08/1998,CWA,19.89,24.38,16.22,88,71,0,
18/08/1998,CWA,20.17,26.37,14.78,82,56,0,
19/08/1998,CWA,20.53,25.99,16.07,84,55,0,
20/08/1998,CWA,20.24,22.21,19.2,93,80,9.2,
21/08/1998,CWA,20.81,25.58,18.74,93,72,55.1,
22/08/1998,CWA,22.41,26.58,19.73,90,68,0,
23/08/1998,CWA,22.92,26.86,18.83,89,73,0,
24/08/1998,CWA,21.01,23.61,18.67,82,71,0,
25/08/1998,CWA,18.2,19.58,17.04,96,85,11.4,
26/08/1998,CWA,16.35,18.75,15.33,96,81,26.4,
27/08/1998,CWA,16.66,23.96,10.87,88,57,0.1,
28/08/1998,CWA,19.44,23.75,16.42,84,53,0,
29/08/1998,CWA,18.97,25.69,13.66,82,50,4.5,
30/08/1998,CWA,19.57,26.63,13.25,72,30,0,
31/08/1998,CWA,19.09,27.04,12.02,73,38,0,
01/09/1998,CWA,20.32,26.22,15.66,72,38,0,
02/09/1998,CWA,18.03,21.64,14.16,90,71,0,
03/09/1998,CWA,17.96,24.95,11.58,84,41,0,
04/09/1998,CWA,19.82,28.18,13.91,76,39,0,
05/09/1998,CWA,20.57,30.89,11.9,59,17,0,
06/09/1998,CWA,20.96,30.74,11.11,59,23,0,
07/09/1998,CWA,21.83,32,14.16,59,20,0,
08/09/1998,CWA,21.86,29.99,13.26,63,35,0,
09/09/1998,CWA,21.14,28.95,13.38,61,37,5.9,
10/09/1998,CWA,20.93,26.95,14.5,77,44,0,
11/09/1998,CWA,20.77,26.01,15.93,63,40,0,
12/09/1998,CWA,19.96,25.2,15.36,68,44,0,
13/09/1998,CWA,21.3,27.47,16.62,65,40,0,
14/09/1998,CWA,22.05,26.66,16.22,71,44,0,
15/09/1998,CWA,19.57,21.82,16.22,86,74,0,
16/09/1998,CWA,14.21,15.87,13.24,89,81,0,
17/09/1998,CWA,15.46,17.1,14.32,92,77,0,
18/09/1998,CWA,15.31,16.12,14.29,94,87,0,
19/09/1998,CWA,9.49,11.92,7.25,90,78,0,
20/09/1998,CWA,9.58,16.03,3.04,73,39,0,
21/09/1998,CWA,11.09,18.41,4.67,75,41,0,
22/09/1998,CWA,14,17.22,11.58,77,60,0,
23/09/1998,CWA,13.39,21.16,7.33,79,32,0,
24/09/1998,CWA,16.29,22.04,12.15,77,44,0,
25/09/1998,CWA,17.29,23.26,13.9,76,35,0,
26/09/1998,CWA,17.49,25.61,9.44,62,16,0,
27/09/1998,CWA,17.1,27.05,7.66,57,19,0,
28/09/1998,CWA,17.67,26.85,8.82,57,25,70,
29/09/1998,CWA,17.95,25.21,10.78,58,35,0.1,
30/09/1998,CWA,17.91,26.21,9.42,63,28,0,
01/10/1998,CWA,16.49,19.12,14.78,46,34,0,
02/10/1998,CWA,12.54,14.6,9.48,68,49,1.5,
03/10/1998,CWA,10.11,13.12,6.27,90,70,1.4,
04/10/1998,CWA,10.67,11.39,10,98,90,2.9,
05/10/1998,CWA,11.94,12.8,11.08,99,96,6.2,
06/10/1998,CWA,12.81,16.58,11.18,94,78,0,
07/10/1998,CWA,12.66,15.94,9.92,95,84,0,
08/10/1998,CWA,13.63,16.43,11.43,96,86,0,
09/10/1998,CWA,13.95,14.84,13.1,98,92,7.7,
10/10/1998,CWA,13.68,17.97,10.4,94,76,0.1,
11/10/1998,CWA,14.28,17.58,12.08,82,72,0,
12/10/1998,CWA,12.26,14.82,8.87,86,76,9.4,
13/10/1998,CWA,9.29,12.3,7.27,72,50,0.1,
14/10/1998,CWA,9.48,19.48,2.08,65,25,0,
15/10/1998,CWA,11.05,19.51,2.25,69,36,0,
16/10/1998,CWA,11.51,14.28,8.79,68,35,0,
17/10/1998,CWA,9.89,15.24,3.84,48,28,0,
18/10/1998,CWA,8.79,16.51,1.62,66,28,0,
19/10/1998,CWA,9.36,14.54,2.3,61,37,0,
20/10/1998,CWA,9.31,17.41,2.25,71,43,0,
21/10/1998,CWA,10.28,16.57,4.62,79,49,0,
22/10/1998,CWA,10.57,16.06,4.52,49,26,0,
23/10/1998,CWA,9.69,17.77,2.98,65,38,0,
24/10/1998,CWA,12.34,19.02,8.13,71,49,0.1,
25/10/1998,CWA,11.16,13.77,5.97,45,27,0,
26/10/1998,CWA,6.75,14.44,-0.75,52,29,0,
27/10/1998,CWA,5.83,7.82,4.09,79,59,6.8,
28/10/1998,CWA,6.62,9.5,4.55,95,83,0.7,
29/10/1998,CWA,9.77,16.48,6.13,76,32,0,
30/10/1998,CWA,6.89,8.89,3.2,80,66,0.3,
31/10/1998,CWA,8.94,15.19,2.65,46,25,0,
01/11/1998,CWA,8.19,16.85,0.46,58,28,0,
02/11/1998,CWA,10.55,17.74,3.65,38,21,0,
03/11/1998,CWA,9.19,18.76,0.87,57,27,0,
04/11/1998,CWA,9.38,18.04,1.31,60,36,0,
05/11/1998,CWA,8.42,15.53,2.5,69,35,0,
06/11/1998,CWA,7.09,15.53,-0.25,59,25,0,
07/11/1998,CWA,6.11,11.58,1.07,65,43,0,
08/11/1998,CWA,6.87,17.14,-1.33,60,17,0,
09/11/1998,CWA,7.97,16.11,1.09,38,17,0,
10/11/1998,CWA,5.74,13.44,-1.43,58,33,0,
11/11/1998,CWA,6.31,13.41,-0.28,52,28,0,
12/11/1998,CWA,6.55,16.8,-1.57,60,29,0,
13/11/1998,CWA,7.43,17.83,-1.02,62,26,0,
14/11/1998,CWA,7.93,16.15,0.3,59,40,0,
15/11/1998,CWA,9.27,15.49,3.89,54,22,0,
16/11/1998,CWA,5.73,8.99,0.96,33,23,0,
17/11/1998,CWA,0.58,5.88,-4.32,34,23,0,
18/11/1998,CWA,-0.24,6.66,-5.82,46,30,0,
19/11/1998,CWA,1.78,10.38,-4.87,55,27,0,
20/11/1998,CWA,2.6,8.22,-2.5,56,42,0,
21/11/1998,CWA,6.3,12.32,0.26,40,21,0,
22/11/1998,CWA,4.45,13.92,-2,48,25,0,
23/11/1998,CWA,6.54,15.18,-0.66,33,16,0,
24/11/1998,CWA,4.99,13.08,-2.36,43,24,0,
25/11/1998,CWA,4.67,9.49,0.4,62,43,0,
26/11/1998,CWA,0.57,3.14,-2.56,91,76,0,
27/11/1998,CWA,2.31,7.57,-3.02,54,32,0,
28/11/1998,CWA,1.06,7.05,-3.75,65,43,0,
29/11/1998,CWA,1.95,8.8,-2.77,70,48,0,
30/11/1998,CWA,3.31,12.7,-4.77,74,45,0,
01/12/1998,CWA,4.28,6.22,0.62,46,31,0,
02/12/1998,CWA,-0.21,0.83,-3.42,66,37,0,
03/12/1998,CWA,-1.74,5.39,-6.62,80,55,0,
04/12/1998,CWA,1.21,8.18,-4.68,66,29,0,
05/12/1998,CWA,2.25,6.83,-2.14,49,34,0,
06/12/1998,CWA,1.83,6.32,-2.33,50,28,0,
07/12/1998,CWA,-0.3,3.19,-5.72,42,31,0,
08/12/1998,CWA,-2.44,2.84,-7.06,53,29,0,
09/12/1998,CWA,-3.91,1.37,-7.94,52,37,0,
10/12/1998,CWA,-1.99,3.28,-5.24,51,24,0,
11/12/1998,CWA,-2.88,5.19,-8.84,50,27,0,
12/12/1998,CWA,-1.59,6.78,-8.62,52,28,0,
13/12/1998,CWA,0.92,7.44,-6.73,38,23,0,
14/12/1998,CWA,0.89,8.09,-5.3,33,15,0,
15/12/1998,CWA,0.45,10.77,-7.41,36,17,0,
16/12/1998,CWA,1.11,9.77,-6.36,34,17,0,
17/12/1998,CWA,-0.08,5.31,-5.63,41,28,0,
18/12/1998,CWA,0.85,8.66,-5.34,45,28,0,
19/12/1998,CWA,1.25,7.72,-4.88,41,26,0,
20/12/1998,CWA,1.36,11.4,-5.72,51,28,0,
21/12/1998,CWA,3.09,9.81,-2.19,47,23,0,
22/12/1998,CWA,3.39,7.78,-0.82,37,27,0,
23/12/1998,CWA,0.71,6.76,-5.17,44,31,0,
24/12/1998,CWA,1.56,2.8,0.61,51,43,0,
25/12/1998,CWA,-0.01,3.85,-4.66,59,41,0,
26/12/1998,CWA,,,,,,0,
27/12/1998,CWA,,,,,,0,
28/12/1998,CWA,,,,,,0,
29/12/1998,CWA,,,,,,0,
30/12/1998,CWA,,,,,,0,
31/12/1998,CWA,,,,,,0,
01/01/1999,CWA,-1.21,3.11,-6.43,43,29,0,
02/01/1999,CWA,-0.82,6.42,-7.63,37,19,0,
03/01/1999,CWA,-0.98,8.69,-9.66,38,17,0,
04/01/1999,CWA,-1.34,3.97,-7.33,38,23,0,
05/01/1999,CWA,-0.74,2.01,-3.25,36,29,0,
06/01/1999,CWA,-3.56,-0.9,-8.23,37,23,0,
07/01/1999,CWA,-5.2,-0.98,-9.55,37,25,0,
08/01/1999,CWA,-4.62,-2.45,-6.91,31,28,0,
09/01/1999,CWA,-4.41,-1.43,-6.63,34,23,0,
10/01/1999,CWA,-3.61,0.41,-7.02,34,23,0,
11/01/1999,CWA,-5.22,1.1,-12.39,38,23,0,
12/01/1999,CWA,-5.62,-1.33,-9.04,46,33,0,
13/01/1999,CWA,-5.67,-2.94,-8.26,63,48,0,
14/01/1999,CWA,-7.82,-3.36,-13.79,33,16,0,
15/01/1999,CWA,-8.26,-0.34,-15.75,32,19,0,
16/01/1999,CWA,-7.16,-1.89,-12.9,37,24,0,
17/01/1999,CWA,-3.69,4.85,-10.38,40,24,0,
18/01/1999,CWA,-0.22,4.27,-4.38,41,22,0,
19/01/1999,CWA,-1.74,0.35,-4.32,38,25,0,
20/01/1999,CWA,-5.6,1.86,-12.51,45,25,0,
21/01/1999,CWA,-4.02,5.42,-10.7,50,34,0,
22/01/1999,CWA,-2.77,3.65,-8.32,59,41,0,
23/01/1999,CWA,-1.62,7.08,-8.46,61,35,0,
24/01/1999,CWA,1.44,8.71,-4.83,50,23,0,
25/01/1999,CWA,0.49,9.57,-6.72,35,16,0,
26/01/1999,CWA,1.66,9.11,-5.94,29,13,0,
27/01/1999,CWA,1.42,8.39,-5.1,23,16,0,
28/01/1999,CWA,0.94,8.76,-6.94,29,15,0,
29/01/1999,CWA,1.12,5.94,-3.89,28,20,0,
30/01/1999,CWA,1.86,6.69,-3.71,34,21,0,
31/01/1999,CWA,2.5,6.64,-2.21,30,18,0,
01/02/1999,CWA,0.62,5.06,-4.38,30,46,0,
02/02/1999,CWA,-2.35,3.67,-7.46,14,20,0,
03/02/1999,CWA,-3.66,3.39,-10.44,15,22,0,
04/02/1999,CWA,-3.15,3.11,-9.08,24,35,0,
05/02/1999,CWA,0.39,4.29,-1.8,37,60,0,
06/02/1999,CWA,-0.45,7.51,-6.96,45,69,0,
07/02/1999,CWA,0.36,7.13,-5.32,32,40,0,
08/02/1999,CWA,1.66,10.92,-6.86,38,58,0,
09/02/1999,CWA,0.05,4.25,-2.95,48,61,0,
10/02/1999,CWA,,,,0,0,0,
11/02/1999,CWA,,,,0,0,0,
12/02/1999,CWA,,,,0,0,0,
13/02/1999,CWA,,,,0,0,0,
14/02/1999,CWA,6.99,9.23,3.67,14,17,0,
15/02/1999,CWA,2.86,11.08,-5.94,24,39,0,
16/02/1999,CWA,3.07,10.68,-4.81,36,58,0,
17/02/1999,CWA,4.51,8.12,1.16,24,30,0,
18/02/1999,CWA,-3.87,0.33,-6.99,17,27,0,
19/02/1999,CWA,-7.58,-1.36,-13.32,16,21,0,
20/02/1999,CWA,-5.2,2.63,-12.34,17,30,0,
21/02/1999,CWA,-1.43,8.17,-10.58,16,30,0,
22/02/1999,CWA,1.1,8.4,-5.89,25,34,0,
23/02/1999,CWA,5.8,15.39,-2.15,36,55,0,
24/02/1999,CWA,7.02,12.05,2.13,31,55,0,
25/02/1999,CWA,4.12,6.83,2.42,23,37,0,
26/02/1999,CWA,4.1,9.43,-2.03,31,47,0,
27/02/1999,CWA,3.04,5.77,-1.07,26,34,0,
28/02/1999,CWA,4.11,12.43,-4.82,32,53,0,
01/03/1999,CWA,5.29,12.81,-1.96,30,16,0,
02/03/1999,CWA,6.29,14.72,-2.22,37,17,0,
03/03/1999,CWA,8.62,19.47,-0.78,32,18,0,
04/03/1999,CWA,9.08,16.8,1.75,33,12,0,
05/03/1999,CWA,6.86,12.24,1.04,30,21,0,
06/03/1999,CWA,7.42,10,4.27,29,12,0,
07/03/1999,CWA,2.82,7.8,-1.49,38,25,0,
08/03/1999,CWA,3.14,4.84,0.9,42,34,0,
09/03/1999,CWA,2.81,7.34,-1.43,50,34,0,
10/03/1999,CWA,4.7,10.11,1.27,38,17,0,
11/03/1999,CWA,4.04,9.14,0.39,58,40,0,
12/03/1999,CWA,5.01,10.84,-0.85,64,43,0,
13/03/1999,CWA,4.13,6.9,1,80,66,0.6,
14/03/1999,CWA,7.28,12.83,4.13,74,38,1.1,
15/03/1999,CWA,9.39,19.53,2.11,54,24,0,
16/03/1999,CWA,11.42,16.75,6.64,45,24,0,
17/03/1999,CWA,10.1,12.19,7.58,58,24,0,
18/03/1999,CWA,4.44,10.17,0.58,69,23,1.8,
19/03/1999,CWA,-0.1,0.45,-0.93,100,100,9.2,
20/03/1999,CWA,0.88,6.51,-1.69,95,79,3.3,
21/03/1999,CWA,2.27,5.59,-0.61,48,36,0,
22/03/1999,CWA,1.89,6.38,-1.5,65,54,0,
23/03/1999,CWA,3.88,11.17,-0.96,80,52,0,
24/03/1999,CWA,5.4,11.78,0.22,78,55,0,
25/03/1999,CWA,6.49,12.23,0.81,65,30,0,
26/03/1999,CWA,6.07,11.55,0.48,44,11,0.4,
27/03/1999,CWA,5.57,10.96,1.46,45,16,0,
28/03/1999,CWA,5.01,7.98,2.03,67,39,0,
29/03/1999,CWA,6.46,12.04,3.12,70,44,0,
30/03/1999,CWA,8.58,16.54,1.4,64,33,0,
31/03/1999,CWA,11.03,15.95,6.59,56,20,0,
01/04/1999,CWA,7.49,12.15,5.37,35,25,0,
02/04/1999,CWA,6.49,12.99,0.09,40,18,0,
03/04/1999,CWA,10.11,15.14,5.19,29,14,0,
04/04/1999,CWA,10.29,18.03,2.72,24,14,0,
05/04/1999,CWA,13.59,19.7,7.76,21,10,0,
06/04/1999,CWA,14.3,22.69,7.55,23,14,0,
07/04/1999,CWA,13.12,21.07,5.34,45,30,1.2,
08/04/1999,CWA,11.64,15.01,9.73,92,71,12.7,
09/04/1999,CWA,12.61,19.82,8.86,81,32,0,
10/04/1999,CWA,13.85,20.08,10.36,65,41,16.8,
11/04/1999,CWA,12.07,19,6.2,77,28,1.2,
12/04/1999,CWA,10.13,14.09,5.68,40,29,0.3,
13/04/1999,CWA,9.72,15.69,4.17,57,34,0.2,
14/04/1999,CWA,10.51,18.54,4.95,60,36,0.2,
15/04/1999,CWA,13.66,21.04,6.54,55,22,0.1,
16/04/1999,CWA,13.18,15.78,11.08,62,40,0,
17/04/1999,CWA,12.59,19.43,5.88,65,38,0,
18/04/1999,CWA,15.57,22.93,7.72,54,22,0,
19/04/1999,CWA,16.1,23.73,6.99,50,27,0.2,
20/04/1999,CWA,13.47,18.7,10.8,80,37,3,
21/04/1999,CWA,14.26,21.52,8.92,85,56,0.8,
22/04/1999,CWA,15.86,23.61,8.23,78,42,0.1,
23/04/1999,CWA,15.62,19.5,11.41,85,56,5.9,
24/04/1999,CWA,12.79,13.76,12.02,96,91,1.1,
25/04/1999,CWA,8.29,12.53,2.85,88,65,5.9,
26/04/1999,CWA,3.95,6.88,1.75,83,70,1.5,
27/04/1999,CWA,8.19,13.32,3.88,61,36,0.5,
28/04/1999,CWA,10.53,17.92,3.95,58,28,0.2,
29/04/1999,CWA,13.38,21.04,6.14,64,39,0.2,
30/04/1999,CWA,16.72,23.15,9.07,62,31,0.1,
01/05/1999,CWA,16.84,19.89,13.53,52,37,0,
02/05/1999,CWA,14.11,16.48,11.97,78,57,0.3,
03/05/1999,CWA,11.87,15.64,9.55,82,59,11.5,
04/05/1999,CWA,12.65,19.72,5.56,70,26,0.1,
05/05/1999,CWA,14.72,22.38,7.53,57,22,0,
06/05/1999,CWA,12.57,15.63,10.76,75,43,0.7,
07/05/1999,CWA,12.36,20.95,4.06,82,39,2.4,
08/05/1999,CWA,16.07,25.8,6.2,62,19,1.6,
09/05/1999,CWA,18.2,24.14,12.25,37,16,0.4,
10/05/1999,CWA,16.66,24.64,6.91,42,17,0,
11/05/1999,CWA,17.35,26.92,5.91,50,20,0,
12/05/1999,CWA,18.55,25.5,10.03,47,25,0,
13/05/1999,CWA,18.24,24.06,10.96,61,42,0,
14/05/1999,CWA,15.4,19.74,14.19,93,55,0.5,
15/05/1999,CWA,14.83,17.15,14,97,87,0.5,
16/05/1999,CWA,13.71,14.41,13.13,99,95,1.6,
17/05/1999,CWA,15.78,21.52,12.17,81,46,4.9,
18/05/1999,CWA,17.67,25.46,9.39,64,42,1.4,
19/05/1999,CWA,20.58,26.19,14.41,70,49,0,
20/05/1999,CWA,18.36,20.28,17.02,86,69,22.5,
21/05/1999,CWA,13.3,17.78,9.71,82,69,16.8,
22/05/1999,CWA,13.31,18.32,9.78,74,43,0,
23/05/1999,CWA,11.65,14.8,8.18,80,60,16.7,
24/05/1999,CWA,11.55,14.86,8.16,54,31,0,
25/05/1999,CWA,11.89,21.28,3.31,67,40,188.9,
26/05/1999,CWA,15.74,22.91,9.01,74,50,0,
27/05/1999,CWA,16.1,23.74,9.68,74,47,2.8,
28/05/1999,CWA,14.57,18.21,11.5,59,42,0,
29/05/1999,CWA,16.06,22.82,9.76,66,36,0,
30/05/1999,CWA,17.61,20.86,14.58,70,50,0,
31/05/1999,CWA,15.24,18.68,13.47,88,70,0.2,
01/06/1999,CWA,18.18,26.17,10.51,66,24,0.1,
02/06/1999,CWA,18.18,21.25,14.78,64,47,0,
03/06/1999,CWA,17.49,20.68,14.74,72,53,0,
04/06/1999,CWA,17.33,23.52,10.08,79,53,0,
05/06/1999,CWA,15.84,17,15.06,92,83,0,
06/06/1999,CWA,18.76,25.08,14.56,86,57,0.1,
07/06/1999,CWA,19.19,21.46,18.04,92,72,0,
08/06/1999,CWA,17.06,19.6,14.86,91,76,0.1,
09/06/1999,CWA,17.86,23.49,12.25,80,49,0.1,
10/06/1999,CWA,19.5,26,12.15,65,39,0,
11/06/1999,CWA,21.19,28.55,13.5,66,34,0,
12/06/1999,CWA,23.5,29.57,18.29,58,41,0,
13/06/1999,CWA,23.96,28.92,19.7,60,48,0,
14/06/1999,CWA,19.94,25.08,16.8,87,61,0,
15/06/1999,CWA,17.05,18.05,16.5,99,98,0.2,
16/06/1999,CWA,16.99,18.68,15.21,98,86,0.2,
17/06/1999,CWA,18.96,26.64,14.62,82,39,0.1,
18/06/1999,CWA,21.71,30.52,12.86,72,29,0.1,
19/06/1999,CWA,22.61,29.11,15.71,64,30,0.3,
20/06/1999,CWA,21.2,26.63,15.78,63,40,0,
21/06/1999,CWA,22.61,29.38,16.54,68,32,0,
22/06/1999,CWA,16.97,21.72,12.96,88,76,9.8,
23/06/1999,CWA,17.52,24.12,11.78,62,35,1.3,
24/06/1999,CWA,19.97,26.23,13.67,64,31,0,
25/06/1999,CWA,19.46,25.98,12.2,67,35,0,
26/06/1999,CWA,20.6,26.93,13.96,70,34,0,
27/06/1999,CWA,22.66,28.9,17.15,65,31,0,
28/06/1999,CWA,21.65,26.52,15.24,61,40,0,
29/06/1999,CWA,21.09,23.93,18.02,66,41,0,
30/06/1999,CWA,21.1,25.89,14.43,67,48,0,
01/07/1999,CWA,19.8,24.98,14.51,74,57,0,
02/07/1999,CWA,19.88,24.73,16.01,77,38,0,
03/07/1999,CWA,17.32,19.53,16.04,92,85,0.6,
04/07/1999,CWA,17.18,18.14,16.46,98,88,0.4,
05/07/1999,CWA,18.22,20.54,16.83,96,81,0.5,
06/07/1999,CWA,19.3,22.34,17.33,95,81,0.2,
07/07/1999,CWA,20.79,25.94,17.87,86,60,0.3,
08/07/1999,CWA,21.75,28.07,16.99,81,37,0.2,
09/07/1999,CWA,23.39,28.75,18.54,74,44,0.2,
10/07/1999,CWA,20.65,25.99,16.66,81,58,0.2,
11/07/1999,CWA,19.66,24.88,16.56,87,59,0.2,
12/07/1999,CWA,20.57,24.63,16.95,88,71,0.2,
13/07/1999,CWA,19.62,21.5,18.21,94,84,0.1,
14/07/1999,CWA,18.44,20.09,17.46,95,88,0.3,
15/07/1999,CWA,19.81,24,17.15,85,62,0.2,
16/07/1999,CWA,20.41,26.27,16.52,86,53,0.3,
17/07/1999,CWA,22.41,30.29,15.33,73,39,0.1,
18/07/1999,CWA,23,31.14,15.76,73,36,0.2,
19/07/1999,CWA,23.11,28.99,18.07,71,46,0.1,
20/07/1999,CWA,22.26,26.64,17.92,84,62,0.2,
21/07/1999,CWA,20.36,25.19,17.21,91,73,0.1,
22/07/1999,CWA,22,26.31,19.11,87,63,0.1,
23/07/1999,CWA,22.36,27.3,18.59,86,61,0.1,
24/07/1999,CWA,23.11,28.66,18.83,82,48,0,
25/07/1999,CWA,23.27,31.35,17,77,37,0.1,
26/07/1999,CWA,24.19,29.77,19.59,79,54,1,
27/07/1999,CWA,24.15,31.62,18.11,76,38,0,
